id,query,gui_index_1,gui_index_2,gui_index_3,gui_index_4,gui_index_5,gui_index_6,gui_index_7,gui_index_8,gui_index_9,gui_index_10,gui_index_11,gui_index_12,gui_index_13,gui_index_14,gui_index_15
314,old facebook sign up page,69506,16571,16355,26012,58600,40122,7505,59392,25596,1619,28156,20515,52203,33058,58377
285,Text insert with keyboard,58594,11268,51163,35658,51571,21789,2176,14572,34261,16919,28007,10149,47712,14568,10154
154,Settings with regionbnews,18967,9221,9224,2669,67382,9241,9230,22638,9229,54070,23467,43302,56259,45323,24757
134,start screen,45676,19087,13103,2314,57338,13114,2317,59618,18143,50477,62837,39040,8734,53696,56805
353,Search icon with Menu and Chat Icon and advertisement,56809,52282,58969,19303,48542,16045,64833,63048,58970,18140,68128,27704,25662,12422,49905
82,sign up with email,7361,3730,20102,45552,54269,20515,7648,34371,64349,68853,10625,58377,38923,4451,59844
109,sign up with welcome Bonus,37905,63931,15879,63932,13705,13707,57558,10119,25830,35776,1851,42979,53779,12637,43632
16,It display the Map with search bar,66555,52129,9978,66563,54527,9970,48325,62878,14689,28540,29647,60543,25787,30729,62605
115,page contaion the current and saved location,65198,33481,57775,39001,43927,65007,10668,32437,840,38400,28931,25846,62134,20962,28541
295,Details about cards and numbers,28955,24541,49888,13556,47042,20802,50395,40864,33315,56935,13354,37505,28148,37517,68164
65,App for jokes and funny image posting,17201,22467,13754,60230,33897,54575,4292,22466,57367,12694,55885,57373,41434,57835,29407
5,screen with select single answer,17315,66895,68952,47587,2937,68441,21829,12845,68950,11918,33248,2983,24548,38655,64202
379,terms of chocoapp,55254,19564,44953,3525,8291,35974,32450,68772,55808,2498,17720,37511,35062,28092,38284
234,a sreen to enter the personal details,65494,68242,46223,44188,19978,58266,53041,50422,20850,37508,33244,18910,19835,48806,49259
3,Price comparison application showing discounts and chash back,69951,60882,11088,33577,59311,61377,65916,61768,68456,46707,17357,26930,53884,71646,23394
237,Account creation with selection menu,9449,23795,27091,45843,59731,44732,5136,100,33768,44354,39148,69913,29272,40342,14662
18,alarm,1201,63252,16065,43218,33936,56069,57386,45208,58608,10127,35931,13428,70514,551,1873
84,RN Mentor Quiz,60686,53106,5465,71914,4502,60683,61335,53102,5464,60682,53103,41551,27607,3205,27621
318,In car USB connection with eService and UVO,43031,41364,8273,19165,19564,8261,23257,65271,13750,23253,4197,48087,62010,18250,19643
144,List of blocked accounts and contacts,47738,44156,43097,2594,16612,10590,19618,44152,37277,48823,44153,52021,57178,44151,49622
154,menu to choose between different options for organising ebooks,39687,22082,2270,49221,32549,45959,22339,3918,35887,48731,44864,8609,32544,32551,45956
413,adjust actions in the settings,15545,12252,16647,58705,53087,68134,3534,3929,23599,65791,62887,35066,9219,1250,37070
159,Country code listing,63630,65818,69267,51324,65800,69258,20638,70736,69277,24220,33194,70727,20640,11971,69265
94,sign up for baby care,41631,47691,27095,69940,37817,27090,41637,47706,69944,57499,36680,41629,37081,36348,69942
141,Searching Engine with search bar for phrases starting with How to,60217,12744,64421,36425,65467,26139,60642,32767,65275,12448,43245,14191,12274,63226,45543
81,search location,14772,70510,43184,48309,28543,11838,25717,58770,47609,69761,64021,52054,26422,22148,51084
316,list with favorite button and Ads bar,18590,18165,29177,6640,33242,65909,2020,69278,11258,32,44345,13489,13496,30729,42781
95,weather and forecasting app with weather station selection,66596,68434,63435,70428,23399,29800,41740,54277,57080,16846,65396,51159,36651,53210,68258
140,video editor,27484,63716,25497,52864,16,37568,60344,63266,56755,47530,60346,63717,3789,29904,67289
229,"buy item, image recorder, ads",28589,14409,32411,14412,44849,19720,25601,57352,54931,56374,20538,66199,7074,58003,49463
80,web advertising for an app with continue and skip button,5709,71177,1187,2222,25582,29177,46520,29515,61167,14878,57480,1198,14879,69734,34244
189,Collapsible and Expandable List with Navigation bar and Fix Header,49304,49343,20869,30834,26304,55726,30846,18278,61447,71643,54270,55728,28838,46742,59605
275,Mobile Bible Reader Application,52623,27507,6289,52619,34373,2528,6290,27508,6286,67678,67896,20047,9335,23514,20051
333,Japanese anime books and ads,4000,22219,25345,24769,61351,52517,6968,39171,25347,57209,39173,25700,24768,25397,62637
427,food and restaurants list,20766,6728,13727,20423,64587,13722,24745,69606,42039,57262,30289,27984,25113,69605,30368
372,downloading the image with brief dscription,68981,49791,49792,65681,38387,1203,51537,38396,43740,50530,63577,67648,57436,11061,46770
8,top world news,1570,24925,51821,67051,24927,68818,51830,36173,16515,51819,7751,29637,47131,24928,51823
81,Model Selection,45925,18248,45730,69325,8382,40250,69326,66158,17225,34170,34180,27091,9449,45573,44732
366,Search with search results,61555,42447,28546,14772,33825,10600,15336,42451,42442,14767,42458,20890,14774,28547,44443
246,Settings menu,58926,10775,41183,48984,18593,1354,12105,63700,9222,12888,25311,9221,67382,8951,9224
59,selecting different devices,20699,71875,10743,50603,40225,48219,28569,26236,45139,43525,31435,4162,11868,66150,4170
57,Microsoft corp with stock,7740,63166,5194,34514,34633,3172,42290,55064,3169,5185,71326,3170,16046,22432,69183
112,latest keypad themes,35658,8976,32389,16918,8975,8986,36935,3432,32383,5589,8977,32384,2396,43310,42923
233,PitchLab,8,24203,9,24202,10,24201,11,24200,13,24199,14,24198,15,24196,16
241,feedback bar in PayNearMe,13359,48970,9970,56895,48965,37569,52289,53871,53376,41581,48961,19113,50202,48971,21770
150,"search bar with results in Science, Textbook Solutions and Online Tuition",1134,36467,42463,38031,71639,42453,38040,71646,42450,61462,26318,14553,51862,6305,61555
76,cheese,41641,41642,44455,48397,50481,21256,24744,50495,22985,50501,52091,43418,43428,52107,6827
298,cell phone storage structure,15569,26910,8340,57678,21878,12186,36875,56016,22240,41963,15516,25992,57687,45992,12174
248,"book reader with ""Become a Member"" button",61392,12270,13001,55590,44373,6289,59341,5606,6290,38057,34341,70606,7191,40930,50967
123,weather application screen's side menu,39597,56943,31379,22104,54279,58146,69136,23390,5803,18041,39485,39599,22102,17333,68962
130,Trivago-Threats of pandemic and climate change an 'opportunity' to enhance local travel,30863,16162,44782,49527,16161,44785,21013,72070,38142,32225,16160,47802,60254,16159,44791
110,podcast episode screen with download option,47142,488,4313,1556,55389,67882,495,63188,4315,61731,5069,37187,37190,5068,34363
33,information description with login button,7293,16266,61167,27758,20931,61842,29481,46884,65909,19432,69716,11258,25112,51732,33358
227,Menu for a music player app with ten different buttons,65678,13660,55482,65680,49411,56745,17776,13661,56743,40378,42306,56764,55665,45685,42210
349,select which sports news to appear,16512,49898,71379,1570,841,68818,16508,43108,42717,21243,32870,43962,16516,21247,10803
51,"search bar with shopping categories, discount advertisement and account maintenance",53884,64428,4186,56464,48464,10423,46813,65757,64303,7331,33330,19345,6911,33328,64305
64,News with detail,22038,17805,19136,22058,59966,23402,22061,59947,45120,16495,51119,69247,20712,26451,54133
4,learn english easily,27934,36567,23658,62638,7794,46605,62639,7793,20137,37602,12007,48519,44677,71712,11743
12,Dropdown options in ascending order,13332,60202,64632,5706,67029,23854,30021,67044,21544,43628,67033,42127,31085,2516,63158
42,find your life partner,51595,26305,6172,41132,24655,41127,3308,41131,23006,39324,56168,51594,39323,41126,24653
161,how can i find the best personal servises,3308,34733,66927,39324,49523,12040,5566,52167,38939,28566,42488,27282,63506,28293,33338
296,photography filter,30145,9281,54256,8884,9286,68294,55814,71644,1938,51378,71641,1944,48820,54790,3608
146,privacy policy aceptacion,17719,58620,20727,17729,6268,57359,8707,61078,5711,5458,9047,65882,54297,3023,40617
6,Main screen,21133,61757,18895,7601,70129,12134,67072,5513,18821,15769,26307,3882,8734,18579,18897
443,FAQ YapStone support search button and missing site message,18933,3908,36063,65200,59775,1390,3603,60177,9440,15497,31630,39980,24474,23023,39983
341,location map window with search bar,50060,68846,881,6191,71763,2754,68556,48106,13259,50059,58300,24475,70967,66556,49502
279,Image editing,64836,72051,12304,39619,23897,54397,29904,23883,24206,70414,23892,48076,8884,64625,23378
388,JO-ANN GUI interface,70750,64414,46553,29036,70742,38796,53017,50605,51078,7653,50592,39511,64030,14748,46549
155,Advert for weather reporting,64896,30233,46492,14855,64298,29328,68871,64889,67620,68882,56037,67252,3483,28693,52738
246,Settings for network usuage-bahaviour-history,69613,61366,15420,13555,71194,15416,34414,53005,15989,11868,53013,15995,10585,49664,7226
373,camera purchase reviews for beginners,35030,3514,68670,50535,3512,39964,31173,27131,49136,13140,3499,31393,50285,21950,40065
3,list of data with image and details,65494,62041,35126,40100,14968,40126,69247,21146,15038,57139,66980,15043,38175,48414,49259
305,search bar with various categories of GIFs,56672,2474,49639,6132,2471,9978,23446,69659,9970,54032,6294,49641,32308,6293,34836
441,search for works in  a map,24475,16658,70756,881,26765,7084,13259,26768,2754,49502,2418,13160,56256,65117,61043
31,search bar with  list of application with its image,62732,35109,23394,16486,17489,17349,68436,18218,19229,61569,18219,39488,17331,47772,54278
65,blood glucose tracker side bar,4689,47498,39596,64939,57507,39600,51782,8520,39603,4503,34125,69142,37821,5816,68962
48,Post results with postings,43764,47315,50099,29704,11129,42434,3966,7197,42466,17091,55948,42462,43793,55951,42455
41,sharing hair care tips through various mediums,25412,4539,50410,25413,6724,35607,32489,70956,44233,52045,6722,35605,4544,554,36879
198,Close Button and Image Grid with Image card and Plus Icon overlay,61164,44250,44767,2020,44254,2739,2026,44255,63601,19303,55316,50792,64833,55312,34615
137,"Setting of notification with label, time, when and days",71513,53969,68160,49449,4847,36181,54057,53970,43706,15362,37807,37135,7866,49496,20541
224,veggie medley salad recipe with nutrition and serving information,60972,37170,37163,59010,38678,15017,917,38674,7770,6391,15261,37167,30369,10366,37166
450,four tabs with calander,15604,1693,66237,2230,1862,59312,34139,1839,52136,57316,2391,51763,34136,2470,63307
190,Registration for the services,34649,8555,2751,53797,30984,10263,13165,47312,19399,25789,8761,57744,70927,70151,70150
215,share prompt  for a fitness app,8251,15139,19453,61616,13176,52993,18465,28567,52982,18460,17726,36424,63472,57917,61871
317,"Filter settings for choosing price range, number of beds and baths",51323,10690,65001,27692,68027,50515,65000,2839,71427,64993,34423,64989,27833,16889,3089
9,learning app,17323,7280,39479,57051,54359,19210,48798,31174,60473,62636,13650,57057,11416,41547,28478
150,table with information about controls on foot,48488,8991,30577,39871,28764,18440,43505,3436,67360,49808,25500,19837,43504,49703,19833
141,Weather app,70428,57771,29800,10685,53657,57080,66596,9828,16846,52326,45822,41740,14236,50612,68258
149,loading page of happy hours,8183,2412,37486,13149,71265,43181,64337,43758,2541,21232,43756,1894,55653,40093,7424
379,search bar with result list showing song preview image and name,29897,41218,14454,60646,71635,10758,27124,28540,10753,19996,18218,68996,70944,71634,32097
265,Tennis championships players ranking,71460,28209,7230,10566,2738,56086,10568,62992,40212,71729,43135,7234,5476,44250,47151
86,blood test with data entry and unit selection,57505,47504,15987,39287,70706,28106,37821,41107,26562,37822,31788,53187,64939,61736,45392
321,bloomberg,281,5472,280,61198,5467,278,42287,42280,64727,52035,5457,2,49462,24218,3
46,Translation with results,35986,55484,4458,14567,41113,4464,9892,8962,42434,4456,49552,42466,35378,4463,42462
249,search bar with add a favorite,14439,57528,18218,30305,17489,27429,56670,69278,56001,20766,69265,33458,62460,69261,28957
270,Music Album,12812,20553,56492,33277,51139,25081,3962,5757,29709,54772,33517,29708,54771,33514,29706
76,"feedback request, whether you like it, with options yes or feedback and emojis",41581,31800,56895,31832,17556,37569,16326,434,53376,63986,39468,50202,3306,26955,37485
67,Travel with ease with tracking,13696,3195,13700,24523,68599,64884,66999,10501,21922,27322,10500,47837,49682,3116,44782
213,search page of dolphin.com,69383,56898,23574,65019,1288,2134,68039,12855,2139,43756,26958,71632,18492,26957,2142
15,prompt to add a suite to  Wishlist,15673,42437,23814,19435,22905,8002,24208,61379,64344,52156,37672,19453,52164,12039,23301
380,home page of dictionary with word of day,71905,58237,27819,71902,61337,30659,61348,11593,35619,71913,8146,2265,61322,61346,28481
18,unknown album playlist,64413,17486,12816,27053,58309,5209,18450,27041,34334,44031,18219,55481,56746,18218,56492
288,maternity scheduler with timetable,63515,49645,32524,63519,63516,32522,36340,41818,4848,35268,63978,54271,5296,4501,24947
240,map display the error of voice recognization,23318,23110,45241,4868,70808,36775,58016,35930,52513,197,37796,46500,21854,37795,799
6,how can i change this settings,9231,51755,50167,48984,44478,71334,44296,30612,9070,16041,49079,50168,9229,19448,42289
307,Search bar with a text and a page showing no results,42453,28549,42463,62134,62977,42450,28546,35781,42451,45706,47772,14775,14777,63241,14778
304,shopping list app,59834,55542,68402,38078,23925,59831,30125,12673,53722,30126,52107,7333,52903,52602,70137
23,Information screen to add a tabatas in a tabatas list app,61110,12573,66979,46524,10622,41333,8653,71653,29729,57846,41306,67334,43988,66025,29727
245,"login screen, landing page",29481,45869,34487,48089,11744,34490,34489,60546,15891,29664,60537,34486,69952,34491,15886
18,UI for reminder notes,22492,22502,49748,49756,22490,48722,24870,13728,22210,40348,69899,48720,7636,44224,2341
287,e-commerce for online selling and buying,56464,63307,14553,36528,63312,32815,56472,40128,34509,33326,50039,32819,33329,19382,42733
375,Options menu,19704,45954,51704,14932,28685,33003,34569,28684,54292,30122,33006,59360,29945,3648,599
89,Card with image and text with link button,42781,13556,61236,34482,18768,28223,33358,34444,28224,65909,28005,29911,46981,65671,29913
252,reader's view of an article of Time,36171,10660,50327,48907,28611,13012,67984,28605,2850,36173,47798,2856,16495,47795,6289
338,sign up page for a dating application,69989,58538,69985,60175,7738,44594,43181,12125,24311,26878,54561,29796,50639,71406,44025
135,Forum app to meet people and join discussions,12206,12289,13867,47918,5958,13866,42828,13864,13858,42832,28008,13857,54335,42067,23952
283,"News with result list showing items such as Bitcoin Magazine, CoinDesk",41246,3665,10758,56954,69237,10753,16814,47908,12952,53710,58461,70938,16508,4972,70944
411,countdown timer with a list of options,11489,44181,71547,47249,12651,71549,17912,28868,18992,57319,37257,18991,56799,37254,57316
105,select location,1549,6843,19978,34928,41371,50626,17341,48546,51084,66445,38703,45408,17342,2363,43184
104,search job locations in desired place,67048,67038,60781,67037,18886,30809,67033,24624,43558,67042,48679,10610,67049,10755,173
127,dropdown for country and text box for contact number with number only keyboard,28246,29668,70516,35658,63960,71885,43040,8630,70518,28243,46855,6059,12738,67049,33193
151,Weekday digest for meal planning,5267,4834,29388,29391,4316,66527,27993,4842,66532,66544,4833,29390,5260,18204,66542
144,T20 Cricket Live Chat,51475,10564,50485,54913,10580,26951,57469,20310,15461,55444,24124,28867,40792,26815,3436
242,2D graph with a point and its dimensions,54498,10148,28616,54506,18785,2183,54503,51884,20334,28171,10143,20329,28178,10159,44202
60,sharing files service,54398,54595,60454,27857,3439,40237,15066,8992,48522,27877,40240,40239,66875,43312,47054
409,Job feed for online job posting,67046,2788,53048,18886,60783,70728,60782,67048,68495,38319,67030,59379,49054,67037,18818
82,Text window wth search tool,23514,23516,7370,27508,23520,36620,23517,70631,66868,27511,56490,41804,44779,23524,21833
324,List of notifications,19438,47699,52149,33611,460,36414,66562,37926,47279,61308,24329,5951,30880,38291,28108
196,"App for Journey from one place to another , booking the seats",27924,44379,30809,39817,44317,43558,60379,44305,47107,39813,44322,34033,18824,49516,2084
231,"research of specific year, month, and day",48465,70232,39820,3405,18462,39822,49619,1125,23430,49616,70469,39818,61156,20264,39826
102,translation from chinese to english with favorites word storage,31190,14568,35988,35619,14572,39007,39799,16369,26142,4390,35175,48413,5586,16372,35614
248,"Settings with account, alert frequency and alert type",55621,235,49231,12154,11062,16128,55246,1669,70810,55623,35727,55242,71096,233,18949
276,my net diary with many options,59229,12109,39099,18030,8367,22830,36671,8366,63734,22502,8329,22828,39243,8349,18020
96,Country picker,21347,5864,61437,67243,42394,44312,3044,59097,65818,20135,32170,71258,26280,54758,37446
393,sharing privacy settings,60480,26656,3772,17719,1061,54297,68749,36042,16170,8707,3439,14590,57359,32521,16169
383,the best calculator,18384,34181,16989,13615,14230,13613,18385,60470,33326,54528,16991,33329,13616,38846,12040
105,search bar with audio upload feature,62871,28635,66994,187,28636,59105,56686,56593,66993,4287,14581,66984,38024,5437,49520
200,sign-in with Google account with less information,27982,65084,29729,49403,20913,15665,53685,41982,38429,8920,20914,6880,25035,20908,67334
46,"Filter Nav bar with Search icon, Cart, product name, product image, product rating and Menu",36855,39425,32431,44824,58380,14715,36856,44819,4068,36858,44829,32420,4621,44841,27120
151,Listing the items with attractive images,26127,69275,63633,64996,69265,69261,16893,69278,69277,64989,69260,40943,69274,69255,24220
123,Inbox design and themes,10194,2009,10869,10205,23075,65449,32306,3343,25845,26712,17249,36323,26710,55207,58861
342,google map with details,63614,2209,12388,30410,42723,881,66555,53736,2754,66563,16910,13259,56275,16913,24475
207,Add blocker,7561,13588,13585,63749,13586,13589,10300,61379,13587,44155,67798,65325,44157,61378,13583
132,login screen,16241,14615,29481,35225,26827,47741,140,50487,71940,22542,21042,65903,15939,38655,1552
142,Find a barber,20497,71572,45287,2852,261,30275,60456,20503,40793,7897,47492,65456,62393,45793,62390
7,Different Language choice keypad,32389,8976,6738,32383,8975,32384,50948,60557,5816,19767,3432,70977,68329,8977,65888
43,camera notification message,8982,14188,22353,71513,70963,70961,3427,70964,51276,2132,66562,31272,60264,41191,1628
244,Calendar with monthly layout for promotions,34139,31126,44316,35037,58049,47788,13692,14112,34136,57316,31128,47780,47789,16016,396
127,see game history,28029,8133,51965,60048,14887,36871,8143,32015,7687,51978,69195,4258,8134,12278,128
232,Menu should be in ascending order to make more friendly,21013,54808,21544,71818,18265,60650,32975,64370,63158,19426,6262,60653,69000,22480,60652
26,List of chapers with name and status,60143,65802,1528,14520,65812,66602,14531,65817,54240,22290,1354,66601,60140,65801,21622
19,photo viewer,21844,6607,14944,22998,53621,66813,37209,6753,66811,22996,53619,45812,37221,4246,56333
10,us immigration news,5547,69137,43051,10234,20574,68811,11352,47804,1565,38166,20719,68814,19576,13186,68816
88,Weather Forecast,66039,37109,58406,33310,37010,68877,48178,33705,53658,28199,16738,58409,32457,58873,51336
78,create notifications,30880,46303,19442,66562,42533,45527,9903,9584,4146,6859,54585,38627,71206,61902,18461
8,"app settings with permissions, notifications, phone numbers and about",25878,13711,58088,50149,22812,58203,36132,47738,68324,9155,61615,32635,9162,2596,3813
437,loading screen on app,61380,70576,51234,46800,10118,15768,46524,71183,34723,46520,71184,1755,26827,71185,21246
262,infrormation screen about unavailble service,18821,45675,1378,7601,45673,55808,60459,2779,5122,40885,45676,68292,22111,45678,45674
83,GPS Location finder,45408,35696,4182,19771,20879,71761,26,27683,29737,20997,20966,42174,65774,27688,58296
266,alarm to organize my work,61409,32231,59549,1877,32230,7397,41897,56060,66744,1199,65781,2423,57386,52816,39501
237,"Search bar with a searching function and entries like home, weather, traffic, radar, closings & delays",61564,33209,26852,50265,37417,33718,64313,66177,55690,26934,66546,31781,54051,26447,11031
35,most viewed report of the week,9227,36373,42640,51270,36371,35242,40108,70116,9233,17083,10215,57971,17087,10212,68826
452,in shape water schedule by date,57452,40226,41151,53844,70621,44145,53093,12251,50674,30501,6011,71979,42266,71456,8241
116,elementary podcast British council,61462,38804,37195,27472,26372,37194,27471,38801,30013,8767,38789,29986,29980,3555,38243
22,live breaking news video with another top stories article and video,68523,3316,71210,68818,13965,37498,3318,3319,63264,68527,3322,803,16087,3314,37502
461,expandable side menu,71643,13142,39596,24722,18291,39600,49304,59930,39603,55728,59605,8684,20869,20872,68962
228,voice changer with many buttons,22429,16132,65590,32898,45162,61201,53403,45160,43372,38432,55271,31727,27391,16137,45489
238,video show of a tattoo,28986,70825,28430,28979,23419,37740,60587,46962,37741,28985,70826,71210,26675,51375,63264
220,Overview of a holiday room with pictures and features,44256,63616,46702,36666,52914,46706,27544,24046,36101,55539,63615,46690,25989,63612,46708
1,ecommerce portal homescreen with search bar and frequently used option,25580,34969,19707,63764,48757,34569,56732,49184,67673,21991,48741,49336,21988,22823,49332
45,login screen,16241,14615,29481,35225,26827,47741,140,50487,71940,22542,21042,65903,15939,38655,1552
49,Menu with menu options,1686,61125,65542,14932,28684,51704,56432,28685,33003,60970,33635,54292,70043,26963,59360
345,Body care products,63384,31810,53546,58748,28739,45731,63387,28737,4447,58273,51773,35997,1397,60568,42521
180,word levels,23247,18097,45690,35547,34279,35614,19209,29261,11674,61828,29265,37849,57067,29258,66404
77,bottom menu,71833,56955,71838,57888,58520,42101,37168,56969,71836,71841,56957,5013,37174,4745,58002
254,privacy policy with types of collected information,42361,50303,11824,44917,11497,48989,35661,12607,60480,51365,62560,48852,21336,65805,20727
98,Chinese emergency words in English,3269,35602,18467,53829,35168,27410,65231,35175,51295,69660,22326,61340,39799,44910,61318
382,"Text reading,search bar, ads, and share",53034,69215,9970,24462,61380,49611,42996,47356,59347,60646,43335,48717,53058,69278,48723
284,recognizing plants by picture,57658,38848,46286,5788,23967,3328,16348,22913,30447,38115,28810,66136,67460,19667,2678
357,newsfeed with articles and image,63845,47758,22381,11350,30626,12033,53442,55579,44059,48035,30627,60516,46056,54755,37303
188,"DealNews application with sign in, feedback, top deals and categories",42809,27519,64305,21334,23210,36415,32324,23211,63441,57643,38396,67491,42820,23204,18829
259,informations about Grace Chan,27807,37841,62879,66725,37844,36565,39317,61853,1080,61860,9196,29515,61851,37857,43064
292,income and expenses reports,64802,26056,7386,43716,64189,53341,60328,27544,43700,48013,31134,43696,43708,67411,35892
371,lists,44158,44358,60555,44156,66408,59621,22980,71270,32462,44359,10296,50307,27555,38992,54593
17,expandable side menu,71643,13142,39596,24722,18291,39600,49304,59930,39603,55728,59605,8684,20869,20872,68962
269,spin and win rewards app,31605,60945,49554,1482,20976,61949,13302,25111,20506,7459,20860,8551,59454,25597,57651
332,channels overview,25989,48426,44253,9553,35358,37609,59545,48736,48754,61463,48856,44256,61465,69562,59542
397,shopping lists app with ability to share,22980,44359,59831,4186,59825,21282,54595,14116,55532,62277,38077,10423,6911,55540,65018
254,song with the artist picture and pause button,33282,707,711,54781,63179,71490,44134,33277,70393,33276,29617,68915,54782,29194,1969
256,meet peopple feature me women selfies,3526,53258,49013,58901,50097,28265,46560,12288,38382,22034,12290,12291,12292,50094,38384
406,A list of Games,15609,36523,60058,5423,55857,3029,1851,47748,60056,8150,39955,61333,8149,8146,1525
63,search bar that include the dish and resturent name,925,5256,9970,59016,56512,41325,60965,56514,10371,921,5258,2510,912,56498,45597
48,pop up menu,33273,52107,56749,65570,72152,56778,38098,49232,40304,33280,57773,41586,65680,37287,14372
125,playlists overview with favorites and playlistis names,30635,5683,27544,30633,29618,5907,58693,23631,25989,65682,21100,44253,52900,21095,48754
320,information with get started,14095,22315,29608,31608,20946,46294,62350,2599,69286,50963,47921,529,29729,20913,7964
99,Details listed with all the Major Satellites,24927,10806,5409,75,53048,20850,49586,53052,49259,50600,47607,64846,67230,9470,2584
223,keypad dialer theme,12738,41268,12740,41266,62582,70112,4625,46778,62365,52024,49301,51494,18053,8976,19862
425,search coffee with location,27250,2707,50635,19348,7081,15613,53737,18449,47031,66329,44819,15615,19347,6937,12142
51,Web advertising for online shop,31705,6918,66247,1187,61747,14300,56464,6938,56472,60650,23316,291,31703,25048,9506
290,various emojis,17567,38349,46156,6854,3479,13442,87,38363,38291,71,2524,70498,37295,70500,27867
174,rent a car,3260,24460,48087,3255,63125,19643,58003,10982,15574,71429,29337,8272,37095,24458,8262
247,Units to measure volume,69031,56401,51404,9744,12523,27766,33988,63963,28445,18495,27770,4455,28437,23556,4457
83,choose a location,20305,45408,2665,34314,2360,71375,12036,53787,13255,47609,26284,43184,58885,16212,8655
66,creating profile with  email using username email id and password,71558,10221,60077,49238,39194,62256,14438,69010,65775,43615,59738,20728,39480,101,69560
261,open garden forum,23952,17672,22911,57814,17675,13866,13857,566,13858,57811,17679,42828,57812,561,42832
256,News with videos,70829,68818,70826,56755,12991,70822,70830,70388,70825,68527,68811,54133,63467,41705,31774
271,picture of a robot with explanations,65253,51062,3328,66735,5211,30447,62205,5214,66136,6071,5212,2678,66736,60026,19654
231,Login Scren of an app,31776,35702,16241,22253,64133,30102,35225,55885,71940,15939,11649,65903,1552,3265,20151
243,a news with a share icon,56809,4704,58969,39585,25861,16045,18160,54918,58970,52282,65203,27704,36320,35325,54133
63,food tutorial apps with background music,13649,32130,58005,30408,45092,17235,71255,27045,57146,13072,38358,48312,26981,21630,30403
26,Android application typical notification window,17326,71550,14494,7864,38927,14492,27821,14188,6881,4133,22892,61626,61163,58467,51615
278,Booking a lounge at the airport,31877,2071,21125,50008,67286,21349,50011,42155,11099,21453,70595,44801,41328,42154,21123
391,overview of livestream shows,37188,30014,25989,55272,15062,44256,37195,29999,9553,55277,15063,6798,37194,4185,55539
436,language learning app,47658,39950,12748,62636,39948,32529,31053,37839,9105,71570,7294,62717,45874,11744,45851
335,flag and find locations,43987,9344,34679,61111,48679,40438,56278,43309,1743,35305,46998,55949,56006,35517,13063
73,Chinese dating app describing its features,32441,44280,43181,23448,11649,27558,66461,57244,64058,40768,26875,4669,7126,35981,44899
170,Navigation and settings panel,16047,22115,45587,58969,15541,22113,66149,8594,3868,16050,63929,28883,57271,30845,24716
166,Yalla shoot app,662,16244,159,64608,163,11152,25138,161,67998,25141,16254,19583,21297,16245,64150
420,down nearby picks,22258,40204,50216,3740,21153,67203,69276,67770,62952,69253,21154,42012,42641,68626,36790
61,a news and an advertisement,10809,7755,1565,64701,30096,43051,37006,51334,68814,68882,7758,68816,68886,51338,1570
40,Most demanded news and article,11352,37324,16503,15775,279,2850,15776,42732,2856,41495,37326,36173,7959,42757,67984
86,shopping categories,16665,55533,64305,44776,53496,4188,50900,27118,8052,50892,34847,21282,66325,53727,4183
197,Mobile UI for settings page,33788,66435,39571,46352,59362,65007,31437,47363,12162,33792,69847,40354,67556,25978,18857
2,today storms updates,60693,71700,27993,20461,13752,27988,58873,10041,13984,20473,54315,62677,58881,70890,29528
