id,query,gui_index_1,gui_index_2,gui_index_3,gui_index_4,gui_index_5,gui_index_6,gui_index_7,gui_index_8,gui_index_9,gui_index_10,gui_index_11,gui_index_12,gui_index_13,gui_index_14,gui_index_15
140,video editor,18234,63264,64836,26415,27481,13339,37560,27482,14191,34997,60343,60347,27485,27478,53012
229,"buy item, image recorder, ads",40061,71653,40672,20534,35378,40673,14408,1189,52570,40670,71650,35376,35375,14414,759
80,web advertising for an app with continue and skip button,1942,29751,44916,53920,49433,63601,16713,62579,63599,64591,19838,12865,46524,20882,61236
189,Collapsible and Expandable List with Navigation bar and Fix Header,3183,30076,30075,30078,70696,22727,22725,24519,43045,24722,24072,20872,4853,18296,20873
275,Mobile Bible Reader Application,12789,61392,13003,55590,45806,13010,59341,45805,12997,13004,61822,50327,13012,61391,13001
333,Japanese anime books and ads,50541,26793,24714,14601,22204,22216,14602,57552,40153,40156,54888,24712,57208,1616,45340
427,food and restaurants list,66329,31527,48955,20765,6730,48948,40847,30295,42034,60614,64586,60609,60611,69607,60613
372,downloading the image with brief dscription,68091,65502,22321,41416,65500,39244,18687,68811,68818,26122,68814,1871,487,68816,42715
8,top world news,5167,17016,54133,68865,13190,20714,68874,52844,17024,68765,45532,71379,24930,55604,51825
81,Model Selection,4616,24027,24037,24042,30037,24048,45159,3856,68730,24036,23601,40998,24038,3294,13200
366,Search with search results,52196,42462,42466,14771,42455,42434,14777,65192,42453,14775,42450,42463,14778,14769,28539
246,Settings menu,1217,22567,9236,9231,11062,1380,33395,235,13555,27506,38342,51265,2669,234,36132
59,selecting different devices,39281,43361,58541,1042,4366,4934,60557,44889,65656,15546,14110,57288,65638,42929,8749
57,Microsoft corp with stock,30461,34629,23701,58967,40606,69182,5176,5196,63167,16051,18111,5192,47803,30460,18106
112,latest keypad themes,21480,42980,54715,43322,20858,3441,12738,18565,12740,4625,41268,41266,62582,70112,34258
233,PitchLab,27641,27642,2,27641,72218,3,24197,4,24207,5,24206,6,24205,7,24204
241,feedback bar in PayNearMe,53870,53867,53872,36415,53866,59334,18829,49670,44144,34573,48964,17063,10959,48966,9978
150,"search bar with results in Science, Textbook Solutions and Online Tuition",42111,26314,58433,42100,58439,42434,61910,9963,42466,9954,9965,42455,9434,60206,42462
76,cheese,64438,42425,34872,48383,44867,7926,48390,50074,21276,23369,65086,21257,24747,34583,42420
298,cell phone storage structure,62027,34809,34813,45790,38042,34805,36577,26909,25318,2707,42926,10052,15567,40143,33942
248,"book reader with ""Become a Member"" button",40696,40690,1078,13003,40693,52623,13010,36925,52619,12997,69503,13004,13012,40932,50327
123,weather application screen's side menu,51829,4748,22096,31367,19225,31368,58147,17344,31373,4825,39486,10932,20721,68438,39604
130,Trivago-Threats of pandemic and climate change an 'opportunity' to enhance local travel,33084,51881,31390,30099,56158,37266,53799,42925,21922,63143,40104,47837,56168,56106,61594
110,podcast episode screen with download option,47138,37192,37186,37189,37191,37193,3560,37196,3558,26032,3553,3568,5073,500,3552
33,information description with login button,13352,32639,63601,69952,42470,63599,30879,54897,12865,5593,71511,61236,61528,49652,29177
227,Menu for a music player app with ten different buttons,71867,31293,13662,65682,43239,17779,23240,43238,17777,20499,17787,42202,61924,38811,42193
349,select which sports news to appear,18949,49896,57889,7134,36556,57896,1565,36557,25066,1575,39920,8775,16515,39919,54133
51,"search bar with shopping categories, discount advertisement and account maintenance",833,22741,35904,2362,64426,51361,7334,22744,69527,42815,22748,8170,42810,22736,55532
64,News with detail,39546,25199,25209,25205,25201,25206,17803,5600,34978,34980,5595,34982,17797,30356,34983
4,learn english easily,23185,36571,7537,8116,54363,60375,7797,36568,51295,25018,30924,28481,3269,12006,51148
12,Dropdown options in ascending order,71586,60196,19732,48009,46017,26453,20776,46249,22917,55037,63752,4065,70807,67049,56425
42,find your life partner,24661,50879,46644,50889,60225,50887,57681,60229,5384,22644,60233,5387,48881,60217,6181
161,how can i find the best personal servises,56562,15665,49365,32392,51846,2783,38516,20173,57264,24523,4225,33326,49187,51838,33329
296,photography filter,8879,41787,67997,1357,28993,5130,29005,9982,18537,30143,57842,55417,30142,44776,54263
146,privacy policy aceptacion,2076,42361,68681,48989,66512,56471,17720,3525,44388,24278,11824,37511,68749,7049,60480
6,Main screen,68694,25322,6156,63907,16479,6157,45674,61366,18902,49331,31436,23202,21131,26311,18898
443,FAQ YapStone support search button and missing site message,36059,62509,35525,39754,1384,24246,19137,10225,57102,58550,95,24247,29072,71900,29068
341,location map window with search bar,25717,29111,19585,25192,25788,60991,58552,46881,2757,25181,48101,24472,44955,19113,49500
279,Image editing,24881,59531,4885,27484,28277,7810,13600,28282,51704,32308,47171,50598,4285,72050,24726
388,JO-ANN GUI interface,46803,6140,70744,64029,29033,53012,64031,38807,3176,45631,15805,50588,70847,64025,50599
155,Advert for weather reporting,43850,64300,64301,64299,64295,64304,64302,64296,20528,69770,8496,64901,46768,25857,69782
246,Settings for network usuage-bahaviour-history,19860,5629,22820,66490,18607,34410,56050,11874,22816,52265,11871,34956,16391,54608,15421
373,camera purchase reviews for beginners,8601,3515,4351,31771,40061,44825,13183,3502,40876,51720,3513,44840,2916,3500,56736
3,list of data with image and details,25117,67187,38578,64639,67164,45546,19446,33635,7795,25188,33637,7794,46308,5850,5833
305,search bar with various categories of GIFs,57835,69657,64303,32312,41261,64305,32324,53941,22645,16665,6979,4205,3617,12384,54531
441,search for works in  a map,39682,3876,52816,52817,65720,68903,4218,14986,60544,56275,57934,60543,66555,6923,62605
31,search bar with  list of application with its image,61954,18491,51615,37789,21770,9978,64021,28177,9970,7271,22109,61377,26930,21772,68456
65,blood glucose tracker side bar,47499,47500,47501,71582,47505,5803,71580,47502,8684,70705,47504,58148,4688,47503,58146
48,Post results with postings,29061,68044,41172,68039,68048,1588,20490,68050,7694,2330,17180,7702,51282,43933,26823
41,sharing hair care tips through various mediums,71288,71286,71287,555,34700,55986,28739,4205,57917,20072,28737,62888,54219,34690,65519
198,Close Button and Image Grid with Image card and Plus Icon overlay,41568,43989,657,6210,49973,65685,12865,49962,40055,11258,62683,59538,63599,40692,33166
137,"Setting of notification with label, time, when and days",22867,60660,58560,51263,36176,54841,65308,37550,52329,65302,35074,51276,24478,37808,36177
224,veggie medley salad recipe with nutrition and serving information,70042,5255,6394,14279,30136,36779,60443,5258,36784,59019,37164,15016,70041,38680,34646
450,four tabs with calander,15688,57334,59078,35130,2390,60166,35133,50318,60162,35129,2465,60158,35128,5977,42245
190,Registration for the services,11918,2960,59799,2217,70874,58764,58517,8544,71588,60995,41242,68057,49498,49281,880
215,share prompt  for a fitness app,53967,43801,15614,40150,43747,4776,23410,19456,23814,29021,23301,8002,18350,17724,64344
317,"Filter settings for choosing price range, number of beds and baths",42503,68029,63632,2843,2834,71793,17097,71796,71794,3095,64980,65924,50510,64988,2832
9,learning app,28141,31170,39477,60569,13654,28365,35826,41539,35469,11744,48783,54361,47658,58940,39480
150,table with information about controls on foot,60323,52847,11194,14296,29890,71977,66978,34621,12213,53085,34606,8235,19602,28765,65727
141,Weather app,36651,58293,19805,50636,20581,68875,22854,37286,66455,66586,32452,41747,58510,55617,63435
149,loading page of happy hours,26963,26964,26962,26961,26965,44001,43751,32311,19447,47448,62260,22942,1483,21545,10095
379,search bar with result list showing song preview image and name,67905,48966,59094,47194,19076,70393,28701,48970,14448,67999,27146,55480,50230,41201,55483
265,Tennis championships players ranking,43130,43131,49613,63812,43141,10578,61534,43142,49604,3526,49610,55567,51475,42378,40209
86,blood test with data entry and unit selection,25151,47501,25028,70705,47503,36432,28111,47499,36434,1845,41104,19249,1841,41116,45400
321,bloomberg,49462,52034,52036,43825,57044,17918,37325,5471,32363,37324,5469,279,37326,5473,5470
46,Translation with results,16357,18755,35988,31190,26142,39007,4453,8966,2975,14573,26139,14569,35989,23163,6992
249,search bar with add a favorite,30002,18215,11480,22611,47772,9978,62466,18224,9970,19113,21772,25074,23445,21770,23265
270,Music Album,4973,53910,54963,44135,54960,29732,48996,51138,37392,27053,5364,54962,12816,12829,54959
76,"feedback request, whether you like it, with options yes or feedback and emojis",4707,52143,36415,34573,41681,59334,10959,55267,18829,13359,7076,44144,57478,43597,17063
67,Travel with ease with tracking,7899,17322,49188,60784,31634,49189,9520,13706,13718,46620,13697,13698,44785,13720,13713
213,search page of dolphin.com,7152,65007,65015,13000,60536,53442,26422,40429,53438,26423,40428,2131,65008,11266,2144
15,prompt to add a suite to  Wishlist,18297,35722,19450,42448,4776,42459,16198,32507,42467,42440,71143,15614,33090,42438,16383
380,home page of dictionary with word of day,16110,58240,45665,61345,61333,63971,28511,7799,63973,61344,48413,2266,61339,61315,35614
18,unknown album playlist,39515,23337,63946,29732,23338,4971,47456,17488,45113,53010,55480,37392,39516,55483,58693
288,maternity scheduler with timetable,14230,38216,63421,63523,48832,63423,63420,49895,63431,63422,63417,63427,26061,63425,32523
240,map display the error of voice recognization,9246,1745,28403,21848,7767,56734,66788,46502,52514,18968,46506,57998,18969,46517,53790
6,how can i change this settings,52964,196,40104,21592,27622,57092,32842,66658,71326,9222,66660,61980,43302,20781,51943
307,Search bar with a text and a page showing no results,67718,28539,59094,61555,28547,42434,60642,71646,42466,60646,4972,42455,14771,28540,42462
304,shopping list app,922,4780,8170,4186,941,55532,10423,37712,69527,19345,35575,4188,4183,8052,21282
23,Information screen to add a tabatas in a tabatas list app,49331,39356,49329,38506,39361,39360,1186,49328,49330,32143,37261,38614,40525,31797,6022
245,"login screen, landing page",879,48088,34492,65254,58600,36516,51164,60547,67145,25091,60536,26980,18830,2918,39137
18,UI for reminder notes,4413,8015,49750,55536,69847,49751,39237,70904,36055,4685,22570,27338,4692,46399,36054
287,e-commerce for online selling and buying,70937,40117,40109,50985,28649,37169,40800,9293,14986,59102,40799,58090,43007,28274,58084
375,Options menu,34240,2274,2270,32998,32997,45959,19707,45956,66489,67673,33637,18535,65542,61125,45962
89,Card with image and text with link button,51118,29187,28220,11258,29194,2221,63601,29189,2218,63599,26169,2219,12865,44128,65621
252,reader's view of an article of Time,50666,5178,13003,1562,10656,13010,16502,42291,13001,16503,9919,12997,1558,66369,13004
338,sign up page for a dating application,23576,23577,60172,26879,16268,49940,69995,23573,22963,24568,38934,33484,28655,38933,21795
135,Forum app to meet people and join discussions,70594,31768,24101,12266,48507,24100,38233,2313,24096,1561,2312,1572,69519,2318,14548
283,"News with result list showing items such as Bitcoin Magazine, CoinDesk",34473,47906,34466,61823,47904,21279,57260,34469,59094,3656,18448,47907,45647,62384,35047
411,countdown timer with a list of options,57318,16718,57598,57597,16710,57596,57595,16707,16854,11282,16722,16855,11285,11490,11286
105,select location,69822,62430,42717,11838,47609,43962,58885,44635,34174,38311,68856,35314,34314,37976,32505
104,search job locations in desired place,38323,53062,35958,67030,34346,43323,35951,53063,35949,67029,67032,10748,67044,67046,35956
127,dropdown for country and text box for contact number with number only keyboard,33194,16395,20776,26453,63535,32634,32633,43406,67198,19767,54578,67201,27553,42573,44049
151,Weekday digest for meal planning,6044,66530,14114,5270,48742,5262,5265,48751,5264,66538,3450,66540,27988,15688,5256
144,T20 Cricket Live Chat,61947,13598,45418,9604,32590,24119,45417,55033,24123,7903,64148,68422,7912,64146,59099
242,2D graph with a point and its dimensions,61057,68768,67823,675,68770,30502,54502,68827,34041,54499,64823,2182,54501,12651,36669
60,sharing files service,53377,55986,57917,8526,62888,47520,36879,50410,47515,47059,32616,27860,603,16581,38026
409,Job feed for online job posting,38318,26244,35958,35951,30559,35949,35956,30551,43323,67032,10748,60781,60780,26798,67038
82,Text window wth search tool,71819,23519,19585,36058,27515,4120,29111,23522,66870,16190,27510,14494,27517,27513,14492
324,List of notifications,47119,5979,18967,34918,20104,15673,42436,42754,59318,15680,36410,71206,4133,2589,40120
196,"App for Journey from one place to another , booking the seats",43369,44318,27677,44301,18832,21125,44309,46765,11099,44325,44326,56552,21123,64372,59860
231,"research of specific year, month, and day",3390,70474,51219,51270,6801,8113,12646,46174,8106,45667,16556,46576,15373,30513,61994
102,translation from chinese to english with favorites word storage,35168,16356,14569,6177,14567,25318,28481,14573,33942,2975,7126,63971,8966,4455,63973
248,"Settings with account, alert frequency and alert type",38321,36208,70529,37293,38341,37292,71099,234,12145,12152,16884,68846,37288,58300,57780
276,my net diary with many options,8337,22500,30158,22831,19739,30161,22493,22586,34196,34200,8370,34193,42408,7108,30157
96,Country picker,68533,7953,7952,64589,1073,18086,56867,23207,1777,18637,47152,2368,22903,47489,57115
393,sharing privacy settings,38969,51704,55986,48989,48391,57917,62888,36044,50410,17729,9155,36879,17720,16899,68681
383,the best calculator,69034,39794,20602,20594,49397,67409,46604,13351,35283,8899,53648,16992,61050,34179,16993
105,search bar with audio upload feature,33471,29063,66226,20933,55581,66227,20927,447,66229,13455,56594,22181,20931,22335,22182
200,sign-in with Google account with less information,48180,46637,6858,56173,20910,31145,6878,14895,66979,61868,40784,41333,63501,22425,6022
46,"Filter Nav bar with Search icon, Cart, product name, product image, product rating and Menu",17175,43494,32426,32422,54122,44828,71623,39398,44818,44826,7596,4069,44844,43495,27125
151,Listing the items with attractive images,9267,69280,67583,51324,69254,69273,67579,4243,69267,4238,69257,63630,26133,40947,69258
123,Inbox design and themes,12059,24564,34258,30774,44006,30754,28238,36406,28274,32325,49028,42923,66721,36715,36412
342,google map with details,12353,13254,52816,52817,57641,4218,2543,13257,7084,56256,2210,70756,63609,2211,60544
207,Add blocker,56729,26488,26485,63747,26486,15954,8628,8627,17881,8629,44154,26489,63748,26487,15953
132,login screen,43412,18830,69548,6309,3758,141,6364,52932,20071,31776,59208,42005,30102,18832,39998
142,Find a barber,71571,47495,65461,34290,45791,66927,60450,71574,38939,20494,71573,1227,2847,71575,1224
7,Different Language choice keypad,45339,42980,54715,3441,43322,12740,12738,41268,41266,4625,62582,57308,8986,70112,51560
43,camera notification message,42512,16080,4351,62977,43317,39964,71550,69480,31393,63255,70965,54834,63250,19597,40065
244,Calendar with monthly layout for promotions,64069,55466,65193,35130,57379,33572,38988,43868,35129,61609,31130,35133,57886,31125,35128
127,see game history,56089,60051,68666,8147,60064,1851,8149,15603,15609,8150,8137,36526,8139,31910,70277
232,Menu should be in ascending order to make more friendly,64028,19732,48009,55037,60196,46017,70807,60202,56425,5706,46249,4065,63752,68289,42127
26,List of chapers with name and status,64519,71555,63413,18070,21623,20700,32239,32246,63411,54236,49880,1530,24757,46458,5113
19,photo viewer,31048,26125,50872,22827,42957,12629,61005,42724,4132,61003,6610,56331,61006,6604,40262
10,us immigration news,18726,69138,54133,16380,69141,71379,16378,69140,68818,43259,69147,16515,54193,69142,50469
88,Weather Forecast,7725,13975,64366,21890,13964,64368,42799,14854,48060,42796,3313,48056,42797,49057,52347
78,create notifications,52979,61308,35910,6881,13571,38633,18967,11093,38622,5979,51133,38623,42436,61909,38630
8,"app settings with permissions, notifications, phone numbers and about",46075,41678,22078,21043,26487,62315,71845,46076,41134,72151,41675,51218,35580,38186,18967
437,loading screen on app,50768,66722,2541,19447,26881,44001,23980,67205,22942,17743,59079,37486,43181,19213,1894
262,infrormation screen about unavailble service,17620,2487,60454,40239,23305,48522,40235,45672,40237,40240,22520,49778,40238,45677,68297
83,GPS Location finder,39575,45551,5224,24979,22012,15459,68856,20880,71763,19772,5036,5034,19777,20882,9001
266,alarm to organize my work,61177,60784,70077,4399,48845,70076,20279,16065,33699,1869,48832,37140,61405,32234,48851
237,"Search bar with a searching function and entries like home, weather, traffic, radar, closings & delays",37419,61241,7472,50261,66173,65140,33723,66183,55433,50260,61243,46107,66557,51517,65136
35,most viewed report of the week,47628,11636,29712,19869,48013,36372,37760,48018,39648,37759,57795,44247,48465,67407,35252
452,in shape water schedule by date,30327,30331,70412,36340,67459,70413,53091,30326,66925,5768,64175,52341,58336,14498,61950
116,elementary podcast British council,58308,7544,64410,38803,64407,38797,38792,23339,37187,66266,38791,37190,36502,3565,37188
22,live breaking news video with another top stories article and video,5235,35015,56755,10809,26446,37740,68520,30709,28430,24015,49053,37741,32890,5238,16808
461,expandable side menu,14215,57646,22727,22725,55726,5803,30834,20873,58148,4853,61704,69142,24072,55729,58146
228,voice changer with many buttons,45268,60021,52822,18567,52821,7077,61544,60026,46993,64422,9246,38430,44680,52823,61197
238,video show of a tattoo,51384,60584,60585,26674,60588,46964,28983,21751,60581,31044,70830,12687,21753,63467,56755
220,Overview of a holiday room with pictures and features,41847,69221,53107,10428,24047,53803,55540,69219,46701,55542,2078,8522,44253,65190,53100
1,ecommerce portal homescreen with search bar and frequently used option,53479,21772,49207,46524,61857,42137,46520,49872,19704,50044,48758,48755,33666,48737,48738
45,login screen,45861,18830,69548,6309,3758,141,6364,52932,20071,31776,59208,42005,30102,18832,39998
49,Menu with menu options,40960,2274,2270,32998,32997,45959,14226,45956,66489,25400,33637,18535,25403,33906,45962
345,Body care products,20162,54219,53541,48131,31812,53547,2853,31801,53543,2849,31802,53542,58745,31807,53548
180,word levels,36189,4252,4250,4256,41729,63971,12117,54699,63973,57064,36191,48413,23179,54891,2266
77,bottom menu,47832,66396,71846,37173,28942,71825,55414,67723,71832,37165,67724,71843,19203,58009,71827
254,privacy policy with types of collected information,8453,8017,41333,67334,32518,68681,17729,11203,56471,10834,47400,44388,66512,8573,37511
98,Chinese emergency words in English,27561,61338,61344,6177,27562,17686,14786,30056,30057,28481,44907,53400,33519,69873,27413
382,"Text reading,search bar, ads, and share",29775,41683,34387,45838,47772,59344,60642,952,35477,65018,64848,34383,31242,8205,9978
284,recognizing plants by picture,49102,7126,69105,36259,38113,44847,36253,70010,618,36260,66976,5873,36258,57813,38591
357,newsfeed with articles and image,67353,17966,17959,17960,17961,42145,22059,32213,10777,68523,55572,8214,68520,53266,34318
188,"DealNews application with sign in, feedback, top deals and categories",38384,38403,38405,42834,38395,38401,18531,1205,6933,52134,38392,12667,42833,38391,64303
259,informations about Grace Chan,17255,64769,30994,30990,37862,5302,70405,37837,37842,50993,64762,39318,545,37852,29521
292,income and expenses reports,26054,35872,48869,8305,48866,20843,8463,49399,8462,67407,55790,35878,67405,35874,49566
371,lists,5436,7883,65018,7893,33090,62892,62277,54594,38078,60564,60428,60566,44159,60416,52998
17,expandable side menu,12792,57646,22727,22725,55726,5803,30834,20873,58148,4853,61704,69142,24072,55729,58146
269,spin and win rewards app,47945,24687,56401,15888,17545,62141,31606,17535,24589,31604,9027,20783,1481,8550,57648
332,channels overview,62180,31521,16240,27544,31514,11506,8522,59073,26030,5907,59077,55542,55540,31518,10428
397,shopping lists app with ability to share,4783,4780,38078,59834,10427,8170,60557,12673,19345,7893,44358,8052,4183,54594,69527
254,song with the artist picture and pause button,45243,33275,55480,33281,33273,55483,23295,33280,54783,12817,33283,27043,23291,71492,68928
256,meet peopple feature me women selfies,50320,20673,66994,58906,25923,66993,58911,25925,66984,12289,5986,49520,51928,5984,49525
406,A list of Games,1309,38404,60048,8137,60051,8133,51975,15747,60064,36526,38388,61346,15603,47756,60062
63,search bar that include the dish and resturent name,4793,68399,68400,68401,56513,40981,60970,56507,56510,1686,25071,7099,70043,5267,9978
48,pop up menu,19063,5883,62738,56761,9810,32771,9030,72161,10281,23272,72155,14378,9025,72168,14374
125,playlists overview with favorites and playlistis names,44035,19104,69441,66163,23636,8522,17623,5676,55542,30630,19085,10428,17621,23644,55540
320,information with get started,52301,37874,34506,24763,54965,10818,9134,37873,41620,60784,37878,21312,65171,8291,57544
99,Details listed with all the Major Satellites,42375,13884,24956,8024,47227,15605,42370,5959,42371,66,53039,2585,24952,53040,21877
223,keypad dialer theme,40339,25987,10290,11769,65798,10298,44866,10303,42980,68016,61889,54715,43322,65820,3441
425,search coffee with location,2696,2703,6918,2502,49193,6938,57262,13540,49192,23775,2705,28541,27246,6932,50622
51,Web advertising for online shop,43530,60571,14553,14878,28366,39575,6305,35811,36809,14879,35461,34244,42733,65101,36806
290,various emojis,62124,39106,11942,26243,19767,2800,4205,33202,13607,64948,38355,22928,35349,61714,10909
174,rent a car,32444,24465,32248,42621,24466,11854,58009,10990,11855,57996,24459,8273,36056,68630,8261
247,Units to measure volume,72081,51269,37824,34109,58021,63961,8356,7507,61233,51363,136,53244,5257,48076,39976
83,choose a location,40965,8609,50835,11838,58770,35887,57308,53783,21302,2363,44882,55896,38311,37643,28757
66,creating profile with  email using username email id and password,40816,40817,25007,51629,12733,36431,43386,35682,37452,47181,2835,36418,49245,29074,3141
261,open garden forum,17677,562,22907,24096,568,24100,24101,565,1572,1561,567,14548,69519,17668,13867
256,News with videos,18890,68813,12989,4291,60884,51198,12995,68261,68259,68520,68262,68260,68523,60885,12992
271,picture of a robot with explanations,25996,9579,69105,55879,37638,44847,51001,5208,618,5873,51354,38591,51353,65592,46286
231,Login Scren of an app,25425,18556,69548,6309,27869,20071,6364,41124,42005,29481,41118,39998,141,18010,47741
243,a news with a share icon,21244,36557,6210,62683,49898,16050,28421,49907,58968,25863,49905,16047,25860,42095,10164
63,food tutorial apps with background music,61223,26861,5948,19778,35213,5941,2954,47191,5937,2951,49485,57909,13073,52770,58017
26,Android application typical notification window,52436,23226,21697,70206,47861,19585,7866,17231,29111,27815,32234,54834,30662,17213,51276
278,Booking a lounge at the airport,57682,18824,70593,44807,1376,70596,47107,33787,49677,27677,19324,27959,21446,20767,49684
391,overview of livestream shows,24998,10922,41716,8770,48736,8522,48754,68971,55542,1045,27544,10428,44253,5907,55540
436,language learning app,27741,60569,28365,35826,35469,54361,2947,58940,6738,12746,7280,31874,17323,37847,31170
335,flag and find locations,51158,63218,56011,65485,44453,65709,23080,43024,173,65483,69800,43076,23081,40444,35309
73,Chinese dating app describing its features,56919,69873,60172,26879,31025,24568,3911,29625,30057,55745,32212,11745,31124,23447,62458
170,Navigation and settings panel,4895,12977,52616,65774,67417,22112,70759,26015,22110,42526,49306,71117,66147,26303,4856
166,Yalla shoot app,54720,146,155,9810,145,151,40821,147,157,20879,16247,64422,44745,148,16242
420,down nearby picks,31953,31969,69266,41693,31955,69270,31964,40197,61556,69264,56093,61554,48252,56082,65194
61,a news and an advertisement,56632,7745,54133,65048,60725,71379,26746,10078,68818,13837,7743,16515,68871,10090,68811
40,Most demanded news and article,7762,56390,1562,47797,56393,16502,7957,29144,36171,5184,56396,48907,20344,56394,1558
86,shopping categories,37710,53722,69527,64303,22741,8170,8467,64426,55532,4186,53484,10423,42803,44359,19345
197,Mobile UI for settings page,64671,39238,40348,39237,39239,40346,7653,39241,40349,24785,68647,15312,41623,2189,12167
2,today storms updates,69974,66541,1095,55051,37413,64157,52327,11823,58349,10384,50705,23714,59150,50715,1090
