id,query,ranked_guis
204,Startup screen with login & sign up options and a logo,"[18535, 16269, 69839, 53273, 13921, 20517, 41917, 17834, 45525, 64136, 31096, 4138, 25927, 64133, 60313, 13161, 37176, 2433, 21042, 26097, 63045, 34650, 19458, 67741, 47741, 6608, 53796, 40127, 25782, 5817, 53946]"
250,settings to adjust,"[22351, 65783, 32842, 21592, 50593, 9222, 1042, 16041, 37448, 65290, 9231, 9229, 60550, 49079, 18560, 3534, 9219, 2437, 46784, 48984, 55811, 58705, 39624, 17794, 17796, 9236, 8878, 46543, 35185, 11371, 6007]"
300,a panel app window with its points,"[30837, 56420, 30855, 29111, 19585, 36620, 25089, 30846, 14492, 44775, 44773, 27510, 44242, 44779, 44780, 7604, 43126, 61952, 44701, 13074, 61957, 52283, 44236, 27517, 2381, 29220, 23514, 23520, 18825, 34144, 25084]"
197,expense manager,"[36872, 12883, 67397, 12876, 12860, 12873, 8463, 67408, 67404, 67407, 67405, 12877, 12880, 26054, 35873, 8462, 67410, 64621, 43708, 43696, 35872, 64934, 36880, 69576, 49566, 49086, 35518, 64636, 8305, 46674, 48868]"
125,Months of a year from January to November with a radio button to choose,"[68559, 58891, 56733, 57327, 22588, 48591, 64533, 11640, 11642, 56729, 50014, 13752, 67710, 54552, 29137, 54370, 31627, 51750, 51752, 70646, 16585, 70642, 21621, 49459, 58262, 58332, 7970, 58258, 54058, 58337, 15298]"
88,informative list contents,"[49771, 65532, 45105, 1867, 34388, 65523, 1870, 65528, 65529, 55590, 49867, 65522, 14545, 34373, 14551, 19421, 70936, 59349, 8522, 1378, 16575, 14540, 15497, 35672, 6408, 49766, 25140, 39365, 38224, 65502, 53447]"
417,Gallery app with thumbnails overview,"[5161, 57709, 57719, 57714, 34874, 30954, 64951, 19638, 64957, 6964, 56544, 13610, 58199, 15273, 42999, 15268, 26776, 52542, 17791, 16222, 62664, 39081, 24356, 20587, 17795, 29215, 1557, 32823, 17806, 62871, 45705]"
136,A guy picture on a social network,"[16391, 31183, 31184, 34410, 46286, 17848, 26880, 25133, 28831, 44847, 7632, 34603, 21682, 16384, 64211, 59811, 4289, 66372, 16669, 46806, 19650, 618, 19662, 5873, 25141, 31853, 25138, 34414, 53060, 12099, 46313]"
319,page that display the questions  with options,"[50275, 4500, 7518, 59469, 59478, 59473, 44431, 50286, 54286, 4505, 7519, 44436, 32498, 6888, 52310, 63986, 65908, 49337, 52303, 13174, 59472, 38224, 32504, 47002, 38230, 32797, 15514, 38231, 47001, 68952, 30849]"
454,Advertisment of FedEx,"[57904, 57901, 57897, 57907, 57898, 57899, 57903, 10569, 64610, 39664, 45256, 68224, 57900, 68629, 33753, 14416, 28977]"
47,Fashion dressing ideas with image overview,"[9802, 9800, 9798, 9797, 55542, 10428, 55540, 6405, 9799, 8522, 9511, 52945, 37690, 52947, 37676, 6428, 37674, 9499, 34396, 44940, 28568, 52948, 56782, 52946, 28735, 9371, 9077, 44253, 44256, 37688, 9800]"
29,search bar with list of computer accessories categories,"[66328, 38404, 24158, 50895, 15865, 66325, 38388, 1148, 22733, 46361, 22726, 9040, 15876, 9286, 9281, 16665, 19677, 8593, 8599, 32424, 40668, 18528, 57643, 42803, 64305, 50900, 45757, 12632, 50892, 24556, 50895]"
90,Menstrual calendar with body temperature,"[14252, 36575, 16983, 22879, 42316, 14248, 16986, 22876, 22869, 22874, 22881, 22890, 22886, 22884, 59590, 60084, 63726, 11638, 49430, 33640, 11323, 22883, 1733, 63728, 27331, 70641, 23119, 22868, 51264, 14253, 28339]"
26,Genesis + Book + Android,"[45340, 43288, 62592, 22200, 22202, 29549, 3909, 3912, 6383, 27400, 16684, 6389, 28508, 63039, 45335, 22213, 22225, 53502, 45333, 29546, 3914, 3910, 5660, 5229, 22322, 3913, 61349, 63707, 34374, 22319, 32448]"
75,best food recipes,"[70329, 21272, 8167, 8047, 14275, 40847, 56496, 56509, 56498, 42422, 43417, 43424, 14226, 17378, 56501, 59013, 59008, 51042, 51045, 51037, 31439, 60444, 51052, 10057, 11978, 8346, 67324, 38725, 38065, 12406, 45732]"
5,Selection of Doctor's Specialization,"[24069, 24079, 2847, 24076, 24074, 24067, 65902, 65898, 65904, 71752, 65907, 41119, 24078, 9138, 31803, 9132, 9140, 9131, 63577, 46564, 44437, 45512, 38147, 29155, 29159, 55978, 65895, 43220, 31800, 51743, 34401]"
298,music,"[58946, 3352, 3351, 47865, 70533, 36221, 58955, 70553, 70546, 58954, 21909, 70548, 70547, 3348, 58956, 36222, 70539, 65894, 36218, 70544, 5368, 58945, 21904, 15479, 70538, 53793, 28728, 17784, 17782, 58944, 1506]"
384,Product description and shipping information,"[19446, 30790, 30794, 4143, 20518, 45521, 4621, 40100, 45733, 30793, 4556, 61478, 62761, 46766, 5955, 52607, 32420, 2097, 42438, 3145, 52604, 3130, 3133, 23871, 36855, 15861, 65919, 32427, 32426, 7012, 4151]"
63,"option bar, multiple preview of data","[18491, 22109, 64639, 30729, 10097, 2748, 16222, 39081, 62664, 24356, 66130, 28701, 6950, 4858, 26301, 4972, 49303, 23226, 27146, 15539, 44603, 44605, 63746, 48476, 51704, 19863, 43525, 8205, 13547, 13967, 23868]"
179,"tourist app, discover world places, countries and cities","[35839, 9717, 9718, 53349, 54556, 35849, 54548, 54555, 40902, 29905, 9740, 35845, 52330, 61515, 10215, 35838, 35846, 9733, 14594, 9716, 62895, 2366, 59781, 19259, 63024, 20442, 68969, 61972, 66552, 70193, 5728]"
36,bookmark,"[41408, 57786, 61381, 38945, 23769, 2471, 37308, 2474, 60130, 64925, 28617, 54010, 32768, 41414, 11951, 22208, 62742, 56739, 46383, 224, 40780, 9990, 41365, 13828, 65294, 1235, 7689, 46388, 18448, 6569, 9332]"
272,add location by pinning the place,"[40686, 30809, 10610, 61696, 18975, 43558, 45909, 53393, 61692, 3924, 43193, 59525, 50631, 43184, 50625, 9914, 62872, 1469, 52126, 32832, 28124, 8574, 66559, 3920, 52054, 58770, 49668, 28150, 28931, 52330, 17342]"
168,"Expandable List item and Bottom Nav bar with Live, history, Stat, Check No. and More Items","[39561, 57289, 66142, 57280, 65240, 39563, 39551, 57274, 25280, 54259, 12265, 54249, 6005, 67362, 12215, 39861, 58855, 57276, 71973, 66671, 67357, 39550, 53092, 53075, 39555, 57272, 12261, 67017, 54254, 12263, 26913]"
80,Information with detailed explanation text of fitness exercises and a corresponding graphic,"[44132, 12659, 31807, 31810, 12655, 30839, 55881, 24724, 16658, 61960, 9531, 52316, 43257, 35271, 9532, 32398, 3383, 45882, 5672, 61231, 63042, 64937, 9533, 9524, 42949, 11745, 8351, 23410, 41644, 55879, 42594]"
21,near  important places,"[62895, 52330, 66553, 66552, 52126, 12189, 31685, 40678, 62260, 12394, 61696, 69000, 15689, 26920, 40679, 56168, 28912, 28918, 12929, 34217, 62877, 65777, 20147, 18975, 40680, 21730, 47302, 40687, 5504, 53787, 33755]"
416,login page,"[29481, 69548, 6309, 20071, 16241, 6364, 22253, 65674, 31776, 15939, 141, 39998, 35225, 47741, 30102, 1552, 33123, 140, 30879, 24026, 22542, 1911, 26661, 69952, 65903, 71940, 16667, 1067, 49378, 43412, 54204]"
91,"weather details with temperature, pressure and relative humidity","[53167, 66930, 58875, 32859, 65452, 46540, 63695, 33215, 28760, 68010, 51071, 36325, 54919, 25852, 35327, 26022, 28349, 29312, 66541, 37413, 34317, 50258, 68462, 5881, 42255, 54533, 42261, 19285, 58869, 42252, 682]"
164,Overview over own accounts and the amount of money on them,"[27544, 16817, 38960, 42283, 8522, 34834, 31133, 43707, 24648, 16825, 24649, 27547, 8305, 26056, 31134, 43705, 49407, 43703, 64803, 35879, 31126, 35877, 44253, 43704, 44256, 43700, 16826, 4366, 27106, 44960, 13111]"
1,application submission screen for successfully submitted application,"[3384, 42944, 19858, 19857, 42954, 17348, 19226, 19228, 51615, 65388, 19231, 58170, 71687, 22967, 17346, 51513, 22621, 71690, 58360, 38718, 25042, 65386, 41955, 50717, 71688, 20463, 64315, 23393, 58172, 24697, 53044]"
275,summery  of a questionnaire,"[60571, 28366, 35811, 35461, 54360, 58942, 35466, 54361, 60569, 35469, 28365, 35826, 42098, 43556, 42112, 51784, 43243, 43247, 51775, 43249, 58940, 2886, 51783, 4699, 28768, 58274, 51781, 43248, 59660, 4697, 41735]"
117,Media with no search results,"[14771, 42466, 61555, 42462, 14778, 14775, 42455, 42434, 14777, 42453, 15336, 42463, 42450, 42451, 14769, 28539, 42442, 42447, 13816, 28546, 71742, 42458, 20890, 14772, 14767, 14774, 44443, 45706, 60642, 33825, 32286]"
453,turkish car sales website,"[14023, 1170, 59825, 31124, 4863, 43041, 64633, 11850, 59841, 50019, 51359, 11851, 13922, 24157, 10544, 65961, 48474, 10541, 13924, 17138, 65946, 65952, 10550, 11845, 10542, 21485, 14020, 30624, 59842, 12452, 24320]"
8,shopping app with item weight description,"[4183, 4186, 8337, 30125, 123, 19345, 23918, 59836, 33929, 35127, 70137, 130, 59834, 27126, 69527, 16952, 58709, 8170, 8052, 68508, 69521, 58830, 55532, 122, 68397, 36246, 10423, 6041, 25180, 70149, 20618]"
305,strike count threshold with disabling  feature and limits ranging from 1 to 50,"[14578, 62782, 31392, 44053, 31984, 46841, 70820, 62776, 62781, 62780, 6769, 50593, 32262, 14581, 37606, 68511, 8096, 42469, 42546, 22730, 14588, 35501, 10227, 69351, 30907, 64595, 50020, 23763, 43212, 67637, 62782]"
205,choise of interest,"[9290, 9292, 31261, 31253, 41176, 62106, 1627, 62104, 10113, 31256, 66380, 9286, 9281, 18383, 64828, 31258, 64832, 64827, 8400, 31263, 4296, 52548, 64825, 60003, 58048, 64841, 64824, 64831, 58053, 2194, 5725]"
85,open with notification with paly store or browser,"[15596, 65995, 51903, 69445, 69446, 17431, 53915, 55550, 40665, 42940, 55544, 34656, 35781, 61506, 65994, 18456, 44949, 63613, 25174, 71045, 71046, 3797, 56075, 32474, 1931, 69452, 69456, 52910, 24153, 55545, 28811]"
152,directory for saving contact information of various establishments,"[48955, 48948, 35661, 67334, 41333, 21336, 38051, 16295, 47400, 37295, 56053, 48946, 52048, 13702, 11807, 1943, 57685, 10834, 51365, 25035, 44917, 24891, 46705, 42936, 61852, 32143, 19647, 61110, 57846, 40525, 61559]"
260,Chinese salad recipes,"[6394, 70038, 60444, 10068, 14279, 10064, 60972, 59014, 43431, 917, 25399, 10057, 9266, 52069, 59013, 59008, 25400, 25403, 921, 32475, 910, 52082, 59019, 6391, 59015, 8047, 70043, 12408, 70041, 909, 6394]"
116,weight loss foods blog,"[3415, 8365, 3414, 8346, 44868, 8363, 31693, 216, 8339, 6048, 60614, 41578, 41583, 130, 118, 34128, 132, 60611, 60613, 8334, 23090, 35118, 60609, 8360, 70149, 70145, 40229, 53251, 135, 6041, 68510]"
211,Libary list with the united states of america,"[55643, 49284, 13657, 70758, 10206, 61437, 11521, 39937, 39943, 10192, 71081, 24973, 50269, 25944, 25055, 33446, 7029, 8209, 2385, 23873, 13883, 64212, 53345, 43182, 42113, 29333, 63830, 14544, 68377, 28454, 39940]"
226,pop up ads,"[62738, 56761, 9025, 32771, 1972, 70509, 9810, 53672, 14378, 13681, 66937, 43239, 5067, 66936, 48070, 66935, 56778, 66940, 43238, 14374, 56749, 58599, 47348, 67086, 24092, 67091, 33114, 33120, 47722, 67090, 28890]"
49,Mobile Home Screen Background,"[54984, 52770, 28763, 15531, 20593, 33733, 67266, 13947, 1812, 43272, 45674, 39093, 26861, 46396, 60550, 24788, 56623, 19865, 34607, 54734, 12107, 24865, 27569, 70742, 64414, 19864, 4396, 64025, 43237, 27956, 31772]"
74,"Shop for Men's,Women's and Kids","[53487, 3526, 55910, 22034, 19033, 17860, 3507, 23941, 53544, 53540, 12421, 12424, 24213, 33044, 34549, 26569, 48135, 41444, 41445, 4326, 65353, 47756, 25929, 3976, 53484, 1138, 47743, 26093, 47748, 47765, 34152]"
24,"create, search or download anime girls images","[24768, 57208, 31678, 24769, 6254, 40153, 53221, 65, 57209, 8860, 10274, 19079, 67650, 8858, 41986, 25266, 8851, 39588, 67648, 40156, 57210, 21298, 6968, 21299, 21295, 39955, 36279, 19081, 6979, 25213, 31677]"
54,celebrity news,"[8198, 13837, 68818, 68814, 68816, 1570, 54133, 68811, 39166, 35531, 62374, 35532, 47131, 10232, 60112, 1565, 10228, 71451, 16515, 62373, 55715, 10571, 1219, 10233, 17875, 25066, 51819, 51830, 49896, 36556, 41197]"
285,screen with sample movies and information on recording with SnapMovie,"[19996, 37885, 65335, 35355, 65050, 37882, 37883, 65944, 17186, 6132, 8858, 33939, 4963, 50159, 3366, 68394, 65045, 35372, 65046, 3434, 71650, 35373, 26236, 29107, 65053, 38898, 14676, 29195, 63175, 8860, 19996]"
365,Ui for user profile,"[39237, 40348, 41623, 49799, 2835, 24785, 10203, 10217, 7740, 7653, 62147, 38089, 48355, 16523, 3546, 29008, 33535, 33537, 42191, 33544, 44966, 44974, 68474, 33540, 40920, 44967, 39571, 41625, 37665, 39241, 34040]"
109,sports news overview,"[27544, 8522, 55540, 55542, 10428, 25989, 5907, 44253, 48754, 44256, 55539, 9553, 55534, 21900, 44805, 48736, 44257, 42949, 57054, 48040, 29934, 6798, 10234, 57889, 28166, 4185, 46169, 17803, 68865, 68874, 21660]"
3,home appliances,"[30791, 68770, 52944, 51323, 3784, 30793, 59601, 23920, 17689, 8599, 8593, 7650, 23921, 66977, 22746, 45757, 27828, 32433, 66975, 8590, 66328, 66325, 19677, 21494, 9285, 52943, 22721, 64428, 53541, 22738, 53473]"
7,"diaper-magen with style, color and texture","[64210, 64203, 48112, 54211, 50983, 69720, 47173, 1959, 6671, 50030, 26169, 47174, 63261, 50869, 54375, 64681, 64529, 72138, 72139, 59417, 59135, 65513, 55357, 39096, 64181, 68809, 72143, 56454, 28162, 24599, 37086]"
187,File explorer with recently accessed image files sorted chronologically,"[5634, 27857, 55080, 48733, 54738, 18782, 51541, 67971, 47520, 47515, 25311, 18786, 5029, 11869, 41367, 35202, 18781, 603, 27860, 19506, 6964, 3652, 53284, 53377, 41457, 67973, 34311, 45031, 6213, 27858, 52282]"
324,Sending Email to Selected Recipient's,"[35287, 35288, 64858, 52796, 35286, 35285, 56893, 67139, 62150, 58569, 25007, 23860, 48806, 69560, 58058, 61906, 37452, 61893, 51594, 64857, 32292, 30938, 68659, 33548, 61895, 24004, 41643, 42243, 38363, 24001, 40342]"
54,Information with sharing and saving option,"[62888, 36879, 50410, 55986, 33303, 25982, 57917, 38513, 67334, 65304, 7260, 56004, 3772, 47400, 15066, 8920, 9517, 8095, 41333, 13990, 30854, 70291, 31530, 30838, 24727, 10834, 109, 110, 30678, 34569, 53446]"
457,Management,"[71743, 10430, 31741, 10425, 1389, 55535, 24167, 55533, 37986, 63783, 39770, 24628, 42698, 43736, 24631, 63779, 34345, 40077, 26056, 38329, 40221, 6873, 56795, 30318, 50218, 39885, 41242, 52054, 28766, 6855, 62831]"
27,Navigation Drawer,"[50130, 62913, 62920, 47887, 18426, 18420, 18427, 33818, 18428, 8594, 15537, 62915, 33039, 50039, 65146, 66337, 65774, 70766, 13953, 54254, 43526, 67975, 35248, 35259, 24722, 15541, 70778, 72183, 70768, 26252, 33826]"
60,page not found report with search bar and recent posts,"[68039, 23126, 38234, 37760, 68272, 23144, 38224, 37759, 68044, 23135, 31770, 38231, 29068, 59478, 63239, 53438, 38230, 60642, 20061, 38337, 53442, 23141, 55078, 23139, 23128, 36413, 1588, 60646, 23136, 8850, 10135]"
126,android news website,"[69658, 43061, 14880, 33440, 14879, 25465, 16515, 14878, 45838, 44568, 25433, 44567, 33436, 23996, 17231, 5456, 33438, 33441, 40068, 10794, 33210, 41506, 67561, 51079, 47616, 34628, 34329, 15497, 67559, 35395, 13860]"
198,"SOY LUNA MUSICA-Disney Channel Latin America, all shows and broadcast musical TV series","[37237, 37235, 37236, 37233, 37232, 56991, 37238, 42232, 9015, 56998, 57002, 56985, 57001, 56994, 56999, 56990, 56993, 14375, 35205, 3994, 68925, 51173, 46562, 31614, 3992, 51177, 14372, 3996, 17304, 10069, 37235]"
462,"Menu bar with change platform, home, squad builder, consumables, tax calculator, TOTW and about","[26330, 34181, 67408, 44839, 11453, 22487, 67409, 71622, 45602, 45564, 43501, 16819, 16825, 11462, 26334, 26333, 37361, 55347, 6938, 36145, 45562, 27551, 36149, 34576, 49397, 17921, 45595, 17926, 8972, 39417, 26337]"
32,Pop up share area of an online shop,"[62738, 39575, 56464, 25974, 38736, 42733, 14300, 34695, 9505, 38737, 10478, 32771, 70966, 56761, 49362, 6932, 63781, 6937, 25975, 2502, 59841, 6303, 66331, 59825, 66474, 63784, 6302, 6911, 6305, 41298, 26099]"
19,UI for share and add location screen,"[39237, 40348, 41623, 7653, 12162, 41625, 40346, 49233, 18958, 15505, 12147, 49794, 68963, 49309, 63954, 49127, 49123, 68079, 21635, 57514, 26747, 24785, 67791, 724, 68979, 49802, 25718, 31426, 68097, 59788, 22076]"
221,pay screen for adding money into a paytm account,"[36056, 38960, 11454, 11460, 66606, 66605, 36052, 38784, 44468, 44120, 20952, 44117, 42404, 28529, 31145, 999, 20848, 32386, 60327, 68989, 44471, 63931, 49407, 43707, 32248, 20941, 53607, 63920, 48806, 24518, 1102]"
68,Healthy Food options to add in daily Plan,"[55222, 29389, 66527, 66538, 66544, 8334, 29386, 3413, 66532, 40226, 8342, 35118, 8338, 23779, 66540, 7993, 50338, 8346, 50339, 37646, 66542, 58474, 34133, 8328, 14226, 69523, 66530, 8365, 208, 32494, 30133]"
141,a screen with information about particular app,"[32143, 61110, 40525, 8653, 57846, 43988, 25421, 47400, 62563, 25035, 49433, 1194, 38506, 41333, 61010, 4964, 62560, 67334, 3013, 57345, 11807, 62561, 50603, 30839, 53685, 29729, 24593, 1186, 24724, 56053, 3951]"
12,Hushed-Login this app......you enter a new world of foods,"[8365, 8346, 60614, 44868, 60613, 60611, 60609, 8363, 56659, 8339, 5254, 8347, 59843, 31693, 70145, 8345, 6827, 32480, 31441, 59831, 66329, 59824, 66151, 42421, 60568, 6395, 11417, 10064, 8333, 10070, 34202]"
375,Using our advanced ovulation calculator online is the most reliable way of knowing your ovulation date,"[16989, 16992, 16993, 16987, 22879, 1733, 16982, 16983, 1732, 16991, 61983, 1729, 16984, 16990, 22892, 20676, 16986, 69900, 61118, 61115, 22870, 11323, 20689, 44013, 20680, 4514, 42316, 4531, 44016, 4522, 16992]"
203,flight preferences San Francisco to New York and search tickets button,"[1373, 1735, 43373, 1739, 50010, 52414, 2719, 21124, 39343, 42153, 47105, 43355, 34825, 19243, 27488, 44406, 21126, 21119, 47121, 52231, 44761, 2720, 3033, 50011, 4624, 32884, 64689, 44369, 33790, 70195, 2720]"
430,Period and fertility forecast with cycle length,"[49455, 44016, 4522, 15364, 11644, 44014, 72043, 8101, 44013, 69882, 57145, 22894, 11639, 4517, 28330, 1732, 24950, 22879, 57138, 59134, 3597, 16961, 22870, 20676, 69886, 11323, 29716, 15359, 22891, 12719, 15359]"
299,Map for atms,"[52816, 52817, 4218, 41480, 66555, 56256, 24475, 881, 2754, 13259, 49502, 13160, 61043, 48325, 60544, 70756, 12388, 70772, 13257, 7084, 70779, 70781, 70782, 25787, 70763, 56275, 41482, 24472, 49500, 2757, 66118]"
