Reward,MaxAssignments,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.gui_index,Answer.summary,Approve,Reject
$0.05,1,600,1209600,,,3B837J3LDOWTV1BXAOPEOXGPDFXRSK,AFWTKS209SFQY,Approved,,,179,100% (26/26),100% (26/26),0% (0/0),833,"search bar with shopping categories, discount advertisement and account maintenance",,
$0.05,1,600,1209600,,,3I3WADAZ9Q4PSML660V21R1SO865OO,A5YAOZYSJBF5J,Approved,,,23,100% (20/20),100% (20/20),0% (0/0),9065,Increase (NASDAQ COmp...,,
$0.05,1,600,1209600,,,3TUI152ZZBNTPGX3KQLUN6JBRTIQ1Y,A36COHZCHGHYD3,Approved,,,70,100% (18/18),100% (18/18),0% (0/0),40401,"Registration with email, full name, public username and country",,
$0.05,1,600,1209600,,,3SB4CE2TJVV9S1BF2N9FSF87SQBXAQ,A1QOJGSZEZXSE1,Approved,,,101,100% (21/21),100% (21/21),0% (0/0),29137,"List with image, date time, and title with back button",,
$0.05,1,600,1209600,,,34S6N1K2ZVJT2U24UAGJY70OYCRLH3,A1966JFRA8OWUW,Approved,,,97,100% (9/9),100% (9/9),0% (0/0),66345,"Good Query:""Features well arranged "" Bad Query ""Refer-A-Friend"" Explanation:""Refer a friend""",,
$0.05,1,600,1209600,,,37XITHEISW9DOKM1D2ZE9SC7RCBRCQ,A1CLIAQI9N8YOJ,Approved,,,57,100% (22/22),100% (22/22),0% (0/0),23926,Online clothing markets with best offers,,
$0.05,1,600,1209600,,,35LDD5557A44A2LX07KVBCV5QYMKM9,A26BOJ0O91EIBR,Approved,,,158,100% (21/21),100% (21/21),0% (0/0),52332,Navigation app with setting location and destination,,
$0.05,1,600,1209600,,,3TXWC2NHNZQNR1FBG7PSXCGV7TRS9Y,A12EE9K9VY7XXF,Approved,,,40,100% (28/28),100% (28/28),0% (0/0),58033,Edit entry for daily medical application with number input and shortcuts,,
$0.05,1,600,1209600,,,3WS1NTTKEYCWR2MCAR60X2WNFZ3F0Q,A2TXLKAOJJ9BEK,Approved,,,39,100% (30/30),100% (30/30),0% (0/0),27349,dictionary page  with words shown,,
$0.05,1,600,1209600,,,35LDD5557A44A2LX07KVBCV5QYLKM8,A3G2CWQ5OV8AHE,Approved,,,76,100% (19/19),100% (19/19),0% (0/0),34662,KidControl map with specified location and advertising,,
$0.05,1,600,1209600,,,3GS6S824SQX1NK0E1MIYC2E0IV4NW7,A32ATJF7ZENBWH,Approved,,,68,100% (16/16),100% (16/16),0% (0/0),42932,"""shopping app with special offers and offers&rewards options""",,
$0.05,1,600,1209600,,,37W3JXSD668VZJ4S8OR9TIC7MF8YW8,A1WH1CTOZHV7YR,Approved,,,57,100% (21/21),100% (21/21),0% (0/0),7664,feedback with selection options,,
$0.05,1,600,1209600,,,3OXV7EAXLEQWP1SYSLLF5UHHPCL63A,A8BH4CXKWP6PW,Approved,,,81,100% (21/21),100% (21/21),0% (0/0),23868,"option bar, multiple preview of data",,
$0.05,1,600,1209600,,,3180JW2OT4CBRBU9QN3XTVK6PEWJ5J,A218PYL0KI07IO,Approved,,,21,100% (4/4),100% (4/4),0% (0/0),470,Ticket booking for a trip with planner.,,
$0.05,1,600,1209600,,,386CSBG1OZMOW2Y0QWXBI2ASZ4Z6QD,A1JBSNWSI7VKQO,Approved,,,45,100% (20/20),100% (20/20),0% (0/0),66756,AN android app,,
$0.05,1,600,1209600,,,3GA6AFUKOOOCMQCFO4CJ2L67YQ13H8,A23IXWZNWDLTNT,Approved,,,36,100% (37/37),100% (37/37),0% (0/0),11498,n*ked apartments services,,
$0.05,1,600,1209600,,,3300DTYQT2HS9HRFWEG9UQ25G2MQEH,A3CP44KT0KLT69,Approved,,,41,100% (21/21),100% (21/21),0% (0/0),40809,overview of different categories to choose from,,
$0.05,1,600,1209600,,,32RIADZISS4MUV9ZZCT1G45FL1DS42,A1R6ELRI4GR9XF,Approved,,,59,100% (25/25),100% (25/25),0% (0/0),48592,list with add names and delete No marked,,
$0.05,1,600,1209600,,,3MB8LZR5BFTK4K3C0VJGBZGGQTVLK7,A3NDKVYPTBWPEO,Approved,,,56,100% (21/21),100% (21/21),0% (0/0),31820,Alters with settings and other options.,,
$0.05,1,600,1209600,,,33CID57104TE8MV5FPRHUDZEF79L3W,A34Z73OAWYW014,Approved,,,36,100% (31/31),100% (31/31),0% (0/0),44643,Menu with menu options,,
$0.05,1,600,1209600,,,32KTQ2V7RDFKT626WAT6L3HPF499M3,A1FV1XP2UU0EVH,Approved,,,85,100% (40/40),100% (40/40),0% (0/0),48582,selecting favorites from a list,,
$0.05,1,600,1209600,,,3HFNH7HEMHEQTVN6296XUTNHTI2GQP,A3HN5JOPRIKMNU,Approved,,,30,100% (26/26),100% (26/26),0% (0/0),1939,Side menu bar with quick links,,
$0.05,1,600,1209600,,,3UN61F00HWPSPZDMYSC6VM6XZVQ5RX,A23IXWZNWDLTNT,Approved,,,42,100% (37/37),100% (37/37),0% (0/0),15292,list of contact,,
$0.05,1,600,1209600,,,3Z7VU45IPYH238YU7M47EZVFWW41Z4,A27GOFWHEHV758,Approved,,,49,100% (22/22),100% (22/22),0% (0/0),59907,saved recipes,,
$0.05,1,600,1209600,,,3STRJBFXOWR8NXBH94L7XQQXK6HTKI,A3AFAUMZ4AULZF,Approved,,,37,100% (27/27),100% (27/27),0% (0/0),59815,There should be an option for search and filter,,
$0.05,1,600,1209600,,,3BC8WZX3V3WHUMBKVZP9YNBTRDERRW,A20EIK9C477PTC,Approved,,,13,100% (21/21),100% (21/21),0% (0/0),64438,cheese,,
$0.05,1,600,1209600,,,3W2LOLRXLBFV7IYP5FGCXBPFWLKRK3,A1FV1XP2UU0EVH,Approved,,,21,100% (40/40),100% (40/40),0% (0/0),47832,bottom menu,,
$0.05,1,600,1209600,,,3I3WADAZ9Q4PSML660V21R1SO85O56,A2G11CAPXX5616,Approved,,,34,100% (21/21),100% (21/21),0% (0/0),67126,share button in card design,,
$0.05,1,600,1209600,,,3JZQSN0I3QAT26XXOTV3IUJ3MGSFGT,ASL3NA8PT15JU,Approved,,,44,100% (20/20),100% (20/20),0% (0/0),23362,Buy atlanta falcons jersey,,
$0.05,1,600,1209600,,,3U0SRXB7CD5WFOJS2S8SP36JQGPRN8,A12EE9K9VY7XXF,Approved,,,82,100% (28/28),100% (28/28),0% (0/0),42594,Information with detailed explanation text of fitness exercises and a corresponding graphic,,
$0.05,1,600,1209600,,,308Q0PEVB8DYXNCFBVVETAA8YVPI9W,A1FV1XP2UU0EVH,Approved,,,277,100% (40/40),100% (40/40),0% (0/0),64832,online dating,,
$0.05,1,600,1209600,,,3BXQMRHWKZYIDYQ9ULOXHZ43SPJUMF,A3CUDF4JR3QTS4,Approved,,,22,100% (21/21),100% (21/21),0% (0/0),71819,Text window wth search tool,,
$0.05,1,600,1209600,,,304SM51WA346FUU8ER3OOIBLVTUSB8,A1JBSNWSI7VKQO,Approved,,,22,100% (20/20),100% (20/20),0% (0/0),39575,GPS Location finder,,
$0.05,1,600,1209600,,,37W3JXSD668VZJ4S8OR9TIC7MF8WY6,AE2M19TCQJWI,Approved,,,44,100% (30/30),100% (30/30),0% (0/0),54284,RN Mentor Quiz,,
$0.05,1,600,1209600,,,3SLE99ER0ND3G6GM9JXWKB8OI8UZBK,A3KECU88OW1KNB,Approved,,,26,100% (21/21),100% (21/21),0% (0/0),56402,only few features,,
$0.05,1,600,1209600,,,3SNLUL3WO4NY7G8OU9NIHMPESKTULD,A32ATJF7ZENBWH,Approved,,,88,100% (16/16),100% (16/16),0% (0/0),36012,"""Clothes ordering app """,,
$0.05,1,600,1209600,,,3C8HJ7UOP7UZZXKJ08N5YRJIU7YMZW,A8PRJZR3J6UTF,Approved,,,38,100% (20/20),100% (20/20),0% (0/0),38823,guitar lessons app for left handed people,,
$0.05,1,600,1209600,,,3Y5140Z9DXGJPASMSKRBF0AN3Z7PIY,A1NW9UWTFS14S5,Approved,,,15,100% (28/28),100% (28/28),0% (0/0),53447,informative list contents,,
$0.05,1,600,1209600,,,3X87C8JFV6BTJ0WXX90EJ76KHTVQSI,A1QOJGSZEZXSE1,Approved,,,52,100% (21/21),100% (21/21),0% (0/0),51118,Card with image and text with link button,,
$0.05,1,600,1209600,,,3JMSRU9HQIUKEPNWIDAJ0D1DXU1VEG,ABREXWFU9D3WR,Approved,,,41,100% (15/15),100% (15/15),0% (0/0),61589,sports news with images of the sport person,,
$0.05,1,600,1209600,,,33LK57MYLT52XSXOK5JRA0IOMWGZSL,A373WQWN0DADNL,Approved,,,78,100% (21/21),100% (21/21),0% (0/0),48238,"good: see the kilometers, bad : no place to type start and destination. Expalin: no search option",,
$0.05,1,600,1209600,,,3XCC1ODXDLBHILWKIK09TX1OVRCRQV,A23IXWZNWDLTNT,Approved,,,25,100% (37/37),100% (37/37),0% (0/0),45235,vedio player,,
$0.05,1,600,1209600,,,34BBWHLWHAB99JPN46567UIJWWAWI0,A3CP44KT0KLT69,Approved,,,42,100% (21/21),100% (21/21),0% (0/0),27133,starting screen including picture and time,,
$0.05,1,600,1209600,,,3LS2AMNW5FQEL844QSJ5Z2WJK4SOQJ,A3IP4RARMM3X4A,Approved,,,62,100% (17/17),100% (17/17),0% (0/0),56280,Places to visit in Rome and Paris,,
$0.05,1,600,1209600,,,36ZN444YTRY14AGLDKEWQ05XTUBIOA,A1CLIAQI9N8YOJ,Approved,,,112,100% (22/22),100% (22/22),0% (0/0),56692,weather and forecasting app with weather station selection,,
$0.05,1,600,1209600,,,3W92K5RLWUHKI6U37CHGWJV0K12V5F,A12EE9K9VY7XXF,Approved,,,23,100% (28/28),100% (28/28),0% (0/0),68533,Country picker,,
$0.05,1,600,1209600,,,3ZY8KE4ISJ39BSD1R45JUUQRGXPVQS,A1WH1CTOZHV7YR,Approved,,,69,100% (21/21),100% (21/21),0% (0/0),44177,video review with send as message button,,
$0.05,1,600,1209600,,,3Z7VU45IPYH238YU7M47EZVFWW31Z3,A1250SSIMRQ3JA,Approved,,,74,100% (17/17),100% (17/17),0% (0/0),27561,Chinese emergency words in English,,
$0.05,1,600,1209600,,,3LRLIPTPEQ9381C834UQ2L05WHWKAO,A3NDKVYPTBWPEO,Approved,,,106,100% (21/21),100% (21/21),0% (0/0),42375,Details listed with all the Major Satellites.,,
$0.05,1,600,1209600,,,3X87C8JFV6BTJ0WXX90EJ76KHTVSQK,ASL3NA8PT15JU,Approved,,,34,100% (20/20),100% (20/20),0% (0/0),42538,keep track of my journey,,
$0.05,1,600,1209600,,,3YJ6NA41JBGFKLCSA2CBR1PNGEXJP5,AV5170KNIBKL6,Approved,,,19,100% (21/21),100% (21/21),0% (0/0),64585,select your country,,
$0.05,1,600,1209600,,,34T446B1C0EPOQ22JPGZPWBKIMC0C1,AFWTKS209SFQY,Approved,,,110,100% (26/26),100% (26/26),0% (0/0),35168,translation from chinese to english with favorites word storage,,
$0.05,1,600,1209600,,,3C44YUNSI1P2HZC006Q0O3UABU0DPL,A3KECU88OW1KNB,Approved,,,28,100% (21/21),100% (21/21),0% (0/0),24657,includes promotions,,
$0.05,1,600,1209600,,,3YW4XOSQKQLLH94K1Z5ZX7G0UEOU17,A6KII16FVGPFF,Approved,,,50,100% (24/24),100% (24/24),0% (0/0),19109,moblie locking apps,,
$0.05,1,600,1209600,,,3FE2ERCCZX8TLW3PQF4GZX69F86POT,A1FV1XP2UU0EVH,Approved,,,62,100% (40/40),100% (40/40),0% (0/0),69822,select location,,
$0.05,1,600,1209600,,,3RYC5T2D73TWI9V5I7LKTSBEQVQRP4,A32ATJF7ZENBWH,Approved,,,89,100% (16/16),100% (16/16),0% (0/0),4529,"""Health app for women""",,
$0.05,1,600,1209600,,,3WMOAN2SRBXO8V09BCD2Q0VMBM2VN5,A2TXLKAOJJ9BEK,Approved,,,36,100% (30/30),100% (30/30),0% (0/0),56732,Menu bar of devotionals,,
$0.05,1,600,1209600,,,33PPO7FECVFA0DPWNB0GF6TYPG4IDD,A20EIK9C477PTC,Approved,,,14,100% (21/21),100% (21/21),0% (0/0),14877,books,,
$0.05,1,600,1209600,,,39LNWE0K4UWWHF0I96Q5P6XMBGZUIZ,A3TTSFVAJHM947,Approved,,,71,100% (14/14),100% (14/14),0% (0/0),66815,Sign in with Twitter-allows Twitter users to enjoy the benefits of a registered user account,,
$0.05,1,600,1209600,,,3R8YZBNQ9HI702C59623OGAOUFI7QC,A373WQWN0DADNL,Approved,,,186,100% (21/21),100% (21/21),0% (0/0),8362,"Good query: have next option, bad query: must fill the option, explanation: gender must fill,",,
$0.05,1,600,1209600,,,3RJSC4XJ10U4P5TN4FTRBQ5AQ5Q05T,A3KECU88OW1KNB,Approved,,,54,100% (21/21),100% (21/21),0% (0/0),31202,doesn't have blood group,,
$0.05,1,600,1209600,,,3UWN2HHPUY58G3J5HH8XFDBFCI8SNX,AE2M19TCQJWI,Approved,,,18,100% (30/30),100% (30/30),0% (0/0),16,Video Editor App,,
$0.05,1,600,1209600,,,34Z02EIMISD6A74D5BBPE6BO68BT0C,A6KII16FVGPFF,Approved,,,23,100% (24/24),100% (24/24),0% (0/0),59534,how to start this?,,
$0.05,1,600,1209600,,,3K5TEWLKGVBWUUPIEW0ALSZ5PN8IVC,A373WQWN0DADNL,Approved,,,214,100% (21/21),100% (21/21),0% (0/0),51591,"good query:  see the photos, which date it is taken, Bad query:  select all- shows in different color: Explain: although all photos are selected, but it shows in different color",,
$0.05,1,600,1209600,,,33LK57MYLT52XSXOK5JRA0IOMWGSZE,A34Z73OAWYW014,Approved,,,25,100% (31/31),100% (31/31),0% (0/0),24003,Signup screen with details,,
$0.05,1,600,1209600,,,3IXEICO792J1OIQS70R6N7LFJBXT6D,ASL3NA8PT15JU,Approved,,,56,100% (20/20),100% (20/20),0% (0/0),58308,elementary podcast British council,,
$0.05,1,600,1209600,,,3OWEPKL089CMX5ZDTEAMKMFJP4W7NQ,AFWYEWB3W0ZSB,Approved,,,53,100% (21/21),100% (21/21),0% (0/0),47012,list of books with skip and next button,,
$0.05,1,600,1209600,,,3TDXMTX3CBUBF4AHDOS290J68UI6IA,A5YAOZYSJBF5J,Approved,,,13,100% (20/20),100% (20/20),0% (0/0),55474,List,,
$0.05,1,600,1209600,,,3K9FOBBF2HJLCQOFX8BW3RXKKO0NLE,A8PRJZR3J6UTF,Approved,,,87,100% (20/20),100% (20/20),0% (0/0),2153,music score chart with audio,,
$0.05,1,600,1209600,,,37C0GNLMHF3U7TUVLARRI33TGP9D6E,A1NW9UWTFS14S5,Approved,,,16,100% (28/28),100% (28/28),0% (0/0),67131,Option to agree terms,,
$0.05,1,600,1209600,,,3TEM0PF1Q5XZTI8GJLBA92T23MND0D,A20EIK9C477PTC,Approved,,,35,100% (21/21),100% (21/21),0% (0/0),16522,new articles with videos,,
$0.05,1,600,1209600,,,333U7HK6I9F6VO925TLGR78Y2VTJDQ,A6KII16FVGPFF,Approved,,,32,100% (24/24),100% (24/24),0% (0/0),37816,the best feeding bottles,,
$0.05,1,600,1209600,,,3GD6L00D3SX241ZBSXED6XZ6HSL1MM,A1NW9UWTFS14S5,Approved,,,13,100% (28/28),100% (28/28),0% (0/0),46851,Tutorial for dog training,,
$0.05,1,600,1209600,,,35GMH2SV3EHPO5EZH1O55L75114OE7,A12EE9K9VY7XXF,Approved,,,62,100% (28/28),100% (28/28),0% (0/0),69280,"Search bar with results showing product image, heading and price in a grid",,
$0.05,1,600,1209600,,,3NGI5ARFTT58P4WOKD65N1T1MXW1PI,A1WH1CTOZHV7YR,Approved,,,162,100% (21/21),100% (21/21),0% (0/0),44035,playlists overview with favorites and playlistis names,,
$0.05,1,600,1209600,,,3E4GGUZ1T8RE3YH4QP1BW3H7KT4K2H,A1966JFRA8OWUW,Approved,,,211,100% (9/9),100% (9/9),0% (0/0),25521,"Good Query: ""Has all relevant functionality  "" Bad Query: ""Image is blurry"" Explanation: ""The image should be visible to the buyer""",,
$0.05,1,600,1209600,,,37ZHEEHM6WMFT163BVQ7B8HDKN5376,A1QOJGSZEZXSE1,Approved,,,50,100% (21/21),100% (21/21),0% (0/0),33194,dropdown for country and text box for contact number with number only keyboard,,
$0.05,1,600,1209600,,,3Z9WI9EOZZOIIOKM9A4IJ7N99CMKHZ,ABREXWFU9D3WR,Approved,,,21,100% (15/15),100% (15/15),0% (0/0),18789,a pop up widow with one option,,
$0.05,1,600,1209600,,,3IUZPWIU1O70FEFB49QIKAXWO0ZKWZ,A1UOWWUH9WVUOH,Approved,,,90,100% (22/22),100% (22/22),0% (0/0),57283,initial  page of a step counter app,,
$0.05,1,600,1209600,,,3VBEN272MKZ26B2JUDV2PT2IB6MSGP,A3TTSFVAJHM947,Approved,,,64,100% (14/14),100% (14/14),0% (0/0),33084,Trivago-Threats of pandemic and climate change an 'opportunity' to enhance local travel,,
