Reward,MaxAssignments,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.id,Input.query,Input.gui_index_1,Input.gui_index_2,Input.gui_index_3,Input.gui_index_4,Input.gui_index_5,Input.gui_index_6,Input.gui_index_7,Input.gui_index_8,Input.gui_index_9,Input.gui_index_10,Input.gui_index_11,Input.gui_index_12,Input.gui_index_13,Input.gui_index_14,Input.gui_index_15,Answer.gui_1.0,Answer.gui_1.1,Answer.gui_1.2,Answer.gui_10.0,Answer.gui_10.1,Answer.gui_10.2,Answer.gui_11.0,Answer.gui_11.1,Answer.gui_11.2,Answer.gui_12.0,Answer.gui_12.1,Answer.gui_12.2,Answer.gui_13.0,Answer.gui_13.1,Answer.gui_13.2,Answer.gui_14.0,Answer.gui_14.1,Answer.gui_14.2,Answer.gui_15.0,Answer.gui_15.1,Answer.gui_15.2,Answer.gui_2.0,Answer.gui_2.1,Answer.gui_2.2,Answer.gui_3.0,Answer.gui_3.1,Answer.gui_3.2,Answer.gui_4.0,Answer.gui_4.1,Answer.gui_4.2,Answer.gui_5.0,Answer.gui_5.1,Answer.gui_5.2,Answer.gui_6.0,Answer.gui_6.1,Answer.gui_6.2,Answer.gui_7.0,Answer.gui_7.1,Answer.gui_7.2,Answer.gui_8.0,Answer.gui_8.1,Answer.gui_8.2,Answer.gui_9.0,Answer.gui_9.1,Answer.gui_9.2,Approve,Reject
$0.20,3,3600,1209600,,,3EG49X351UC85ZZCCAXC5SQSI6I6X4,A1JPCC3YC36VE7,Submitted,,53,0% (0/0),0% (0/0),0% (0/0),28,List of states and a menu,6622,55643,39937,61970,39943,35165,46485,51608,67427,17062,51606,42908,62277,63830,40728,false,false,true,false,false,true,false,false,true,false,true,false,true,false,false,false,true,false,false,false,true,false,false,true,true,false,false,false,false,true,false,true,false,false,true,false,true,false,false,false,false,true,false,true,false,,
$0.20,3,3600,1209600,,,3PS7W85Z8Z2O61SQ57ZR0ZWOVB2T9J,A1JPCC3YC36VE7,Submitted,,53,0% (0/0),0% (0/0),0% (0/0),73,Chinese dating app describing its features,56919,69873,60172,26879,31025,24568,3911,29625,30057,55745,32212,11745,31124,23447,62458,false,false,true,false,true,false,true,false,false,true,false,false,false,false,true,true,false,false,false,true,false,true,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,true,false,false,,
$0.20,3,3600,1209600,,,3Y9N9SS8LYBVAA7D28Y24IBGSX5D34,A1JPCC3YC36VE7,Submitted,,60,0% (0/0),0% (0/0),0% (0/0),4,screen of a task manager showing open tasks of the mobile phone,62586,15945,12391,27990,12393,70472,57063,6856,64345,57052,36070,59094,28357,27776,57663,false,false,true,false,false,true,false,true,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,false,true,false,false,false,true,false,true,false,true,false,false,false,true,false,false,false,true,,
$0.20,3,3600,1209600,,,3AAJC4I4FGS9YPEYXBFMBHB8CC3ZJ3,A1JPCC3YC36VE7,Submitted,,52,0% (0/0),0% (0/0),0% (0/0),318,In car USB connection with eService and UVO,19566,16458,16457,21114,62293,62519,598,18245,62451,48291,18263,11854,8470,18246,11855,true,false,false,false,false,true,false,true,false,false,false,true,true,false,false,true,false,false,false,false,true,false,true,false,false,false,true,false,false,true,false,true,false,false,false,true,false,true,false,true,false,false,false,false,true,,
$0.20,3,3600,1209600,,,3ZQIG0FLQEGEVP9N3D9YF1SKQX7WVW,A1JPCC3YC36VE7,Submitted,,120,0% (0/0),0% (0/0),0% (0/0),89,Card with image and text with link button,51118,29187,28220,11258,29194,2221,63601,29189,2218,63599,26169,2219,12865,44128,65621,false,false,true,false,false,true,false,true,false,true,false,false,false,false,true,true,false,false,false,false,true,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,false,true,false,true,false,false,false,true,,
$0.20,3,3600,1209600,,,3JRJSWSMQHL02GLDY39MA0T1S9BE33,A1JPCC3YC36VE7,Submitted,,60,0% (0/0),0% (0/0),0% (0/0),372,downloading the image with brief dscription,68091,65502,22321,41416,65500,39244,18687,68811,68818,26122,68814,1871,487,68816,42715,true,false,false,false,true,false,false,false,true,true,false,false,false,true,false,false,false,true,true,false,false,false,false,true,false,false,true,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,true,,
$0.20,3,3600,1209600,,,3M81GAB8A0JU2EFVMNJSM0GRZ4DBQ4,A1JPCC3YC36VE7,Submitted,,67,0% (0/0),0% (0/0),0% (0/0),261,open garden forum,17677,562,22907,24096,568,24100,24101,565,1572,1561,567,14548,69519,17668,13867,false,false,true,false,false,true,false,true,false,false,true,false,true,false,false,true,false,false,false,false,true,false,true,false,false,false,true,false,true,false,false,true,false,false,false,true,true,false,false,false,true,false,false,false,true,,
$0.20,3,3600,1209600,,,31N2WW6R9RQS8UL9TETSSIE14AT3FD,A1JPCC3YC36VE7,Submitted,,38,0% (0/0),0% (0/0),0% (0/0),3,list of data with image and details,25117,67187,38578,64639,67164,45546,19446,33635,7795,25188,33637,7794,46308,5850,5833,true,false,false,false,false,true,false,true,false,false,false,true,false,true,false,true,false,false,true,false,false,false,false,true,true,false,false,false,false,true,false,true,false,false,true,false,false,false,true,false,true,false,false,false,true,,
$0.20,3,3600,1209600,,,3VELCLL3GKJWYR7U6AF94PZ46QGF1Y,A1JPCC3YC36VE7,Submitted,,38,0% (0/0),0% (0/0),0% (0/0),409,Job feed for online job posting,38318,26244,35958,35951,30559,35949,35956,30551,43323,67032,10748,60781,60780,26798,67038,false,false,true,false,false,true,false,false,true,false,false,true,true,false,false,false,true,false,false,false,true,false,true,false,true,false,false,false,false,true,false,false,true,false,false,true,false,false,true,false,true,false,false,true,false,,
$0.20,3,3600,1209600,,,3P1L2B7AD1P3UBORYNGIBYHWWXCOLZ,A1JPCC3YC36VE7,Submitted,,41,0% (0/0),0% (0/0),0% (0/0),189,Collapsible and Expandable List with Navigation bar and Fix Header,3183,30076,30075,30078,70696,22727,22725,24519,43045,24722,24072,20872,4853,18296,20873,false,true,false,true,false,false,false,true,false,false,false,true,true,false,false,false,true,false,false,true,false,false,false,true,false,false,true,true,false,false,false,true,false,false,false,true,true,false,false,false,false,true,false,false,true,,
$0.20,3,3600,1209600,,,3Y9N9SS8LYBVAA7D28Y24IBGSXF3D4,A1JPCC3YC36VE7,Submitted,,41,0% (0/0),0% (0/0),0% (0/0),379,search bar with result list showing song preview image and name,67905,48966,59094,47194,19076,70393,28701,48970,14448,67999,27146,55480,50230,41201,55483,true,false,false,true,false,false,false,false,true,false,true,false,true,false,false,false,true,false,true,false,false,false,true,false,false,true,false,false,false,true,false,false,true,false,true,false,true,false,false,false,true,false,false,true,false,,
$0.20,3,3600,1209600,,,3V0Z7YWSIY0SJ9BGPTKRRUCVMQKV2L,A1JPCC3YC36VE7,Submitted,,52,0% (0/0),0% (0/0),0% (0/0),104,moblie locking apps,19109,41670,12081,62974,55175,49454,62986,59073,34514,50948,59077,71321,24153,61538,32775,true,false,false,false,true,false,false,false,true,false,true,false,true,false,false,false,true,false,true,false,false,false,true,false,false,false,true,true,false,false,false,false,true,false,false,true,true,false,false,false,true,false,true,false,false,,
$0.20,3,3600,1209600,,,35LDD5557A44A2LX07P44UFCCXWMKJ,A1JPCC3YC36VE7,Submitted,,43,0% (0/0),0% (0/0),0% (0/0),241,feedback bar in PayNearMe,53870,53867,53872,36415,53866,59334,18829,49670,44144,34573,48964,17063,10959,48966,9978,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,false,true,false,false,false,true,false,true,false,true,false,false,true,false,false,false,false,true,false,true,false,true,false,false,false,true,false,false,true,false,,
$0.20,3,3600,1209600,,,3L0KT67Y8EG2S2NJOJMHPBTT21OYS3,A1JPCC3YC36VE7,Submitted,,38,0% (0/0),0% (0/0),0% (0/0),170,Navigation and settings panel,4895,12977,52616,65774,67417,22112,70759,26015,22110,42526,49306,71117,66147,26303,4856,false,true,false,true,false,false,true,false,false,false,false,true,false,false,true,true,false,false,false,false,true,true,false,false,false,false,true,true,false,false,false,false,true,false,true,false,true,false,false,false,true,false,true,false,false,,
$0.20,3,3600,1209600,,,3BC8WZX3V3WHUMBKVZUIR5V0DCSRR8,A1JPCC3YC36VE7,Submitted,,45,0% (0/0),0% (0/0),0% (0/0),127,dropdown for country and text box for contact number with number only keyboard,33194,16395,20776,26453,63535,32634,32633,43406,67198,19767,54578,67201,27553,42573,44049,false,true,false,true,false,false,false,true,false,false,true,false,false,false,true,false,true,false,false,false,true,false,false,true,false,false,true,true,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,,
$0.20,3,3600,1209600,,,3R2UR8A0IAGYU55GC6J6MSCJ36UOXT,A1JPCC3YC36VE7,Submitted,,47,0% (0/0),0% (0/0),0% (0/0),123,Inbox design and themes,12059,24564,34258,30774,44006,30754,28238,36406,28274,32325,49028,42923,66721,36715,36412,true,false,false,false,false,true,false,true,false,false,true,false,false,false,true,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,false,false,true,false,false,true,true,false,false,false,true,false,false,true,false,,
$0.20,3,3600,1209600,,,3IHR8NYAM71PH3T77VUGEHKBKGO4PE,A1JPCC3YC36VE7,Submitted,,34,0% (0/0),0% (0/0),0% (0/0),180,word levels,36189,4252,4250,4256,41729,63971,12117,54699,63973,57064,36191,48413,23179,54891,2266,true,false,false,true,false,false,true,false,false,false,true,false,true,false,false,false,true,false,false,false,true,true,false,false,false,true,false,false,true,false,false,false,true,false,false,true,false,true,false,true,false,false,true,false,false,,
$0.20,3,3600,1209600,,,3ZGVPD4G6TH3CSA395TQDNYHAECZTQ,A1JPCC3YC36VE7,Submitted,,39,0% (0/0),0% (0/0),0% (0/0),130,Trivago-Threats of pandemic and climate change an 'opportunity' to enhance local travel,33084,51881,31390,30099,56158,37266,53799,42925,21922,63143,40104,47837,56168,56106,61594,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,false,true,false,false,true,false,false,true,false,false,true,false,true,false,false,false,true,false,true,false,false,true,false,false,false,true,false,true,false,false,,
$0.20,3,3600,1209600,,,3WR9XG3T63B0BXP7B90ZEVTQKOT74P,A3C2X1L5PVNNLV,Submitted,,58,100% (19/19),100% (19/19),100% (9/9),318,In car USB connection with eService and UVO,19566,16458,16457,21114,62293,62519,598,18245,62451,48291,18263,11854,8470,18246,11855,false,false,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,false,false,true,false,true,false,true,false,false,true,false,false,true,false,false,,
$0.20,3,3600,1209600,,,34S6N1K2ZVJT2U24UALSRPKVKDLHLV,A3C2X1L5PVNNLV,Submitted,,107,100% (19/19),100% (19/19),100% (9/9),170,Navigation and settings panel,4895,12977,52616,65774,67417,22112,70759,26015,22110,42526,49306,71117,66147,26303,4856,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,,
$0.20,3,3600,1209600,,,3WETL7AQWT806XSKN2GJ66NOFI535O,A3C2X1L5PVNNLV,Submitted,,138,100% (19/19),100% (19/19),100% (9/9),104,moblie locking apps,19109,41670,12081,62974,55175,49454,62986,59073,34514,50948,59077,71321,24153,61538,32775,false,false,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,,
$0.20,3,3600,1209600,,,3DZQRBDBSLF1CZQVZYTRZHXGS1WS3V,A3C2X1L5PVNNLV,Submitted,,424,100% (19/19),100% (19/19),100% (9/9),246,Settings for network usuage-bahaviour-history,19860,5629,22820,66490,18607,34410,56050,11874,22816,52265,11871,34956,16391,54608,15421,false,false,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,,
$0.20,3,3600,1209600,,,3OXV7EAXLEQWP1SYSLQOYC1OAC063O,A1T98U1UWD1GSL,Submitted,,72,100% (82/82),100% (82/82),100% (38/38),332,channels overview,62180,31521,16240,27544,31514,11506,8522,59073,26030,5907,59077,55542,55540,31518,10428,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,,
$0.20,3,3600,1209600,,,3I3WADAZ9Q4PSML6600BU9LZ98L5O2,A3C2X1L5PVNNLV,Submitted,,396,100% (19/19),100% (19/19),100% (9/9),254,privacy policy with types of collected information,8453,8017,41333,67334,32518,68681,17729,11203,56471,10834,47400,44388,66512,8573,37511,false,false,true,false,false,true,false,false,true,false,false,true,false,true,false,true,false,false,true,false,false,true,false,false,false,false,true,false,false,true,true,false,false,false,false,true,false,false,true,false,true,false,false,false,true,,
$0.20,3,3600,1209600,,,3O6CYIULED1EIAKNYNZTJFQ1BRDWUN,A1T98U1UWD1GSL,Submitted,,185,100% (82/82),100% (82/82),100% (38/38),53,"Registration with email, full name, public username and country",40401,43084,68057,36431,38653,5905,36418,33560,59799,47181,39541,71588,72145,15666,58764,false,false,true,false,false,true,false,false,true,true,false,false,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,,
$0.20,3,3600,1209600,,,39OWYR0EPKRTOXIXIZMIICAECCYYFP,A3C2X1L5PVNNLV,Submitted,,797,100% (19/19),100% (19/19),100% (9/9),70,history of experienced staff,14251,71745,7687,22141,42365,9599,17007,16364,128,67037,47229,28508,67048,23619,58976,false,false,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,,
$0.20,3,3600,1209600,,,3HFNH7HEMHEQTVN629B6NB7OEIIQGE,A3C2X1L5PVNNLV,Submitted,,166,100% (19/19),100% (19/19),100% (9/9),144,T20 Cricket Live Chat,61947,13598,45418,9604,32590,24119,45417,55033,24123,7903,64148,68422,7912,64146,59099,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,,
$0.20,3,3600,1209600,,,3VNL7UK1XFJX7BJ38TZJAVIZXAHTFW,A3C2X1L5PVNNLV,Submitted,,728,100% (19/19),100% (19/19),100% (9/9),317,"Filter settings for choosing price range, number of beds and baths",42503,68029,63632,2843,2834,71793,17097,71796,71794,3095,64980,65924,50510,64988,2832,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,false,false,true,false,false,true,true,false,false,false,true,false,true,false,false,true,false,false,,
$0.20,3,3600,1209600,,,3WR9XG3T63B0BXP7B90ZEVTQJP8745,A2XD5QTL6H2LIY,Submitted,,83,100% (26/26),100% (26/26),100% (26/26),22,live breaking news video with another top stories article and video,5235,35015,56755,10809,26446,37740,68520,30709,28430,24015,49053,37741,32890,5238,16808,false,false,true,true,false,false,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,false,true,false,true,false,false,false,true,false,false,true,false,true,false,false,false,true,false,true,false,false,true,false,false,,
$0.20,3,3600,1209600,,,3IOEN3P9S7J0FYEJ5HC5AJMRCVW61C,A1T98U1UWD1GSL,Submitted,,64,100% (82/82),100% (82/82),100% (38/38),168,Tabs for exams and grading,49646,70485,27582,49647,70460,70476,22374,70483,27586,22375,27576,66048,26784,70466,63517,false,false,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,false,false,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,,
$0.20,3,3600,1209600,,,3LO69W1SU3DF2Y7TA43A6P8U4GBGL3,A1T98U1UWD1GSL,Submitted,,131,100% (82/82),100% (82/82),100% (38/38),229,"buy item, image recorder, ads",40061,71653,40672,20534,35378,40673,14408,1189,52570,40670,71650,35376,35375,14414,759,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,,
$0.20,3,3600,1209600,,,3D8YOU6S9EKGOV5H75MPLLRONT1U69,A1T98U1UWD1GSL,Submitted,,70,100% (82/82),100% (82/82),100% (38/38),84,RN Mentor Quiz,54284,54288,54287,59399,54290,53108,25017,54283,27630,45692,54282,27612,25019,54289,60684,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,,
$0.20,3,3600,1209600,,,3EG49X351UC85ZZCCAXC5SQSHBKX66,AX7K5UODLEK72,Submitted,,452,100% (27/27),100% (27/27),100% (27/27),40,Most demanded news and article,7762,56390,1562,47797,56393,16502,7957,29144,36171,5184,56396,48907,20344,56394,1558,false,false,true,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,true,false,false,false,false,true,false,false,true,false,true,false,false,true,false,false,true,false,false,false,true,,
$0.20,3,3600,1209600,,,33F859I566DHPLGS3XWYDMOQ7MDHBJ,A1T98U1UWD1GSL,Submitted,,64,100% (82/82),100% (82/82),100% (38/38),335,flag and find locations,51158,63218,56011,65485,44453,65709,23080,43024,173,65483,69800,43076,23081,40444,35309,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,true,false,false,false,false,true,true,false,false,,
$0.20,3,3600,1209600,,,3Y9N9SS8LYBVAA7D28Y24IBGR283D6,A1T98U1UWD1GSL,Submitted,,78,100% (82/82),100% (82/82),100% (38/38),341,location map window with search bar,25717,29111,19585,25192,25788,60991,58552,46881,2757,25181,48101,24472,44955,19113,49500,true,false,false,true,false,false,false,false,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,,
$0.20,3,3600,1209600,,,35USIKEBNRG3T5L8A4A37QZUFXB6NW,AX7K5UODLEK72,Submitted,,899,100% (27/27),100% (27/27),100% (27/27),26,Android application typical notification window,52436,23226,21697,70206,47861,19585,7866,17231,29111,27815,32234,54834,30662,17213,51276,true,false,false,false,true,false,false,false,true,true,false,false,false,true,false,false,false,true,true,false,false,true,false,false,false,false,true,true,false,false,false,false,true,true,false,false,true,false,false,true,false,false,true,false,false,,
$0.20,3,3600,1209600,,,3QJOXOW4XJR1O2TN4LE16Z27R5QMEY,A1T98U1UWD1GSL,Submitted,,110,100% (82/82),100% (82/82),100% (38/38),189,Collapsible and Expandable List with Navigation bar and Fix Header,3183,30076,30075,30078,70696,22727,22725,24519,43045,24722,24072,20872,4853,18296,20873,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,true,false,false,false,false,true,false,false,true,false,false,true,false,false,true,true,false,false,false,false,true,false,false,true,true,false,false,true,false,false,,
$0.20,3,3600,1209600,,,3WAKVUDHUWGZSVJMQFRHRZRKI4PU7C,AX7K5UODLEK72,Submitted,,95,100% (27/27),100% (27/27),100% (27/27),26,request for application update,54682,64155,25594,50312,11912,39450,50309,19695,48891,63491,64310,58010,5982,51497,9391,false,false,true,false,false,true,true,false,false,true,false,false,true,false,false,false,false,true,false,false,true,true,false,false,false,false,true,true,false,false,false,false,true,false,false,true,true,false,false,false,false,true,true,false,false,,
$0.20,3,3600,1209600,,,39ZSFO5CA8WSCQKOROGEUPWT9ZPUJJ,AX7K5UODLEK72,Submitted,,148,100% (27/27),100% (27/27),100% (27/27),18,UI for reminder notes,4413,8015,49750,55536,69847,49751,39237,70904,36055,4685,22570,27338,4692,46399,36054,false,true,false,true,false,false,true,false,false,false,false,true,false,true,false,false,false,true,false,false,true,false,false,true,false,true,false,false,false,true,false,false,true,false,true,false,true,false,false,false,false,true,false,false,true,,
$0.20,3,3600,1209600,,,3URFVVM165IIC5PS9AJ0IJKJSX2ZU9,AX7K5UODLEK72,Submitted,,35,100% (27/27),100% (27/27),100% (27/27),341,location map window with search bar,25717,29111,19585,25192,25788,60991,58552,46881,2757,25181,48101,24472,44955,19113,49500,false,false,true,false,false,true,false,true,false,false,false,true,false,false,true,true,false,false,false,false,true,true,false,false,true,false,false,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,,
$0.20,3,3600,1209600,,,3I33IC7ZWF28RL8IEYTVV7YI0LC2AT,AX7K5UODLEK72,Submitted,,64,100% (27/27),100% (27/27),100% (27/27),290,various emojis,62124,39106,11942,26243,19767,2800,4205,33202,13607,64948,38355,22928,35349,61714,10909,false,false,true,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,false,false,true,false,true,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,,
