id,query,gui_index_1,gui_index_2,gui_index_3,gui_index_4,gui_index_5,gui_index_6,gui_index_7,gui_index_8,gui_index_9,gui_index_10,gui_index_11,gui_index_12,gui_index_13,gui_index_14,gui_index_15
168,"Expandable List item and Bottom Nav bar with Live, history, Stat, Check No. and More Items",26913,71973,39561,57289,25280,67017,66142,66671,57276,57280,58855,6005,65240,39861,10746
80,Information with detailed explanation text of fitness exercises and a corresponding graphic,42594,61621,9110,44132,61607,31807,12659,31810,55881,12655,26180,50739,30839,61625,50754
21,near  important places,33755,12189,62895,52330,68289,66553,66552,9834,20147,52126,3370,40947,31685,3367,20146
416,login page,54204,29481,69952,69548,16082,40127,6309,55885,20071,16241,17568,65007,6364,28628,42005
91,"weather details with temperature, pressure and relative humidity",682,58875,65452,53167,35327,36325,66930,68010,54919,32859,25852,28760,46540,28349,63695
164,Overview over own accounts and the amount of money on them,13111,31133,8522,27544,16817,55542,38960,2180,10428,42283,2184,55540,34834,13353,5907
1,application submission screen for successfully submitted application,53044,30983,19857,3384,44087,19858,42944,24697,51615,42954,17348,61377,19226,65388,68456
275,summery  of a questionnaire,41735,44379,60569,60571,43243,28365,28366,43247,35826,35811,35461,35469,54360,54361,35466
117,Media with no search results,32286,42462,42434,14771,42466,42455,61555,65192,42463,14778,42450,42453,14775,26744,42451
453,turkish car sales website,24320,43041,14026,14023,58048,11854,1170,4863,11855,59825,28756,8273,31124,15674,8261
8,shopping app with item weight description,20618,23925,4186,4183,941,69527,8337,47928,35127,30125,25179,8170,123,47934,55532
305,strike count threshold with disabling  feature and limits ranging from 1 to 50,62782,62780,31392,14578,62776,44053,31984,37606,66994,46841,11587,66993,70820,36235,66984
205,choise of interest,5725,66440,41176,9290,31261,9292,31253,10113,1627,62106,62104,31256,66380,50321,9281
85,open with notification with paly store or browser,28811,64065,33769,15596,37358,54834,65995,7311,3777,51903,13381,29842,69445,11725,25974
152,directory for saving contact information of various establishments,61559,30980,33303,48955,22600,29382,48948,60425,907,35661,19048,25982,67334,36704,55708
260,Chinese salad recipes,6394,8047,8167,70038,60444,70329,10068,6391,21272,14279,43427,14275,10064,25399,12314
116,weight loss foods blog,68510,3414,8365,3415,6048,8346,44868,6041,23128,8363,132,23141,31693,40229,23129
211,Libary list with the united states of america,39940,61139,70758,55643,70368,39943,49284,70369,39937,13657,29333,35165,10206,30382,67427
226,pop up ads,28890,5883,62738,56761,9810,32771,9025,72161,10281,1972,72155,14378,70509,72168,14374
49,Mobile Home Screen Background,31772,32130,52770,54984,15531,64821,28763,64025,18821,20593,39093,4395,33733,35338,7783
74,"Shop for Men's,Women's and Kids",34152,53487,3507,3526,4326,53544,55910,25929,9506,22034,53540,23941,19033,53496,18147
24,"create, search or download anime girls images",31677,57209,57208,24768,62,38776,31678,57210,57552,24769,53917,39119,6254,61967,40153
54,celebrity news,41197,8198,34949,13837,64845,54133,68818,48902,71379,68814,66386,16515,68816,50096,68811
285,screen with sample movies and information on recording with SnapMovie,19996,20002,29107,37885,65045,27889,65335,65046,27890,35355,20000,71014,65050,15199,18719
365,Ui for user profile,34040,47364,40348,39237,39606,40346,41623,67745,2835,49799,39571,1592,24785,18857,1583
109,sports news overview,21660,19082,8522,27544,8775,55542,55540,52744,10428,25989,52735,5907,44253,25066,57889
3,home appliances,53473,30791,1085,68770,48073,1087,52944,9286,67153,51323,9281,17689,3784,71129,66317
7,"diaper-magen with style, color and texture",37086,28162,64210,64203,50869,16980,48112,46105,27148,54211,56454,50983,69720,56459,54835
187,File explorer with recently accessed image files sorted chronologically,52282,18786,54839,5634,24563,47520,27857,15908,54836,55080,38026,54739,48733,60738,47515
324,Sending Email to Selected Recipient's,40342,35287,35288,64858,52796,35285,35286,46655,67139,56893,62150,6889,58569,38723,61680
54,Information with sharing and saving option,53446,36879,55986,62888,9920,57917,50410,61684,33303,25982,31172,19704,38513,13127,19707
457,Management,62831,1389,71743,10430,31741,10425,55535,55533,63783,24167,37986,8470,39770,18969,6855
27,Navigation Drawer,33826,8594,66337,50130,21121,71117,62913,57209,12103,62920,64440,44916,47887,33818,64443
60,page not found report with search bar and recent posts,10135,17092,37760,68039,64856,39648,23126,37759,35252,38234,5501,35242,68272,28647,65328
126,android news website,13860,52188,16515,69658,1570,54133,43061,16512,5456,14880,16516,33440,14879,15497,71379
198,"SOY LUNA MUSICA-Disney Channel Latin America, all shows and broadcast musical TV series",37235,37237,37236,37233,37232,37238,56991,31527,41716,42232,6257,60115,9015,35694,61463
462,"Menu bar with change platform, home, squad builder, consumables, tax calculator, TOTW and about",26337,26330,26326,34181,26335,26333,67408,26334,67409,44839,26332,42168,11453,26329,20594
32,Pop up share area of an online shop,26099,14877,62738,39575,65101,32771,56464,48093,56761,25974,63881,14553,38736,63891,5883
19,UI for share and add location screen,22076,12355,40348,39237,59781,40346,41623,68076,22080,7653,66288,40349,12162,68095,67073
221,pay screen for adding money into a paytm account,1102,49956,1115,36056,1111,49209,38960,69654,44468,11454,59618,64629,11460,4219,10278
68,Healthy Food options to add in daily Plan,30133,69523,41103,55222,13173,57637,29389,34387,57626,66527,30246,13727,66538,34646,13722
141,a screen with information about particular app,3951,5674,6022,32143,51111,66979,61110,3013,41333,40525,10622,29729,8653,31797,67334
12,Hushed-Login this app......you enter a new world of foods,34202,8365,8346,60614,59825,8363,44868,5147,8339,60613,48533,34390,60611,53883,56659
375,Using our advanced ovulation calculator online is the most reliable way of knowing your ovulation date,16992,16990,16993,16989,16991,22879,16987,16982,1729,1733,16986,16988,16983,1732,16984
203,flight preferences San Francisco to New York and search tickets button,2720,42153,24379,1373,21446,17099,1735,39809,44802,43373,63123,3040,1739,21453,28796
430,Period and fertility forecast with cycle length,15359,49455,11639,44016,11644,72043,4522,15364,8101,44014,28330,24950,44013,57145,4517
299,Map for atms,66118,35453,11939,52816,57046,11933,52817,13357,11932,4218,40438,11935,41480,11934,11938
321,audio editor with harmony function,27752,20274,64836,37568,53012,22687,37560,20586,66226,22181,53005,66227,22182,53004,66229
233,menu providing different buttons to change the settings and to get more information,68952,50241,67334,24716,1671,66979,30845,27618,41333,50593,44864,6022,51275,36064,29729
220,daily sport program,59557,63232,1091,35036,35033,35028,1013,35025,64602,1014,721,1008,61726,63223,61038
65,AN android app,66756,40068,49622,34329,70797,667,51804,54580,26774,30138,51254,61162,30137,26775,38354
456,zone with different area,62008,2884,9295,9638,52715,26124,43375,7401,12067,42258,17517,12071,62872,39269,9296
145,cars seller with location button,30614,10556,45098,15394,11852,45100,27690,11853,27685,27680,10550,27682,8261,10549,56787
17,customer complaint service,39347,5122,40885,11092,42698,52031,23501,69330,6942,47843,52028,22829,41171,28822,60454
194,login screen with email and password or via facebook or google,34164,45861,65080,4305,36857,38443,5490,51279,49815,49245,40459,54590,49238,41554,10894
155,option screen with user account,59841,22528,19704,67673,37088,34569,19707,41916,38513,29823,62828,49336,58777,6139,49332
349,cover page of book with author name,49770,40927,40833,40929,40924,24453,40933,40937,42656,47751,52518,8219,6383,61349,45225
128,create customized emoji,283,54287,71078,19912,23208,63011,19908,6648,45702,19913,68703,62124,22428,68698,10693
81,online dating,64832,17289,60172,26879,17286,14553,69995,15942,24568,50639,58530,62458,70005,58532,42733
22,stopwatch with timer,36635,61610,47256,47250,61613,47257,47249,1007,11490,18992,53233,11489,12654,46684,18991
20,my profile in Azar application,69388,69399,69377,69394,69382,69392,69376,69401,69387,45407,69385,51615,61721,69386,19673
341,"social app with ask me, gender, ask me, chat options",50317,46257,27112,59474,46258,60687,59469,46259,40095,12273,55007,55011,12275,55012,41772
423,"saving items with complete , complete this group manually or exit",43202,43209,36136,56936,32270,30405,5706,45975,32190,24733,23762,32194,16566,63756,33303
191,Product listing with main filter,28092,4243,4238,67583,71125,69273,63630,21045,63633,24219,21049,69254,67579,4241,69267
80,verify entered information before proceeding,34225,9513,11293,55807,60630,69287,13417,34405,13421,39852,28632,4638,20288,25342,71320
404,music instruments with highest reviews,36063,29354,44825,48983,9729,44840,13140,54550,56736,5667,57111,33086,61961,31291,3351
210,task scheduler app showing task handlers,33943,64345,27990,12391,57052,57063,12393,907,28357,6856,27987,57663,41704,63962,58666
346,search cellular locations,23326,24154,61364,5629,12745,173,15516,12751,40438,2707,43341,44453,38508,40440,43024
412,Scientific Calculator Mobile Application,8899,8897,20602,20594,49397,67409,61050,8900,46604,61048,47998,35283,45827,8896,16992
207,football match details with upcoming match information,10579,30357,53563,43102,35564,19836,43105,51476,39380,24991,71262,13890,57926,40792,13906
327,buying boats,15039,58090,58084,15036,40117,40109,5949,32819,32815,43011,62390,28649,42997,32817,59102
67,"A Social media app with options like chat, mute and Followers",11396,28867,39314,62505,28868,17094,17092,11390,64159,33749,11398,65475,15587,62508,32813
103,timetable with title and place,63425,63431,63421,63423,4852,63420,63417,63427,63422,26061,32523,49645,63523,4848,30809
55,choose thw word preferences,59124,29602,63971,2266,29598,63973,54757,44037,48413,2229,27819,45690,48586,30659,35614
156,"Read Qur‘an, Last read history, search specific parts,prayer time,settings",8904,25637,40161,40171,8909,40164,36505,11812,46050,8903,25632,40166,53671,69844,46051
292,displays the latest news in page,79,17200,53555,68520,47802,23219,1045,23820,20858,20452,15067,9176,3318,42412,54133
295,news,64920,54133,71379,16515,1570,68818,13837,43051,68811,68813,71448,1565,58510,71451,68814
2,"search bar with links ,articles and personal option",9370,41680,19704,40780,8211,19707,2856,8213,34569,2850,49872,67673,2219,45644,49365
119,music score chart with audio,2153,22181,22182,5368,4512,48086,39043,4524,21406,70553,8147,28036,66227,8149,21412
28,Weather details for city with option in Celsius and Fahrenheit,2768,32454,13143,9825,68745,13139,33204,68743,38374,19286,14852,19704,38916,13974,49447
123,Tutorial for dog training,46851,46848,1829,68292,3836,3716,35540,3826,3712,47382,3838,5948,57909,3828,5941
202,Music playlist,44035,10940,5209,70552,70553,55481,66163,55665,45113,9981,65682,58693,2119,55482,53826
359,a survery app with sinup and facebook login option,9551,37666,19704,6608,20931,34569,22253,8998,19707,15939,57919,67673,18535,7849,49338
50,"Delivery details input boxes for address and buttons for home, work or other",66919,66923,55571,15866,66920,55575,2005,51945,33699,43208,63115,50090,56435,51940,59549
240,online shopping app,69252,28311,69527,4186,6195,8170,14553,69954,55532,42733,65926,10423,6305,52137,19345
23,More options for user,65727,27059,27052,15880,39155,2274,67673,16134,27046,19707,31202,27058,58448,53100,2270
353,Vippi GUI sign up interface,38658,6140,21042,70744,29033,38923,64029,40003,21040,45631,52853,40122,64031,52855,20429
195,"Text (story) reading with formatting options, search functionality",27223,25997,34387,55035,65018,16381,51704,7355,70305,64849,26008,24019,39739,27103,24012
133,Login with radio button with calendar,22878,59581,9559,47741,59561,71521,71940,59570,65193,5593,65348,33572,13921,28353,35133
77,Location with location selected as current location,56197,58770,28541,32832,8705,51084,50631,69933,26020,50625,46556,28757,11838,54530,43184
108,books,14877,45340,24714,22216,24712,25345,40924,52517,25347,24453,45335,25700,40927,45333,20355
199,login with username and password,41866,68460,46750,19929,7910,24026,47181,46978,39480,14549,7902,40946,5870,14085,29509
381,Open the application using a password,12738,47181,61165,54677,43386,20545,29662,51629,51615,53683,40520,40104,69551,36731,51165
192,headlines tody,25862,58168,15959,65391,39484,7270,49577,51159,65397,54133,63435,7269,26931,29800,39482
143,Find friends,69561,11369,68947,14555,68945,36134,5566,3720,37533,69401,28273,60023,69388,7355,47383
299,Tiny Scanner,60292,42571,58983,64672,42567,66873,33689,64675,53766,6585,42569,58984,1764,42568,68683
236,search bar with serch list and home menus,16224,43040,71424,20766,54527,25503,25113,34705,25497,25400,43032,43035,25403,43033,9978
172,find your current location,42138,67379,57775,62521,66356,28541,22008,20317,49233,62457,27469,70543,8706,36305,57777
