Reward,MaxAssignments,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.gui_index,Answer.summary,Approve,Reject
$0.05,1,600,1209600,,,31UV0MXWNQCFW0A385IXHU56CZ75IT,A6KII16FVGPFF,Approved,,,54,100% (24/24),100% (24/24),0% (0/0),11925,romantic love quotes,,
$0.05,1,600,1209600,,,352YTHGROVDX4MVJOIH2CQYDCQWH46,AFWYEWB3W0ZSB,Approved,,,92,100% (21/21),100% (21/21),0% (0/0),68714,Sign in with email and password,,
$0.05,1,600,1209600,,,3ZR9AIQJUB9MTMPNQAAH6YZWQ9U40R,A2TXLKAOJJ9BEK,Approved,,,40,100% (30/30),100% (30/30),0% (0/0),4793,search bar that include the dish and resturent name,,
$0.05,1,600,1209600,,,3RWE2M8QWHA8FUZT8FPD575WHQP0NI,A2G11CAPXX5616,Approved,,,462,100% (21/21),100% (21/21),0% (0/0),58096,UI design for mobile app version update popup,,
$0.05,1,600,1209600,,,3XXU1SWE8MV1VB54ZBK8J1LWIJPA07,A1V8T0ZHN29U5H,Approved,,,20,100% (12/12),100% (12/12),0% (0/0),47499,blood glucose tracker side bar,,
$0.05,1,600,1209600,,,3J4Q2Z4UTY3MQHD6HEAFGW95N6RQWX,A1UOWWUH9WVUOH,Approved,,,109,100% (22/22),100% (22/22),0% (0/0),40816,creating profile with  email using username email id and password,,
$0.05,1,600,1209600,,,3HWRJOOET524MX6SOI5EPQH6YQ7ESU,A32ATJF7ZENBWH,Approved,,,82,100% (16/16),100% (16/16),0% (0/0),11396,"""A Social media app with options like chat, mute and Followers """,,
$0.05,1,600,1209600,,,3ZAK8W07I4ELAKJ25G1ZJ2XQPMI0UA,A32ATJF7ZENBWH,Approved,,,397,100% (16/16),100% (16/16),0% (0/0),30133,"""Healthy Food options to add in daily Plan''",,
$0.05,1,600,1209600,,,30IQTZXKAK6DRODXALCM39WUJ400X3,AV5170KNIBKL6,Approved,,,67,100% (21/21),100% (21/21),0% (0/0),38329,search results of Oracle in san francsico,,
$0.05,1,600,1209600,,,3AWETUDC92SD3EUSFTPD6YC1DYDIZB,A1V8T0ZHN29U5H,Approved,,,33,100% (12/12),100% (12/12),0% (0/0),14251,history of experienced staff,,
$0.05,1,600,1209600,,,37FMASSAYCRHLGRC9F9AKG5YMVSBIZ,A1250SSIMRQ3JA,Approved,,,91,100% (17/17),100% (17/17),0% (0/0),39444,Mp3 + player +  software,,
$0.05,1,600,1209600,,,37XITHEISW9DOKM1D2ZE9SC7RCBCRB,A1CLIAQI9N8YOJ,Approved,,,143,100% (22/22),100% (22/22),0% (0/0),5478,app for football team players overview with videos,,
$0.05,1,600,1209600,,,337RC3OW052YKVXOZZXND8RX6R2LVT,A3AFAUMZ4AULZF,Approved,,,131,100% (27/27),100% (27/27),0% (0/0),28686,Dropdown option should be in ascending order and has option to search from dropdown list,,
$0.05,1,600,1209600,,,3TE3O8573080Q2UZG9A8XF3LFLZ2RT,A3BXLWKSBUO002,Approved,,,23,100% (18/18),100% (18/18),0% (0/0),48731,a pop up screen for the configuration,,
$0.05,1,600,1209600,,,3FE2ERCCZX8TLW3PQF4GZX69F86OPS,A3CR6XU8373Z2N,Approved,,,38,100% (17/17),100% (17/17),0% (0/0),6615,find motocycle shop,,
$0.05,1,600,1209600,,,3F1567XTNW5BEL0YO30N2C1UP569QQ,A3G2CWQ5OV8AHE,Approved,,,194,100% (19/19),100% (19/19),0% (0/0),4707,"feedback request, whether you like it, with options yes or feedback and emojis",,
$0.05,1,600,1209600,,,3AMYWKA6YBMLBQLKBJ57TXFSK3G6O4,A1WH1CTOZHV7YR,Approved,,,138,100% (21/21),100% (21/21),0% (0/0),59398,pharmacology cards with a description of medicaments,,
$0.05,1,600,1209600,,,3X65QVEQI0N2LMRO8I2ING38LKMLCU,A3CP44KT0KLT69,Approved,,,41,100% (21/21),100% (21/21),0% (0/0),52979,create notifications,,
$0.05,1,600,1209600,,,3DH6GAKTYYPZTE9XJBBGSM6P3HBYZX,A11B0Q26E3U79M,Approved,,,291,100% (20/20),100% (20/20),0% (0/0),60186,"Calendar showing the date with settings for area, color type and channel type",,
$0.05,1,600,1209600,,,3B2X28YI3WF1SWWB7E0LNDFTD4XB65,A11B0Q26E3U79M,Approved,,,69,100% (20/20),100% (20/20),0% (0/0),1942,web advertising for an app with continue and skip button,,
$0.05,1,600,1209600,,,384PI804XS15V7RYGB6Z41F24PX0SU,AE2M19TCQJWI,Approved,,,321,100% (30/30),100% (30/30),0% (0/0),4616,Model Selection,,
$0.05,1,600,1209600,,,3WJ1OXY92AGJD0A7UFXNCGRE1H2A8V,A3CP44KT0KLT69,Approved,,,58,100% (21/21),100% (21/21),0% (0/0),33459,overview of different time zones that could be selected,,
$0.05,1,600,1209600,,,3AZHRG4CU4K1BQ6JQW5YWT7QC9Z033,A34Z73OAWYW014,Approved,,,18,100% (31/31),100% (31/31),0% (0/0),40965,choose a location,,
$0.05,1,600,1209600,,,3HYA4D452RJ3NCPQPEAEGQP2CXNF2A,A32ATJF7ZENBWH,Approved,,,142,100% (16/16),100% (16/16),0% (0/0),30027,"""search app result in car information that also has Favorites, Saved researches and Selling options """,,
$0.05,1,600,1209600,,,3CPLWGV3MOZQBON68B86YI6PKUJ9N3,A12EE9K9VY7XXF,Approved,,,53,100% (28/28),100% (28/28),0% (0/0),10081,Navigation Drawer Menu,,
$0.05,1,600,1209600,,,30IQTZXKAK6DRODXALCM39WUJ4Z0X2,A1FV1XP2UU0EVH,Approved,,,50,100% (40/40),100% (40/40),0% (0/0),37710,shopping categories,,
$0.05,1,600,1209600,,,3LUY3GC63Z0M0QBQ9TNEOBKEPJWP73,A3KECU88OW1KNB,Approved,,,76,100% (21/21),100% (21/21),0% (0/0),34361,user interface is complex,,
$0.05,1,600,1209600,,,3PXX5PX6LXY2FY8EXRHX3IHF9NNBAV,AE2M19TCQJWI,Approved,,,104,100% (30/30),100% (30/30),0% (0/0),7725,Weather Forecast,,
$0.05,1,600,1209600,,,3U5JL4WY5K9UQCVYTMZOFCM70GF4XM,A1NW9UWTFS14S5,Approved,,,51,100% (28/28),100% (28/28),0% (0/0),13476,Online shopping for groceries,,
$0.05,1,600,1209600,,,3SLE99ER0ND3G6GM9JXWKB8OI8TZBJ,A13HTFAO25P3U4,Approved,,,486,100% (14/14),100% (14/14),0% (0/0),28339,Menstrual calendar with body temperature,,
$0.05,1,600,1209600,,,3WMINLGALB3LP30KBRDSE2NXR8NAC1,A3BXLWKSBUO002,Approved,,,113,100% (18/18),100% (18/18),0% (0/0),58952,equalizer with straightness,,
$0.05,1,600,1209600,,,3ITXP059PWJCXDSK2JG5M6UY3Y3JSK,ASL3NA8PT15JU,Approved,,,28,100% (20/20),100% (20/20),0% (0/0),51065,show map,,
$0.05,1,600,1209600,,,3VBEN272MKZ26B2JUDV2PT2IB6NGSE,AV5170KNIBKL6,Approved,,,7,100% (21/21),100% (21/21),0% (0/0),56088,settings of football game,,
$0.05,1,600,1209600,,,37KGEN7NJ3QB6WFQ5FHVOXBZPD2PPA,A8PRJZR3J6UTF,Approved,,,52,100% (20/20),100% (20/20),0% (0/0),54645,music plugin app for jazz music genre,,
$0.05,1,600,1209600,,,32ZKVD547FN2VD9TOC2NGA393DV3BR,A1UOWWUH9WVUOH,Approved,,,40,100% (22/22),100% (22/22),0% (0/0),53002,equalizer with basic bass and treble controls.,,
$0.05,1,600,1209600,,,3RWE2M8QWHA8FUZT8FPD575WHQQ0NJ,A3CR6XU8373Z2N,Approved,,,28,100% (17/17),100% (17/17),0% (0/0),38078,buying many items at once,,
$0.05,1,600,1209600,,,3JAOYWH7VI40NOKLWYSRLQ20FZJ9L1,A11LV5AT27LBFI,Approved,,,135,100% (15/15),100% (15/15),0% (0/0),69997,A11LV5AT27LBFI,,
$0.05,1,600,1209600,,,3Z4XG4ZF48RV9DI05PP1WO2C22B8XX,A3AFAUMZ4AULZF,Approved,,,594,100% (27/27),100% (27/27),0% (0/0),40266,Product listing with filter option such as ascending order,,
$0.05,1,600,1209600,,,3TMSXRD2X60Y9DTPWZK0FV1XFUZ1WD,A1QOJGSZEZXSE1,Approved,,,76,100% (21/21),100% (21/21),0% (0/0),5230,"Image with Description in card, Date and Time, and Icon",,
$0.05,1,600,1209600,,,3RANCT1ZVFHMU7MC3WYO3JT9GQFBU7,A11B0Q26E3U79M,Approved,,,62,100% (20/20),100% (20/20),0% (0/0),52792,Screen of automated birthday reminder,,
$0.05,1,600,1209600,,,3X1FV8S5JXRIY3JNO8070GMPAAGGVI,A11B0Q26E3U79M,Approved,,,43,100% (20/20),100% (20/20),0% (0/0),48465,Setting screen of a time planer,,
$0.05,1,600,1209600,,,3OE22WJIGIO9YDO1MEVEY8O82QGQUY,A20EIK9C477PTC,Approved,,,11,100% (21/21),100% (21/21),0% (0/0),24839,menu,,
$0.05,1,600,1209600,,,37Q970SNZE852WCGCUAZI6YC9H3S1P,AVRMXTZHUCXXL,Approved,,,62,100% (10/10),100% (10/10),0% (0/0),22942,Login through Facebook,,
$0.05,1,600,1209600,,,3NGMS9VZTLINO612D9PL09JRL1SFFU,A11LV5AT27LBFI,Approved,,,23,100% (15/15),100% (15/15),0% (0/0),36624,Bad Query,,
$0.05,1,600,1209600,,,3CTOC39K37QQEF8SEGIURFY2GKQ7JL,A11B0Q26E3U79M,Approved,,,46,100% (20/20),100% (20/20),0% (0/0),13904,Ten pictures of different fruits,,
$0.05,1,600,1209600,,,36NEMU28XFDV52FEPL3YZNP0D5UWMG,A1966JFRA8OWUW,Approved,,,82,100% (9/9),100% (9/9),0% (0/0),25886,"Good Query:""Nice layout "" Bad Query ""change language option"" Explanation:""Not all users will users will under the language""",,
$0.05,1,600,1209600,,,3KIBXJ1WD5USA569DNZ83GKALY0OKR,A2G11CAPXX5616,Approved,,,73,100% (21/21),100% (21/21),0% (0/0),34954,News listing UI for mobile app,,
$0.05,1,600,1209600,,,3SB4CE2TJVV9S1BF2N9FSF87SQBAX3,A1250SSIMRQ3JA,Approved,,,220,100% (17/17),100% (17/17),0% (0/0),65544,tunnel  + black,,
$0.05,1,600,1209600,,,3RXPCZQMQPB2CR3PHUGITSF9L69G1T,A32ATJF7ZENBWH,Approved,,,48,100% (16/16),100% (16/16),0% (0/0),34735,"""sign up with welcome Bonus""",,
$0.05,1,600,1209600,,,32ZKVD547FN2VD9TOC2NGA393DVB3Z,A2KNN0T650FQ01,Approved,,,18,100% (21/21),100% (21/21),0% (0/0),41779,social network post,,
$0.05,1,600,1209600,,,3TYCR1GOTCJFTF2Y0WMQYE4TU28ZL7,A3KECU88OW1KNB,Approved,,,131,100% (21/21),100% (21/21),0% (0/0),54428,user interface is attractive,,
$0.05,1,600,1209600,,,3EFE17QCRC5G67XUEJDKATEJQ6ZSHO,A6KII16FVGPFF,Approved,,,69,100% (24/24),100% (24/24),0% (0/0),21480,latest keypad themes,,
$0.05,1,600,1209600,,,3M23Y66PO2709IDDI0MGD2PTHSJ6S1,A36COHZCHGHYD3,Approved,,,141,100% (18/18),100% (18/18),0% (0/0),63182,Music file in albums,,
$0.05,1,600,1209600,,,3I0BTBYZAXL2RT37FHYOMN33LAT0Y8,A11B0Q26E3U79M,Approved,,,63,100% (20/20),100% (20/20),0% (0/0),39745,Online Shop with a picture and description of the product,,
$0.05,1,600,1209600,,,3EG49X351UC85ZZCCAS3CA6LW7L6X9,A2TXLKAOJJ9BEK,Approved,,,34,100% (30/30),100% (30/30),0% (0/0),58357,page contaion the current and saved location,,
$0.05,1,600,1209600,,,3R9WASFE2ZGTTNS2ELJS31Z9X6LZF1,A1NW9UWTFS14S5,Approved,,,74,100% (28/28),100% (28/28),0% (0/0),38160,The screen is about online courses for an online teaching app.,,
$0.05,1,600,1209600,,,3T3IWE1XG6NUY09CM954TC26JC9QT7,A34Z73OAWYW014,Approved,,,16,100% (31/31),100% (31/31),0% (0/0),32286,Media with no search results,,
$0.05,1,600,1209600,,,3RKNTXVS3MYIUZN5IC7AV4B9ZV64AI,A1NW9UWTFS14S5,Approved,,,20,100% (28/28),100% (28/28),0% (0/0),52920,Introductory message for startup,,
$0.05,1,600,1209600,,,3X1FV8S5JXRIY3JNO8070GMPAAGVGX,A23IXWZNWDLTNT,Approved,,,26,100% (37/37),100% (37/37),0% (0/0),38413,cell phone main interface,,
$0.05,1,600,1209600,,,3YMTUJH0DSGN9VMEOCYRQ911NKR4T3,A373WQWN0DADNL,Approved,,,141,100% (21/21),100% (21/21),0% (0/0),13577,"good query: More options, bad query: no privacy explation: mising the Account details and privacy , security termy",,
$0.05,1,600,1209600,,,3XIQGXAUMC8R9ZDHVKXVIO6HRI67XA,A3AFAUMZ4AULZF,Approved,,,137,100% (27/27),100% (27/27),0% (0/0),12876,Listing screen with category wise option to select,,
$0.05,1,600,1209600,,,3OXV7EAXLEQWP1SYSLLF5UHHPCL367,A2G11CAPXX5616,Approved,,,48,100% (21/21),100% (21/21),0% (0/0),3232,Customer support notofication page,,
$0.05,1,600,1209600,,,3DL65MZB8DFOFGHWRWFEALDOCNLCEY,A2G11CAPXX5616,Approved,,,98,100% (21/21),100% (21/21),0% (0/0),12059,Inbox design and themes,,
$0.05,1,600,1209600,,,3NL0RFNU0FNO6CWRU3KZPIE54704KX,A1CLIAQI9N8YOJ,Approved,,,57,100% (22/22),100% (22/22),0% (0/0),5665,smartChord online shopping app,,
$0.05,1,600,1209600,,,3IKZ72A5B4GZCYEJBX8Y8ES0NSEFN1,A2NA5304C0C5FQ,Approved,,,98,100% (13/13),100% (13/13),0% (0/0),15298,Months of a year from January to November with a radio button to choose,,
$0.05,1,600,1209600,,,3F6HPJW4JD05YYBLF3KEKEB270D2WV,A2KNN0T650FQ01,Approved,,,73,100% (21/21),100% (21/21),0% (0/0),13860,android news website,,
$0.05,1,600,1209600,,,3DI28L7YXAE4SD7YBZQUTPUX8QUE1A,A3CUDF4JR3QTS4,Approved,,,301,100% (21/21),100% (21/21),0% (0/0),42956,"shar menu can shar with Facebook, Bluetooth and Messaging",,
$0.05,1,600,1209600,,,3BV8HQ2ZZW1W9MRJ100PS2VNVMC6A5,A12EE9K9VY7XXF,Approved,,,90,100% (28/28),100% (28/28),0% (0/0),48948,"Categories of restaurants, Filter",,
$0.05,1,600,1209600,,,3OUYGIZWR7Y8IFB6OU259WARH5Q0PE,A1JBSNWSI7VKQO,Approved,,,147,100% (20/20),100% (20/20),0% (0/0),15366,Woman log with some recommendations,,
$0.05,1,600,1209600,,,3FFJ6VRIL1OG1TO2BZCL0Z9FVRVI0K,A27GOFWHEHV758,Approved,,,75,100% (22/22),100% (22/22),0% (0/0),24341,user gauid for certain App,,
