Reward,MaxAssignments,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.id,Input.query,Input.gui_index_1,Input.gui_index_2,Input.gui_index_3,Input.gui_index_4,Input.gui_index_5,Input.gui_index_6,Input.gui_index_7,Input.gui_index_8,Input.gui_index_9,Input.gui_index_10,Input.gui_index_11,Input.gui_index_12,Input.gui_index_13,Input.gui_index_14,Input.gui_index_15,Answer.gui_1.0,Answer.gui_1.1,Answer.gui_1.2,Answer.gui_10.0,Answer.gui_10.1,Answer.gui_10.2,Answer.gui_11.0,Answer.gui_11.1,Answer.gui_11.2,Answer.gui_12.0,Answer.gui_12.1,Answer.gui_12.2,Answer.gui_13.0,Answer.gui_13.1,Answer.gui_13.2,Answer.gui_14.0,Answer.gui_14.1,Answer.gui_14.2,Answer.gui_15.0,Answer.gui_15.1,Answer.gui_15.2,Answer.gui_2.0,Answer.gui_2.1,Answer.gui_2.2,Answer.gui_3.0,Answer.gui_3.1,Answer.gui_3.2,Answer.gui_4.0,Answer.gui_4.1,Answer.gui_4.2,Answer.gui_5.0,Answer.gui_5.1,Answer.gui_5.2,Answer.gui_6.0,Answer.gui_6.1,Answer.gui_6.2,Answer.gui_7.0,Answer.gui_7.1,Answer.gui_7.2,Answer.gui_8.0,Answer.gui_8.1,Answer.gui_8.2,Answer.gui_9.0,Answer.gui_9.1,Answer.gui_9.2,Approve,Reject
$0.15,3,3600,1209600,,,3BF51CHDTVAG5YDI5HZ9T5S7E160H6,A15ZDCM9T6FXH3,Submitted,,1656,0% (0/0),0% (0/0),0% (0/0),36,bookmark,9332,61381,41408,57786,38945,37308,23769,2471,60130,2474,54010,11951,64925,224,41414,false,false,true,false,false,true,true,false,false,false,true,false,false,true,false,true,false,false,false,false,true,true,false,false,false,false,true,false,false,true,false,false,true,false,true,false,false,false,true,false,true,false,false,false,true,,
$0.15,3,3600,1209600,,,3C5W7UE9CFQAU2K4ZQ4TUONE5UQMXW,A1I579KWWA5IEO,Submitted,,1690,0% (0/0),0% (0/0),0% (0/0),36,bookmark,9332,61381,41408,57786,38945,37308,23769,2471,60130,2474,54010,11951,64925,224,41414,false,false,true,false,false,true,true,false,false,false,false,true,true,false,false,true,false,false,false,false,true,true,false,false,false,false,true,false,false,true,false,false,true,false,true,false,false,false,true,false,false,true,false,false,true,,
$0.15,3,3600,1209600,,,3IX2EGZR7BJ0WYS7NUL9PE990Q0RJ5,AXXA481XH6FKE,Approved,,704,100% (120/120),100% (120/120),100% (120/120),36,bookmark,9332,61381,41408,57786,38945,37308,23769,2471,60130,2474,54010,11951,64925,224,41414,false,false,true,false,false,true,true,false,false,false,false,true,true,false,false,true,false,false,false,false,true,true,false,false,false,false,true,false,false,true,false,false,true,true,false,false,false,false,true,false,false,true,false,false,true,,
$0.15,3,3600,1209600,,,3DQQ64TANGL1Q5CRH10Z993215XPWK,AXXA481XH6FKE,Submitted,,931,100% (120/120),100% (120/120),100% (120/120),384,Product description and shipping information,4151,19446,2097,30790,5128,4621,30794,23922,61478,4143,61473,55624,20518,61474,61475,false,false,true,true,false,false,false,true,false,false,true,false,true,false,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,true,false,false,true,false,,
$0.15,3,3600,1209600,,,3KB8R4ZV1E73PPLHJREGSMCPQQKGB9,A22TLF121MRXT1,Submitted,,1199,100% (11/11),100% (11/11),100% (11/11),384,Product description and shipping information,4151,19446,2097,30790,5128,4621,30794,23922,61478,4143,61473,55624,20518,61474,61475,false,false,true,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,true,false,false,false,false,true,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,true,false,false,true,false,false,,
$0.15,3,3600,1209600,,,3VFJCI1K4ZZQ5W26FO06S1HT8P0RG0,AYHIH9NTPYFLY,Submitted,,482,100% (1/1),100% (1/1),100% (1/1),384,Product description and shipping information,4151,19446,2097,30790,5128,4621,30794,23922,61478,4143,61473,55624,20518,61474,61475,true,false,false,true,false,false,false,true,false,false,true,false,true,false,false,false,true,false,true,false,false,false,true,false,false,false,true,false,true,false,false,false,true,false,true,false,false,true,false,false,false,true,false,true,false,,
$0.15,3,3600,1209600,,,3907X2AHF05FEPEK3HBSL2NDXY42PH,AXXA481XH6FKE,Approved,,1082,100% (120/120),100% (120/120),100% (120/120),198,"SOY LUNA MUSICA-Disney Channel Latin America, all shows and broadcast musical TV series",37235,37237,37236,37233,37232,37238,56991,31527,41716,42232,6257,60115,9015,35694,61463,false,false,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,true,false,false,true,false,false,true,false,false,,
$0.15,3,3600,1209600,,,3EF8EXOTT1VC3TTQP06UJNRWWVWJ1X,A2QZ3E3AEY887V,Approved,,52,100% (20/20),100% (20/20),100% (20/20),198,"SOY LUNA MUSICA-Disney Channel Latin America, all shows and broadcast musical TV series",37235,37237,37236,37233,37232,37238,56991,31527,41716,42232,6257,60115,9015,35694,61463,false,false,true,false,true,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,true,false,true,false,false,true,false,false,,
$0.15,3,3600,1209600,,,3EWIJTFFVO74LOMGFGR382VUMLE0EQ,A35AR7EP102IEV,Submitted,,1054,0% (0/0),0% (0/0),0% (0/0),198,"SOY LUNA MUSICA-Disney Channel Latin America, all shows and broadcast musical TV series",37235,37237,37236,37233,37232,37238,56991,31527,41716,42232,6257,60115,9015,35694,61463,false,false,true,false,true,false,false,true,false,false,false,true,false,true,false,false,true,false,true,false,false,false,false,true,false,true,false,false,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,false,true,,
$0.15,3,3600,1209600,,,3180JW2OT4CBRBU9QN86MD4D88E5J8,AXXA481XH6FKE,Approved,,801,100% (120/120),100% (120/120),100% (120/120),1,application submission screen for successfully submitted application,53044,30983,19857,3384,44087,19858,42944,24697,51615,42954,17348,61377,19226,65388,68456,false,true,false,false,true,false,false,true,false,true,false,false,true,false,false,false,true,false,true,false,false,false,true,false,true,false,false,false,true,false,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,,
$0.15,3,3600,1209600,,,3S3AMIZX3U5JNA3WV193XLFAVWIDC7,AYHIH9NTPYFLY,Submitted,,764,100% (1/1),100% (1/1),100% (1/1),1,application submission screen for successfully submitted application,53044,30983,19857,3384,44087,19858,42944,24697,51615,42954,17348,61377,19226,65388,68456,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,,
$0.15,3,3600,1209600,,,3Z4GS9HPNVAXUK7QD7Y6H7D08CG77B,A15ZDCM9T6FXH3,Submitted,,1002,0% (0/0),0% (0/0),0% (0/0),1,application submission screen for successfully submitted application,53044,30983,19857,3384,44087,19858,42944,24697,51615,42954,17348,61377,19226,65388,68456,true,false,false,false,true,false,false,true,false,true,false,false,false,true,false,false,true,false,true,false,false,false,true,false,true,false,false,false,true,false,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,,
$0.15,3,3600,1209600,,,3IAEQB9FMEKS1891CS949FMDNESWDV,A2AKNTBRMYZ95S,Submitted,,1952,0% (0/0),0% (0/0),0% (0/0),298,music,1506,58956,3351,58946,58945,70547,3352,15479,70546,47865,58955,70544,70533,53793,70539,false,false,true,true,false,false,false,true,false,false,true,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,true,false,false,false,true,false,false,true,false,,
$0.15,3,3600,1209600,,,3PDJHANYK5GBJ9ZX76FQ262YR5UH6S,A15ZDCM9T6FXH3,Submitted,,1608,0% (0/0),0% (0/0),0% (0/0),298,music,1506,58956,3351,58946,58945,70547,3352,15479,70546,47865,58955,70544,70533,53793,70539,false,false,true,true,false,false,false,false,true,false,false,true,false,false,true,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,true,false,false,false,true,,
$0.15,3,3600,1209600,,,3ZSANO2JCF7WSB6OJTUT0QMDTLUSFJ,AXXA481XH6FKE,Approved,,185,100% (120/120),100% (120/120),100% (120/120),298,music,1506,58956,3351,58946,58945,70547,3352,15479,70546,47865,58955,70544,70533,53793,70539,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,,
$0.15,3,3600,1209600,,,3P4RDNWND56N3ZPOX7R0BM8IDV1IJE,AXXA481XH6FKE,Approved,,3471,100% (120/120),100% (120/120),100% (120/120),192,side panel with share and settings,64805,16246,5803,50505,16250,69142,69146,16247,68962,8684,16249,58148,4825,16242,39596,false,false,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,,
$0.15,3,3600,1209600,,,3WETL7AQWT806XSKN2GJ66NOC4Z53P,A15ZDCM9T6FXH3,Submitted,,1607,0% (0/0),0% (0/0),0% (0/0),192,side panel with share and settings,64805,16246,5803,50505,16250,69142,69146,16247,68962,8684,16249,58148,4825,16242,39596,false,false,true,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,true,false,false,false,true,false,true,false,false,false,true,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,,
$0.15,3,3600,1209600,,,3X1FV8S5JXRIY3JNO85GTY6WTI1VGV,A22TLF121MRXT1,Submitted,,1235,100% (11/11),100% (11/11),100% (11/11),192,side panel with share and settings,64805,16246,5803,50505,16250,69142,69146,16247,68962,8684,16249,58148,4825,16242,39596,false,false,true,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,false,true,false,true,false,false,false,true,false,false,false,true,true,false,false,false,true,false,false,true,false,true,false,false,false,true,false,,
$0.15,3,3600,1209600,,,3DQQ64TANGL1Q5CRH10Z99321YZWPF,A33LIU53SVI55G,Submitted,,2064,0% (0/0),0% (0/0),0% (0/0),289,Timer with play button,32372,8150,11490,11489,3533,18992,47249,33084,18991,12654,60376,17912,63066,69747,63069,false,false,true,false,true,false,false,false,true,true,false,false,false,false,true,false,false,true,false,false,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,true,false,false,,
$0.15,3,3600,1209600,,,3I0BTBYZAXL2RT37FH3XF5NA4YMY08,ARJ7XWSK0Y8FJ,Submitted,,2349,0% (0/0),0% (0/0),0% (0/0),289,Timer with play button,32372,8150,11490,11489,3533,18992,47249,33084,18991,12654,60376,17912,63066,69747,63069,false,false,true,false,false,true,false,false,true,false,true,false,false,false,true,false,false,true,false,false,true,true,false,false,false,true,false,true,false,false,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,,
$0.15,3,3600,1209600,,,3NC5L260MOMHUJEVCCDKGLCCWW0OFR,AXXA481XH6FKE,Approved,,728,100% (120/120),100% (120/120),100% (120/120),289,Timer with play button,32372,8150,11490,11489,3533,18992,47249,33084,18991,12654,60376,17912,63066,69747,63069,false,false,true,true,false,false,true,false,false,false,true,false,false,true,false,true,false,false,false,false,true,true,false,false,false,true,false,false,true,false,false,false,true,false,false,true,false,true,false,true,false,false,false,true,false,,
$0.15,3,3600,1209600,,,35DR22AR5DK98GCUT8ZEYPE85ARX3N,AXXA481XH6FKE,Submitted,,293,100% (120/120),100% (120/120),100% (120/120),54,celebrity news,41197,8198,34949,13837,64845,54133,68818,48902,71379,68814,66386,16515,68816,50096,68811,false,false,true,false,true,false,true,false,false,true,false,false,false,true,false,true,false,false,false,true,false,true,false,false,false,false,true,true,false,false,false,false,true,false,true,false,false,true,false,false,true,false,true,false,false,,
$0.15,3,3600,1209600,,,3QHK8ZVMIMIJBHZIUIBW5EHXMUULBI,AFIK3VBMMX6G6,Approved,,60,100% (37/37),100% (37/37),100% (37/37),54,celebrity news,41197,8198,34949,13837,64845,54133,68818,48902,71379,68814,66386,16515,68816,50096,68811,false,true,false,false,true,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,true,false,true,false,false,,
$0.15,3,3600,1209600,,,3R2PKQ87NW8D47V9044SRE0ZHPGMI6,A3C2X1L5PVNNLV,Approved,,100,100% (8/8),100% (8/8),100% (8/8),54,celebrity news,41197,8198,34949,13837,64845,54133,68818,48902,71379,68814,66386,16515,68816,50096,68811,false,false,true,false,false,true,true,false,false,true,false,false,false,false,true,true,false,false,false,false,true,true,false,false,false,false,true,true,false,false,false,false,true,false,true,false,false,false,true,false,true,false,false,true,false,,
$0.15,3,3600,1209600,,,34X6J5FLPTY0KXD7AFW9KOZ44I3JQT,A22TLF121MRXT1,Submitted,,1225,100% (11/11),100% (11/11),100% (11/11),23,More options for user,65727,27059,27052,15880,39155,2274,67673,16134,27046,19707,31202,27058,58448,53100,2270,false,false,true,false,false,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,true,false,false,true,false,false,false,false,true,true,false,false,false,true,false,,
$0.15,3,3600,1209600,,,37W3JXSD668VZJ4S8OWIM0WE534WYB,A1PVNAXKDIW5K6,Submitted,,2361,0% (0/0),0% (0/0),0% (0/0),23,More options for user,65727,27059,27052,15880,39155,2274,67673,16134,27046,19707,31202,27058,58448,53100,2270,false,false,true,false,false,true,true,false,false,false,false,true,false,false,true,false,false,true,true,false,false,false,false,true,false,false,true,false,false,true,false,false,true,true,false,false,false,false,true,false,true,false,false,false,true,,
$0.15,3,3600,1209600,,,3OVHNO1VE61WV3E6NFTB8JGV4NKDZ4,AXXA481XH6FKE,Approved,,1052,100% (120/120),100% (120/120),100% (120/120),23,More options for user,65727,27059,27052,15880,39155,2274,67673,16134,27046,19707,31202,27058,58448,53100,2270,false,false,true,false,true,false,true,false,false,false,false,true,false,false,true,false,false,true,true,false,false,false,false,true,false,false,true,false,false,true,true,false,false,true,false,false,false,true,false,true,false,false,false,false,true,,
$0.15,3,3600,1209600,,,3AQF3RZ558IR5D8RCGRQZLQLBPFF6O,A15ZDCM9T6FXH3,Submitted,,1759,0% (0/0),0% (0/0),0% (0/0),50,"Delivery details input boxes for address and buttons for home, work or other",66919,66923,55571,15866,66920,55575,2005,51945,33699,43208,63115,50090,56435,51940,59549,false,false,true,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,true,false,false,false,false,true,false,true,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,true,false,false,,
$0.15,3,3600,1209600,,,3HL8HNGX451ENWAPANU2JVHN1XIF98,AXXA481XH6FKE,Approved,,2285,100% (120/120),100% (120/120),100% (120/120),50,"Delivery details input boxes for address and buttons for home, work or other",66919,66923,55571,15866,66920,55575,2005,51945,33699,43208,63115,50090,56435,51940,59549,false,false,true,true,false,false,false,true,false,false,true,false,true,false,false,true,false,false,true,false,false,false,false,true,false,true,false,true,false,false,true,false,false,false,true,false,false,true,false,true,false,false,true,false,false,,
$0.15,3,3600,1209600,,,3L2IS5HSFAIOVGB96M86NWDAGN9NU1,A22TLF121MRXT1,Submitted,,735,100% (11/11),100% (11/11),100% (11/11),50,"Delivery details input boxes for address and buttons for home, work or other",66919,66923,55571,15866,66920,55575,2005,51945,33699,43208,63115,50090,56435,51940,59549,false,false,true,true,false,false,false,false,true,false,false,true,true,false,false,true,false,false,true,false,false,false,false,true,false,false,true,true,false,false,false,true,false,false,false,true,false,true,false,true,false,false,true,false,false,,
$0.15,3,3600,1209600,,,37U1UTWH9VMBCHWOWQOI0O0VKF7R8M,AXXA481XH6FKE,Approved,,732,100% (120/120),100% (120/120),100% (120/120),60,page not found report with search bar and recent posts,10135,17092,37760,68039,64856,39648,23126,37759,35252,38234,5501,35242,68272,28647,65328,false,false,true,true,false,false,true,false,false,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,,
