id,query,ranked_guis
300,a panel app window with its points,"[56420, 30837, 19585, 53258, 29111, 30855, 44236, 18289, 14494, 14492, 43126, 53261, 24573, 36620, 20781, 52273, 14498, 70857, 25089, 3218, 32211, 35776, 46430, 3226, 44893, 52616, 46428, 14497, 23514, 52277, 25084]"
197,expense manager,"[67397, 35873, 36872, 67410, 12876, 12883, 67408, 67407, 16823, 8463, 12877, 67404, 67405, 35518, 8462, 12860, 12873, 12880, 43696, 43708, 49085, 29946, 24520, 5509, 67402, 43716, 67396, 67406, 15652, 67403, 48868]"
125,Months of a year from January to November with a radio button to choose,"[9559, 59581, 68559, 28181, 71521, 42781, 25408, 60445, 51056, 70036, 12409, 43422, 38724, 913, 59018, 57993, 1687, 45980, 67335, 49022, 11977, 10069, 15356, 60976, 50055, 61166, 28353, 65177, 65175, 53429, 15298]"
88,informative list contents,"[49771, 1867, 1870, 49766, 65532, 65523, 65528, 65522, 65529, 70936, 21223, 1286, 14054, 26954, 945, 45105, 64533, 60601, 55590, 31615, 21488, 60889, 65299, 40431, 31129, 65305, 60607, 55591, 40935, 60605, 53447]"
417,Gallery app with thumbnails overview,"[8522, 55542, 10428, 17806, 6964, 5907, 55540, 27544, 53431, 53780, 26675, 17802, 57579, 17800, 23417, 23905, 17799, 46959, 17807, 48754, 25989, 46961, 7525, 44253, 1555, 44787, 44256, 15270, 5161, 30772, 45705]"
136,A guy picture on a social network,"[31184, 31183, 69105, 44847, 618, 18442, 18443, 5873, 38591, 18432, 34410, 46286, 3328, 51001, 28831, 22820, 22816, 30447, 46806, 66136, 2678, 53530, 31853, 19654, 19667, 30439, 34414, 2686, 7632, 62840, 46313]"
319,page that display the questions  with options,"[4500, 50275, 7518, 50286, 4505, 7519, 59472, 59470, 2274, 52303, 54197, 45959, 52310, 66489, 61019, 32998, 65007, 2270, 61024, 45962, 44436, 45956, 18535, 60424, 32997, 974, 71647, 33289, 33287, 30245, 30849]"
454,Advertisment of FedEx,"[57904, 57899, 57903, 57900, 57901, 57907, 57898, 57897, 39664, 64610, 68629, 33753, 14416, 68224, 10569, 45256, 28977]"
47,Fashion dressing ideas with image overview,"[9802, 9798, 9800, 8522, 56782, 28568, 9797, 56785, 55542, 10428, 55540, 27544, 5907, 25989, 44253, 9799, 43614, 43613, 44256, 48754, 56781, 56784, 9553, 48736, 44257, 15739, 6798, 739, 740, 742, 9800]"
29,search bar with list of computer accessories categories,"[24158, 48074, 64303, 64305, 22645, 38404, 56623, 65653, 39453, 54531, 49639, 16665, 9978, 9970, 49641, 64454, 34836, 29676, 19113, 21770, 27118, 18215, 18224, 15865, 19677, 55523, 68271, 68281, 23265, 65656, 50895]"
90,Menstrual calendar with body temperature,"[14252, 22876, 14248, 65193, 33572, 35133, 35129, 35128, 35130, 44316, 47788, 34136, 47789, 47780, 34139, 396, 390, 384, 42316, 14253, 29312, 36575, 18966, 27345, 16983, 18965, 35037, 11316, 35039, 13692, 28339]"
26,Genesis + Book + Android,"[45340, 43288, 62592, 63039, 40933, 40924, 40929, 24453, 29549, 40927, 6383, 27400, 45335, 44576, 6389, 45333, 44581, 5660, 40932, 22281, 40833, 34198, 63707, 60652, 11815, 11820, 34374, 29546, 22280, 40834, 32448]"
75,best food recipes,"[70329, 21272, 8167, 8047, 14275, 40847, 13727, 60609, 60611, 60613, 13722, 29116, 60614, 9269, 35915, 42422, 27984, 12314, 30368, 44461, 31439, 6391, 5254, 68449, 13726, 65091, 29838, 12778, 23774, 32477, 45732]"
5,Selection of Doctor's Specialization,"[24069, 24079, 65902, 65898, 13200, 45730, 40250, 65907, 24076, 9131, 65904, 17225, 27091, 44732, 5775, 33768, 69913, 14662, 33161, 28214, 2433, 45925, 2742, 40309, 55978, 13780, 69327, 59685, 17656, 37176, 34401]"
298,music,"[3351, 70547, 70546, 58956, 70544, 70539, 58945, 15479, 36218, 70538, 58946, 70533, 3352, 58954, 65894, 58955, 53793, 36221, 70553, 36222, 3348, 47865, 66742, 53910, 58944, 21904, 21909, 5364, 17784, 17782, 1506]"
384,Product description and shipping information,"[2097, 4621, 5128, 19446, 61478, 61473, 55624, 61474, 61475, 46766, 25525, 36855, 20518, 45521, 4143, 36856, 45733, 32420, 1143, 25967, 52607, 32430, 32431, 32435, 27120, 27125, 32429, 62761, 32422, 32426, 4151]"
63,"option bar, multiple preview of data","[19704, 19707, 34569, 67673, 49456, 22596, 22591, 49336, 49332, 49344, 49338, 49335, 49334, 21880, 13306, 69708, 49333, 24375, 38513, 19983, 45394, 49872, 35897, 31172, 19988, 20057, 44603, 44605, 46190, 60209, 23868]"
179,"tourist app, discover world places, countries and cities","[46531, 63273, 5729, 2794, 54071, 66553, 62895, 66552, 10215, 20147, 62688, 33542, 40947, 61515, 60766, 62684, 44295, 20146, 9717, 52330, 62686, 56269, 35839, 54073, 12189, 20442, 20445, 40678, 10212, 62691, 5728]"
36,bookmark,"[61381, 41408, 38945, 57786, 37308, 60130, 2474, 2471, 11951, 54010, 224, 23769, 41414, 9990, 32768, 64925, 56739, 62742, 18448, 65294, 22208, 66750, 28617, 12844, 12836, 46383, 23669, 29550, 9982, 30553, 9332]"
272,add location by pinning the place,"[30809, 43558, 10610, 61696, 18975, 61692, 28150, 61703, 28124, 40686, 53393, 8574, 3920, 1469, 62872, 9914, 58770, 18976, 64888, 3924, 34544, 59525, 45909, 64897, 64892, 64891, 28931, 27242, 64895, 50394, 17342]"
168,"Expandable List item and Bottom Nav bar with Live, history, Stat, Check No. and More Items","[39561, 67017, 57276, 71973, 6005, 66142, 58855, 39861, 25280, 66671, 57289, 10746, 12215, 11346, 65240, 57280, 57274, 8748, 49538, 22727, 57272, 57449, 6006, 39548, 71970, 67016, 5763, 39868, 8876, 25281, 26913]"
80,Information with detailed explanation text of fitness exercises and a corresponding graphic,"[9110, 31807, 31810, 55881, 50739, 50754, 58734, 50750, 31803, 16379, 14056, 14059, 14060, 36501, 37964, 51152, 24306, 69984, 64121, 24302, 60764, 37963, 26180, 37316, 8252, 55879, 19332, 69974, 69988, 15991, 42594]"
21,near  important places,"[12189, 62895, 66553, 66552, 20147, 40947, 20146, 52330, 40678, 38746, 44269, 12394, 9909, 7384, 9834, 47302, 3813, 44267, 9177, 3370, 59525, 40688, 50379, 3367, 53387, 8576, 15689, 8575, 21666, 40679, 33755]"
416,login page,"[29481, 69952, 69548, 40127, 20071, 65007, 42005, 39998, 47741, 55885, 16241, 141, 30102, 71940, 65903, 15939, 1552, 22253, 35225, 20151, 16532, 6364, 29877, 44962, 33123, 67820, 38049, 24026, 30879, 22542, 54204]"
91,"weather details with temperature, pressure and relative humidity","[65452, 36325, 58875, 54919, 68010, 35327, 25852, 66930, 28760, 63695, 46540, 65446, 54924, 58863, 68011, 25849, 35320, 28349, 26022, 70129, 36308, 51071, 30705, 68462, 29312, 66929, 52296, 65450, 34111, 34107, 682]"
164,Overview over own accounts and the amount of money on them,"[8522, 27544, 55542, 10428, 55540, 5907, 38960, 25989, 44253, 20907, 10278, 48754, 69650, 44256, 44468, 52021, 64636, 4368, 44120, 9553, 60250, 48736, 69646, 64629, 70291, 16817, 33759, 41622, 5918, 23501, 13111]"
1,application submission screen for successfully submitted application,"[19857, 19858, 3384, 42944, 51615, 61377, 42954, 68456, 51503, 51511, 67493, 17331, 7722, 10135, 6241, 56937, 26930, 23391, 24271, 68429, 56202, 8324, 32922, 21800, 22617, 54044, 71166, 62729, 7657, 6483, 53044]"
275,summery  of a questionnaire,"[60569, 28365, 35826, 35469, 35466, 54361, 58940, 60571, 28366, 35461, 35811, 58942, 54360, 43243, 43247, 44379, 42098, 43249, 43556, 28768, 2886, 43248, 51784, 51775, 58274, 2887, 28770, 51781, 51780, 51777, 41735]"
117,Media with no search results,"[42434, 42466, 42455, 42462, 42463, 42453, 42450, 61555, 14771, 42451, 14775, 14778, 42442, 28539, 42458, 14777, 20890, 28546, 14769, 33825, 44443, 42447, 49796, 65192, 39552, 10600, 66668, 15871, 39545, 7746, 32286]"
453,turkish car sales website,"[14026, 14023, 11854, 11855, 8273, 8261, 48087, 43041, 19643, 14019, 8272, 8262, 37059, 8276, 14020, 65270, 65281, 11850, 26691, 48094, 42621, 71426, 33440, 59825, 1170, 45903, 39011, 59842, 15658, 39010, 24320]"
8,shopping app with item weight description,"[4186, 69527, 4183, 35127, 8170, 55532, 70143, 4188, 10423, 70149, 19345, 71578, 8052, 46567, 123, 21282, 19178, 69521, 122, 19181, 17354, 55219, 121, 8358, 31436, 69534, 68402, 70137, 130, 59831, 20618]"
305,strike count threshold with disabling  feature and limits ranging from 1 to 50,"[31392, 44053, 62782, 62780, 66994, 66993, 66984, 38382, 49520, 49525, 49013, 28265, 38384, 62776, 28267, 36854, 48389, 31864, 31851, 14464, 34398, 40992, 29862, 5305, 40990, 48395, 41965, 29063, 38402, 39468, 62782]"
205,choise of interest,"[41176, 9290, 9292, 31253, 31261, 10113, 1627, 62106, 62104, 66440, 31256, 9281, 9286, 4296, 65473, 2194, 31258, 31271, 62098, 50321, 2849, 2853, 36336, 57563, 60001, 60003, 42281, 18383, 42283, 64825, 5725]"
85,open with notification with paly store or browser,"[33769, 54834, 3777, 29842, 25974, 26474, 61816, 51276, 50903, 59823, 63781, 3804, 59830, 34733, 59845, 55544, 55550, 30798, 53881, 10483, 55545, 6881, 61626, 71046, 50898, 34721, 3797, 66347, 66338, 54137, 28811]"
152,directory for saving contact information of various establishments,"[33303, 29382, 907, 25982, 55708, 908, 66228, 46777, 11921, 29376, 6861, 4205, 29981, 59935, 59279, 3372, 53276, 59363, 48378, 66979, 6022, 30009, 41333, 48369, 29729, 65854, 66298, 10156, 66289, 56590, 61559]"
260,Chinese salad recipes,"[8047, 8167, 70329, 21272, 14275, 70038, 60444, 12314, 6391, 30057, 6394, 29838, 59927, 56501, 17378, 70039, 12321, 29833, 56509, 29841, 12315, 56496, 27558, 59829, 59837, 23448, 43426, 29840, 52076, 4669, 6394]"
116,weight loss foods blog,"[3414, 8365, 3415, 8346, 23128, 8363, 23141, 23129, 52137, 51764, 59311, 23131, 8339, 35127, 58724, 47003, 132, 20122, 20121, 29775, 70143, 122, 48754, 70149, 135, 71578, 123, 121, 46567, 112, 68510]"
211,Libary list with the united states of america,"[70758, 39943, 39937, 35165, 29333, 61139, 55643, 67427, 30382, 42908, 30380, 9307, 63830, 30381, 51608, 51606, 54446, 40728, 11521, 42113, 54445, 13672, 45551, 45435, 25055, 59357, 53391, 71081, 10192, 16661, 39940]"
226,pop up ads,"[62738, 32771, 56761, 5883, 9810, 10281, 14378, 14374, 52107, 56749, 56778, 40304, 53672, 41586, 14372, 9030, 70509, 66936, 66935, 66940, 58556, 9025, 33114, 33120, 33119, 33112, 67090, 67079, 47727, 66937, 28890]"
49,Mobile Home Screen Background,"[52770, 64821, 18821, 4395, 7783, 7601, 4396, 35338, 39114, 28763, 43272, 47474, 41770, 4401, 54984, 13947, 43237, 46396, 45674, 7788, 4406, 4448, 7782, 20593, 39093, 16634, 65640, 7344, 15531, 1200, 31772]"
74,"Shop for Men's,Women's and Kids","[53487, 3507, 53544, 9506, 23941, 53540, 22034, 4326, 18147, 39575, 3495, 33044, 3526, 19033, 2453, 11267, 9505, 14300, 67659, 20572, 26093, 11416, 59450, 1478, 48135, 12421, 56472, 12424, 15613, 25929, 34152]"
24,"create, search or download anime girls images","[57208, 38776, 57209, 57552, 39119, 40153, 37654, 39116, 1616, 40156, 41416, 37655, 39114, 57210, 24769, 35910, 71453, 57441, 57436, 39115, 57437, 57440, 57435, 51537, 15145, 38633, 38622, 50530, 62988, 50639, 31677]"
54,celebrity news,"[8198, 34949, 54133, 71379, 68818, 16515, 64845, 68811, 1565, 43051, 68814, 68816, 1570, 18870, 43821, 43824, 51821, 1575, 10545, 51825, 42415, 10232, 42416, 16508, 31069, 36586, 68813, 10970, 50834, 67053, 41197]"
285,screen with sample movies and information on recording with SnapMovie,"[19996, 29107, 27889, 27890, 71014, 18719, 65053, 20162, 65944, 44941, 44923, 20161, 6138, 20157, 56358, 56362, 68394, 13385, 14676, 65335, 35355, 49495, 32555, 15199, 21956, 21960, 23149, 6144, 40858, 23150, 19996]"
365,Ui for user profile,"[40348, 40346, 2835, 1592, 1583, 39237, 3701, 17151, 27614, 15934, 40818, 40349, 15312, 15042, 39571, 48355, 41623, 31046, 41180, 62963, 12167, 34408, 52509, 10203, 19435, 4134, 52510, 11502, 19673, 27052, 34040]"
109,sports news overview,"[8522, 55542, 10428, 55540, 27544, 5907, 57889, 25989, 44253, 25066, 48754, 44256, 57896, 9553, 48736, 6798, 8775, 55539, 44257, 46169, 55534, 54133, 42852, 44805, 57054, 4185, 71379, 68818, 16515, 28166, 21660]"
3,home appliances,"[30791, 1085, 1087, 67153, 68770, 9286, 9281, 17689, 66317, 66313, 66310, 58913, 66314, 28271, 66307, 66309, 1774, 71129, 9285, 72042, 36302, 66300, 66299, 67821, 17177, 30400, 27082, 43332, 54838, 54832, 53473]"
7,"diaper-magen with style, color and texture","[64210, 64203, 16980, 27148, 50983, 54835, 59802, 59800, 54831, 18240, 65513, 54837, 54854, 1959, 27135, 33037, 54840, 72139, 65510, 72138, 69720, 72143, 65514, 26169, 72135, 54375, 64529, 48112, 57154, 57501, 37086]"
187,File explorer with recently accessed image files sorted chronologically,"[54839, 47520, 54836, 54739, 47515, 38026, 18786, 54738, 17087, 17083, 15908, 18784, 18781, 67971, 23988, 23983, 31167, 18782, 6213, 47054, 27164, 23981, 15458, 15453, 27860, 54379, 24563, 54845, 54374, 23982, 52282]"
324,Sending Email to Selected Recipient's,"[35287, 35288, 35285, 52796, 67139, 6889, 46655, 61680, 61895, 64858, 48806, 38723, 49173, 6230, 62150, 4338, 46656, 46654, 46660, 51498, 46659, 46666, 46664, 4339, 38623, 38630, 61906, 38627, 24560, 24557, 40342]"
54,Information with sharing and saving option,"[55986, 57917, 33303, 62888, 50410, 36879, 19704, 19707, 34569, 67673, 25982, 49336, 49332, 49344, 31172, 49338, 49335, 49334, 21880, 49333, 24375, 38513, 45394, 44605, 44603, 46190, 60209, 68388, 23116, 67771, 53446]"
457,Management,"[71743, 31741, 1389, 10425, 55535, 55533, 10430, 63783, 24167, 37986, 8470, 6855, 63779, 16548, 15496, 8776, 59228, 72195, 38782, 13252, 39079, 54308, 47812, 54685, 41562, 46919, 24357, 39473, 23808, 23764, 62831]"
27,Navigation Drawer,"[8594, 66337, 71117, 12103, 21121, 44916, 64443, 22112, 33818, 1942, 12110, 24979, 33039, 64438, 65774, 44279, 8725, 12105, 70759, 49834, 26239, 7162, 12112, 13649, 37943, 18494, 297, 68087, 7285, 41555, 33826]"
60,page not found report with search bar and recent posts,"[37760, 39648, 37759, 35252, 35242, 65328, 38230, 38231, 9227, 43019, 36413, 9233, 38337, 38224, 43020, 8850, 24144, 35930, 59489, 38340, 9558, 5208, 48013, 1789, 9228, 38323, 57068, 5213, 38236, 65947, 10135]"
126,android news website,"[16515, 1570, 54133, 16512, 5456, 33440, 71379, 16516, 68818, 1565, 16508, 33438, 33441, 1575, 46880, 68811, 43051, 68814, 68816, 57130, 28756, 33436, 49622, 44567, 44568, 24471, 18870, 43821, 14604, 10794, 13860]"
198,"SOY LUNA MUSICA-Disney Channel Latin America, all shows and broadcast musical TV series","[37237, 37235, 37236, 37232, 37233, 37238, 41716, 60115, 61463, 11384, 70058, 3989, 3991, 70056, 29636, 3987, 3996, 6027, 61465, 3997, 3992, 3999, 6032, 3990, 3993, 20363, 3994, 5143, 3559, 7412, 37235]"
462,"Menu bar with change platform, home, squad builder, consumables, tax calculator, TOTW and about","[26326, 26335, 26333, 26334, 67408, 67409, 42168, 20594, 26771, 43501, 20602, 34181, 62788, 52617, 49397, 66599, 26337, 66603, 11985, 46604, 11462, 26330, 26332, 32400, 15658, 11457, 35283, 10687, 64802, 22487, 26337]"
32,Pop up share area of an online shop,"[62738, 32771, 56761, 14553, 39575, 5883, 9810, 20634, 42733, 31100, 14300, 20632, 56472, 56464, 31101, 9506, 1281, 56407, 31098, 31099, 59450, 1478, 53544, 10281, 14378, 20291, 53540, 42742, 48095, 35613, 26099]"
19,UI for share and add location screen,"[40348, 40346, 39237, 22080, 40349, 67073, 15312, 67072, 41623, 12167, 12162, 39571, 12355, 52054, 66288, 40354, 60551, 68076, 18857, 68095, 49997, 68647, 40359, 43193, 43184, 7653, 8525, 39569, 47363, 68097, 22076]"
221,pay screen for adding money into a paytm account,"[49956, 1102, 1115, 1111, 49209, 44468, 64629, 10278, 38960, 29719, 69650, 44471, 64636, 20807, 69653, 69654, 38781, 22414, 999, 38784, 41679, 46080, 69646, 60560, 31145, 70291, 44120, 69642, 20941, 20951, 1102]"
68,Healthy Food options to add in daily Plan,"[41103, 57637, 57626, 13727, 13722, 27984, 60609, 60611, 60613, 71635, 40847, 62160, 71634, 4365, 60614, 57634, 25639, 63152, 47374, 13726, 5254, 30368, 44461, 2677, 42792, 42793, 68449, 9336, 9335, 66538, 30133]"
141,a screen with information about particular app,"[5674, 6022, 66979, 41333, 29729, 67334, 29727, 3013, 18821, 47400, 7601, 45674, 48852, 38506, 62560, 25035, 10834, 46697, 11152, 30907, 51111, 40525, 57846, 25421, 43988, 32143, 8653, 22111, 61110, 56795, 3951]"
12,Hushed-Login this app......you enter a new world of foods,"[8365, 8346, 8363, 8339, 34390, 56659, 60614, 31693, 53883, 57016, 28001, 20714, 60611, 17024, 60613, 59519, 68765, 34314, 60609, 12036, 31689, 23654, 46223, 38311, 54535, 44062, 58266, 43473, 35072, 5882, 34202]"
375,Using our advanced ovulation calculator online is the most reliable way of knowing your ovulation date,"[16992, 16993, 16989, 16991, 16990, 22879, 1729, 1733, 16982, 16988, 16984, 16983, 1732, 16987, 16986, 61115, 61118, 61983, 44016, 44013, 20602, 20594, 16985, 44014, 69900, 67409, 22892, 65124, 49397, 22891, 16992]"
203,flight preferences San Francisco to New York and search tickets button,"[24379, 17099, 44802, 3040, 28796, 2631, 57686, 28089, 24370, 12644, 12639, 385, 36090, 65909, 63832, 52228, 375, 383, 386, 3042, 3039, 57675, 57679, 43852, 55639, 10386, 40728, 12642, 44406, 44386, 2720]"
430,Period and fertility forecast with cycle length,"[49455, 11639, 11644, 72043, 8101, 24950, 15364, 4517, 16961, 28330, 57145, 60075, 11318, 29716, 69882, 16960, 11636, 865, 44016, 72041, 4521, 29722, 29726, 57138, 11329, 4522, 22896, 15359, 50138, 28308, 15359]"
299,Map for atms,"[35453, 11939, 11933, 13357, 11932, 11935, 66118, 11934, 52816, 11938, 57046, 40438, 7084, 70756, 60544, 24475, 881, 13259, 49502, 2754, 13160, 61043, 48325, 62605, 70772, 49500, 24472, 2757, 230, 70776, 66118]"
