id,query,ranked_guis
396,Womens sexual healthcare,"[3526, 23926, 23923, 42342, 11980, 59078, 60471, 16987, 37986, 39758, 34420, 57463, 62129, 10868, 56294, 36956, 4312, 65655, 19792, 10842, 10861, 19798, 32531, 3976, 10841, 42972, 42974, 42973, 32526, 40521, 22864]"
99,Sign-in with Facebook data in which name or email address included,"[58933, 58921, 34029, 34017, 7140, 63986, 66551, 44144, 37145, 12171, 45993, 7504, 64580, 16346, 12220, 60043, 12160, 54474, 62908, 65661, 47023, 52124, 69417, 57816, 7339, 60077, 62256, 4569, 36127, 29118, 36127]"
314,old facebook sign up page,"[63504, 15869, 44308, 49403, 20811, 16571, 58600, 59392, 28156, 45552, 45557, 33058, 45555, 58095, 11748, 7709, 7705, 7302, 44607, 2915, 32066, 17845, 26012, 16355, 45861, 49983, 8723, 23573, 40172, 40897, 50769]"
285,Text insert with keyboard,"[40907, 17543, 40917, 30925, 43040, 11268, 51571, 14572, 28007, 14568, 58427, 60197, 16917, 6260, 32634, 32633, 51162, 63587, 55264, 51163, 53720, 6673, 53721, 54504, 27553, 34261, 63594, 42873, 25523, 12532, 33506]"
154,Settings with regionbnews,"[9236, 9231, 58835, 1354, 23768, 41183, 9221, 36132, 67382, 9224, 22638, 23467, 45323, 9230, 9241, 9222, 1380, 33395, 45545, 2669, 48391, 13555, 51265, 9229, 64169, 43302, 7086, 54070, 56259, 17774, 49255]"
134,start screen,"[3758, 52932, 22520, 43943, 47317, 64142, 19087, 57338, 59618, 62837, 53696, 4963, 12754, 30167, 3588, 29931, 26827, 41945, 18229, 55167, 55309, 30710, 26444, 5200, 14238, 52377, 33236, 47432, 50626, 56055, 39774]"
353,Search icon with Menu and Chat Icon and advertisement,"[4704, 71915, 15657, 39687, 8558, 52282, 48542, 63048, 68128, 12422, 64833, 32196, 52778, 59520, 24909, 63085, 40314, 44870, 59578, 19897, 13449, 45902, 34794, 30160, 68123, 1348, 53475, 62522, 56833, 22906, 30371]"
82,sign up with email,"[23275, 28252, 18963, 65962, 36857, 20107, 35995, 3730, 20432, 26268, 47884, 54269, 34371, 10625, 64349, 4451, 70153, 51011, 25306, 26267, 16662, 24155, 49403, 45409, 4513, 13460, 7361, 27914, 7648, 36230, 31541]"
109,sign up with welcome Bonus,"[66116, 34735, 63918, 21435, 34729, 36001, 34739, 63920, 53432, 46962, 53421, 63931, 36003, 53258, 13705, 13707, 41205, 34716, 15879, 37905, 10119, 1851, 25830, 12637, 12635, 57576, 69674, 51011, 21439, 60114, 34735]"
16,It display the Map with search bar,"[65263, 49178, 32239, 32246, 25788, 60991, 58552, 43743, 52129, 46881, 54527, 62878, 14689, 29647, 30729, 70525, 70696, 49670, 18978, 70627, 32017, 48961, 27318, 63372, 53785, 68851, 63069, 31871, 29654, 53783, 61599]"
115,page contaion the current and saved location,"[52470, 49097, 21684, 67073, 27469, 33481, 43927, 32437, 28931, 20962, 32592, 32595, 59852, 63238, 21790, 6479, 44595, 57618, 45706, 29798, 15187, 20958, 55048, 33488, 28911, 71405, 32423, 32432, 43918, 54559, 58357]"
295,Details about cards and numbers,"[3813, 46272, 23855, 69647, 46278, 24541, 31170, 47042, 40864, 13354, 37517, 13112, 47486, 13102, 50400, 3769, 23854, 50395, 38191, 13101, 63748, 10299, 25084, 13359, 58203, 20999, 33315, 62634, 22557, 13065, 43707]"
65,App for jokes and funny image posting,"[19736, 53352, 22469, 22465, 28424, 28425, 53353, 22468, 19735, 49054, 22467, 50890, 33897, 22466, 56286, 55885, 6579, 57835, 17135, 29408, 12986, 12386, 6193, 57844, 36496, 36495, 6194, 36002, 54575, 64611, 53353]"
5,screen with select single answer,"[30052, 30051, 30058, 9961, 2920, 66895, 2937, 20786, 20787, 12845, 33248, 38655, 52811, 32954, 60333, 24549, 57032, 24548, 38656, 45671, 45679, 22529, 42968, 15940, 22548, 32963, 22530, 66898, 30048, 578, 37856]"
379,terms of chocoapp,"[45906, 4060, 7934, 17719, 68263, 10815, 15303, 19564, 3525, 8291, 31617, 68772, 8548, 23699, 17720, 2498, 28092, 55254, 35974, 61078, 48459, 38282, 42708, 17538, 38284, 37511, 38285, 66056, 55808, 8488, 45906]"
234,a sreen to enter the personal details,"[7033, 20780, 31142, 58129, 15665, 20785, 32505, 68242, 19978, 50422, 33244, 48806, 43735, 42443, 42456, 53681, 67766, 50399, 11960, 5373, 18502, 35971, 44015, 32434, 32438, 66874, 38723, 49365, 2783, 42445, 27474]"
3,Price comparison application showing discounts and chash back,"[60875, 53767, 61750, 61758, 61757, 60882, 59311, 61768, 17357, 71646, 58744, 34863, 20301, 54788, 11851, 60866, 40633, 40650, 25440, 54810, 54805, 53607, 40643, 40642, 60870, 59094, 11854, 40653, 36598, 31066, 6928]"
237,Account creation with selection menu,"[12179, 23797, 7146, 13200, 40253, 1765, 6792, 10221, 23795, 59731, 100, 39148, 40342, 24646, 6986, 49281, 8354, 69327, 59738, 29272, 108, 23602, 45730, 101, 27544, 7600, 49652, 2469, 20034, 69716, 23798]"
18,alarm,"[70077, 37140, 70076, 7397, 66744, 39501, 4399, 1199, 56055, 20279, 1201, 61405, 61409, 1869, 63252, 33936, 56069, 1877, 16065, 45208, 35931, 58608, 57386, 551, 13428, 1873, 35918, 45211, 56063, 20331, 35918]"
84,RN Mentor Quiz,"[54284, 54288, 54287, 54290, 54283, 53108, 54282, 54289, 53106, 4502, 53102, 53103, 3205, 5645, 54281, 11964, 5654, 5465, 27605, 27621, 27607, 27630, 60684, 45692, 60683, 41551, 5464, 5649, 27624, 693, 54284]"
318,In car USB connection with eService and UVO,"[16458, 21114, 62293, 16457, 18245, 18263, 18246, 41364, 19564, 65271, 4197, 18250, 598, 8268, 18247, 48291, 13750, 13749, 18249, 5989, 17717, 62451, 62519, 18257, 8470, 19165, 66150, 53478, 14583, 15129, 19566]"
144,List of blocked accounts and contacts,"[63860, 35058, 27392, 3444, 44158, 44159, 44156, 16612, 47738, 44152, 44153, 44151, 1061, 55417, 48823, 44155, 44157, 40890, 44161, 57193, 57178, 63748, 66872, 3452, 37716, 50845, 32472, 35577, 2594, 36439, 35058]"
154,menu to choose between different options for organising ebooks,"[26308, 5517, 3908, 47521, 1250, 70982, 22082, 32549, 3918, 39934, 44864, 32551, 19705, 32544, 4476, 70976, 32554, 70981, 65220, 60557, 54566, 65774, 22224, 39944, 15121, 51369, 37149, 785, 43521, 32133, 5231]"
413,adjust actions in the settings,"[65783, 549, 43382, 35185, 22351, 62611, 41138, 12252, 53087, 11371, 3929, 62887, 65791, 1250, 3026, 16649, 56969, 66279, 56957, 50987, 56961, 47567, 68134, 64342, 56956, 64343, 3967, 66284, 66283, 45485, 41466]"
159,Country code listing,"[7952, 7953, 2967, 64212, 37446, 15952, 1777, 65818, 65800, 70736, 33194, 11971, 70727, 1073, 22481, 53875, 58653, 45655, 48288, 66370, 35216, 35221, 35219, 24161, 24166, 5864, 43812, 42394, 49284, 33193, 7300]"
94,sign up for baby care,"[41640, 57489, 37815, 69353, 37819, 47691, 37817, 36673, 47706, 36680, 36348, 36679, 21228, 34857, 41630, 57488, 58269, 47696, 47694, 36676, 36678, 1320, 1071, 1070, 36681, 36671, 37229, 52123, 3593, 36665, 52122]"
141,Searching Engine with search bar for phrases starting with How to,"[24786, 12968, 40970, 18252, 6371, 55690, 18256, 18251, 65470, 12744, 65467, 26139, 64421, 32767, 43245, 63226, 36091, 18263, 12752, 55433, 2836, 27831, 18245, 14191, 38947, 52904, 31781, 11164, 65275, 52906, 26423]"
81,search location,"[50622, 50635, 28541, 28268, 2703, 4176, 12142, 9133, 9136, 55489, 9137, 9139, 70510, 28543, 58770, 64021, 22148, 7271, 37789, 2696, 62732, 16486, 14177, 49959, 11838, 61569, 21519, 71239, 3739, 17103, 52330]"
316,list with favorite button and Ads bar,"[17489, 19113, 2276, 55581, 447, 12008, 18165, 33242, 69278, 44345, 30729, 69265, 69261, 33802, 33805, 18215, 47349, 47347, 43245, 18224, 4685, 11270, 68119, 33804, 47350, 35, 13496, 69257, 61160, 54317, 21912]"
95,weather and forecasting app with weather station selection,"[52328, 56692, 56701, 17333, 19233, 6636, 68434, 23399, 54277, 65396, 53210, 72192, 28190, 10389, 27790, 16485, 4751, 31422, 56946, 1028, 64018, 25040, 39485, 7265, 4748, 19225, 39486, 68438, 17344, 56943, 56692]"
140,video editor,"[63264, 27481, 27482, 60343, 26415, 60347, 27478, 53012, 63716, 16, 63266, 60346, 29904, 57104, 27479, 31950, 71156, 31946, 27484, 27485, 32410, 60344, 27480, 31952, 31948, 31949, 53007, 53003, 27477, 31951, 18234]"
229,"buy item, image recorder, ads","[71653, 35378, 1189, 14408, 71650, 14414, 14409, 40672, 44849, 40673, 57352, 20538, 14412, 58003, 58014, 66099, 20539, 58009, 20534, 57996, 23148, 15927, 69344, 52575, 1155, 23672, 69397, 63083, 14411, 42200, 40061]"
80,web advertising for an app with continue and skip button,"[29751, 49433, 62579, 19838, 20882, 71177, 25582, 44916, 1942, 29515, 57480, 69734, 1590, 13568, 43988, 61110, 31593, 40525, 57846, 8653, 25421, 54029, 32143, 20879, 53060, 25922, 23789, 25589, 60327, 1488, 1942]"
189,Collapsible and Expandable List with Navigation bar and Fix Header,"[30076, 30075, 30078, 70696, 24519, 43045, 24072, 18296, 49343, 4853, 26304, 18278, 54270, 46742, 49304, 15537, 30834, 19851, 19426, 43579, 30846, 24722, 24079, 18293, 24069, 18281, 30850, 59605, 30847, 14869, 3183]"
275,Mobile Bible Reader Application,"[61392, 55590, 45806, 45805, 61822, 61391, 27507, 34373, 27508, 67896, 23514, 45802, 27517, 45808, 45803, 27516, 27518, 23523, 53029, 27512, 27514, 34381, 34388, 23518, 44657, 61824, 27506, 54721, 23519, 16575, 12789]"
333,Japanese anime books and ads,"[26793, 22204, 57552, 54888, 1616, 22219, 61351, 39171, 39173, 40153, 40156, 25397, 22203, 41793, 22205, 57209, 40758, 22207, 66371, 7227, 45340, 22206, 65, 10274, 14570, 35602, 1617, 24712, 59728, 39588, 50541]"
427,food and restaurants list,"[31527, 66329, 6730, 48955, 48948, 30295, 64586, 69607, 6728, 64587, 69606, 24745, 30289, 69605, 11231, 56267, 48169, 50479, 71874, 50091, 30299, 21520, 50079, 64583, 30298, 42034, 7882, 7896, 7895, 30301, 66329]"
372,downloading the image with brief dscription,"[65502, 65500, 68811, 68818, 68814, 68816, 22321, 49791, 49792, 38387, 42715, 38396, 63577, 11061, 38399, 11059, 38397, 11065, 1871, 1203, 8950, 16067, 21297, 12281, 38392, 21999, 39244, 25729, 42848, 12586, 68091]"
8,top world news,"[17016, 13190, 20714, 52844, 17024, 68765, 68865, 68874, 45532, 55604, 24925, 24927, 36173, 7751, 24928, 7746, 38178, 56182, 38172, 9487, 13188, 67051, 29016, 24926, 29637, 29015, 7744, 42747, 44558, 17021, 5167]"
81,Model Selection,"[24027, 30037, 24037, 24048, 45159, 24042, 3856, 23601, 3294, 18248, 68730, 8382, 40998, 24036, 24038, 66158, 34180, 45573, 60868, 44665, 11849, 44669, 45158, 66167, 44675, 44667, 70661, 65281, 66169, 24029, 4616]"
366,Search with search results,"[42462, 42466, 42455, 42434, 65192, 42450, 42453, 14775, 14778, 42463, 14771, 14769, 42447, 33825, 42451, 42442, 42458, 14777, 28539, 28546, 61555, 20890, 28547, 10600, 14767, 14774, 28549, 28540, 15336, 71621, 52196]"
246,Settings menu,"[22567, 11062, 235, 38342, 234, 10775, 18593, 12105, 63700, 25311, 8951, 53087, 41138, 12252, 35771, 61571, 51002, 58800, 58804, 43661, 11110, 58551, 876, 61044, 49504, 10261, 25783, 3753, 41608, 60996, 1217]"
59,selecting different devices,"[43361, 58541, 4366, 44889, 15546, 14110, 42929, 4934, 71875, 40225, 26236, 65656, 31435, 66150, 54529, 57288, 10743, 8749, 48311, 69744, 54527, 14579, 45139, 46102, 70831, 59461, 27592, 46843, 12710, 4162, 39281]"
57,Microsoft corp with stock,"[34629, 40606, 5196, 18111, 5192, 23701, 69182, 30460, 63167, 18106, 63166, 5194, 34633, 55064, 71326, 22432, 69183, 16051, 58967, 33354, 43055, 5176, 55062, 36450, 42290, 15155, 7740, 7409, 30461, 3172, 30461]"
112,latest keypad themes,"[42980, 20858, 54715, 3441, 43322, 18565, 41268, 62582, 12740, 12738, 41266, 4625, 70112, 8976, 8975, 8986, 34258, 3432, 8977, 43310, 32389, 57825, 48368, 32384, 32383, 42923, 3431, 32390, 43303, 50950, 21480]"
233,PitchLab,"[27642, 27641, 72218, 24197, 24207, 24206, 24205, 24204, 24203, 24202, 24201, 24200, 24199, 24198, 24196, 24209, 24195, 24194, 24193, 24192, 24191, 24190, 24189, 24188, 24187, 24186, 24185, 24184, 24208, 24211, 27641]"
241,feedback bar in PayNearMe,"[53867, 53872, 53866, 49670, 48964, 48966, 48970, 48965, 53871, 48961, 48971, 29384, 36747, 48972, 18582, 26161, 9978, 9970, 33757, 48962, 19113, 23265, 17489, 48968, 67670, 53868, 21770, 18224, 6210, 27429, 53870]"
150,"search bar with results in Science, Textbook Solutions and Online Tuition","[42111, 26314, 58433, 42100, 58439, 9963, 9954, 9965, 60206, 36467, 71639, 71646, 26318, 6305, 48966, 71640, 46769, 53040, 39770, 48970, 48961, 60177, 43367, 35781, 37986, 26785, 20457, 30732, 42462, 42466, 42111]"
76,cheese,"[42425, 44867, 34872, 7926, 50074, 65086, 34583, 21276, 41641, 41642, 42420, 50481, 50495, 21257, 23369, 52091, 44455, 48390, 21256, 52107, 23378, 52081, 48383, 52099, 52090, 52100, 43418, 50089, 22985, 34131, 64438]"
298,cell phone storage structure,"[34809, 38042, 34813, 34805, 26909, 42926, 40143, 26910, 21878, 56016, 15516, 45992, 58289, 20544, 35854, 22078, 38510, 64537, 56047, 60452, 35220, 53234, 39970, 67861, 60449, 61615, 14299, 67750, 30648, 44699, 62027]"
248,"book reader with ""Become a Member"" button","[40690, 40693, 40696, 36925, 69503, 40932, 12270, 44373, 5606, 34341, 40930, 40937, 58024, 5605, 52623, 52619, 16578, 5607, 4377, 41158, 31001, 11365, 7227, 56497, 545, 52620, 40924, 24453, 52618, 34332, 40696]"
123,weather application screen's side menu,"[4748, 19225, 17344, 39486, 68438, 56943, 54279, 23390, 39485, 17333, 19233, 23399, 6636, 68434, 65396, 54277, 72192, 28190, 53210, 10389, 27790, 4751, 16485, 31422, 56946, 24270, 25040, 1028, 64018, 58358, 51829]"
130,Trivago-Threats of pandemic and climate change an 'opportunity' to enhance local travel,"[51881, 30099, 56158, 31390, 42925, 40104, 56106, 16162, 61594, 16161, 72070, 16160, 16159, 62851, 45132, 37266, 27489, 6832, 28282, 21922, 21921, 40096, 66987, 56576, 18982, 47837, 33755, 15148, 44782, 68163, 33084]"
110,podcast episode screen with download option,"[37192, 37186, 37189, 37191, 37193, 37196, 3553, 3558, 3560, 500, 488, 55389, 63188, 47138, 495, 3568, 3552, 5069, 5068, 5070, 5076, 3557, 42842, 20426, 3564, 1556, 55350, 487, 34363, 485, 47138]"
33,information description with login button,"[32639, 42470, 54897, 71511, 49652, 16266, 20931, 46884, 69716, 51732, 70405, 72182, 71135, 48853, 3430, 61842, 61840, 43299, 51733, 59651, 66511, 27758, 65912, 46981, 51727, 66654, 52034, 59808, 35053, 57684, 13352]"
227,Menu for a music player app with ten different buttons,"[31293, 43239, 43238, 17787, 38811, 17777, 13660, 17779, 49411, 55482, 13661, 42306, 13662, 45685, 17784, 17782, 40378, 61572, 33274, 20267, 54966, 44137, 43240, 25323, 56762, 64416, 5368, 17776, 62716, 31291, 71867]"
349,select which sports news to appear,"[49896, 36556, 36557, 57889, 39920, 57896, 39919, 49898, 841, 43108, 32870, 21247, 18687, 34552, 25075, 10076, 49907, 71737, 8775, 49905, 52744, 64709, 52735, 70718, 5648, 59247, 47902, 40387, 34554, 25066, 18949]"
51,"search bar with shopping categories, discount advertisement and account maintenance","[22741, 64426, 22744, 22748, 22736, 64428, 48464, 65757, 33330, 33328, 21770, 54019, 22742, 22730, 25180, 32955, 27519, 33329, 46704, 27118, 20519, 50086, 53722, 21772, 27278, 22724, 54328, 18275, 61559, 33338, 833]"
64,News with detail,"[25199, 25205, 25209, 25201, 25206, 5600, 5595, 30356, 17803, 17797, 17805, 59966, 59947, 34982, 34980, 34983, 34978, 51119, 26451, 26452, 45120, 59951, 20630, 71203, 20628, 51122, 51136, 51124, 22038, 20633, 39546]"
4,learn english easily,"[36571, 54363, 7537, 8116, 36568, 7797, 30924, 12006, 36567, 7794, 7793, 12007, 71712, 45374, 12013, 22266, 54891, 18097, 34279, 41729, 54699, 16364, 17235, 12011, 57690, 19217, 12008, 58396, 53665, 41109, 23185]"
12,Dropdown options in ascending order,"[60196, 46017, 19732, 46249, 63752, 67049, 60202, 48009, 67029, 67044, 26453, 67033, 2516, 40901, 2525, 20776, 40900, 2517, 64579, 2518, 2520, 23854, 22917, 2522, 5706, 32091, 28157, 64632, 55037, 46934, 71586]"
42,find your life partner,"[50879, 60225, 60229, 60233, 60217, 46644, 26305, 24655, 50889, 50887, 41127, 41131, 56168, 41132, 57681, 41126, 5384, 39323, 45311, 6172, 6181, 5387, 45319, 49919, 39324, 45249, 36446, 3308, 24653, 49920, 24661]"
161,how can i find the best personal servises,"[15665, 51846, 20173, 4225, 51838, 34733, 49523, 52167, 42488, 28293, 57455, 22766, 49365, 2783, 19650, 34721, 19662, 71338, 71335, 28298, 57544, 71336, 49885, 11094, 24523, 27282, 12040, 68638, 41820, 41737, 56562]"
296,photography filter,"[41787, 67997, 28993, 9982, 57842, 44776, 9281, 9286, 5130, 71644, 71641, 54263, 54256, 55417, 18537, 54790, 62896, 40635, 3608, 2834, 63632, 2843, 68294, 18524, 10113, 1938, 18538, 18533, 24143, 2326, 8879]"
146,privacy policy aceptacion,"[42361, 66512, 3525, 11824, 7049, 37511, 68681, 68749, 58620, 6268, 56471, 61078, 24278, 20727, 9047, 3023, 44388, 59343, 58991, 32814, 59045, 65882, 5597, 5711, 49717, 46895, 40617, 56463, 20356, 11497, 2076]"
6,Main screen,"[25322, 16479, 61366, 31436, 6157, 45674, 26311, 61757, 49331, 70129, 5513, 26307, 18579, 6156, 677, 48167, 63834, 63907, 34269, 61768, 39093, 2521, 46520, 21131, 21134, 66048, 333, 21133, 18902, 18208, 68694]"
443,FAQ YapStone support search button and missing site message,"[62509, 35525, 1384, 39754, 10225, 95, 71900, 3908, 59775, 60177, 31630, 23023, 49194, 25922, 63986, 10596, 61844, 46381, 11321, 45675, 71828, 3023, 12050, 50563, 42904, 64155, 54469, 43088, 71083, 1155, 36059]"
341,location map window with search bar,"[29111, 25788, 58552, 60991, 46881, 48101, 19113, 68846, 71763, 48106, 58300, 66556, 66554, 65263, 43743, 52129, 54527, 55489, 52816, 14689, 24472, 49500, 2757, 54644, 2754, 49502, 881, 24475, 13259, 61043, 25717]"
279,Image editing,"[59531, 28277, 28282, 4885, 7810, 47171, 50598, 32308, 51704, 72050, 72051, 23897, 23883, 23892, 64625, 12304, 47174, 54397, 23893, 23890, 686, 23378, 24726, 10139, 48076, 47173, 44224, 37732, 47168, 693, 24881]"
388,JO-ANN GUI interface,"[6140, 29033, 38807, 15805, 64025, 64414, 70742, 50599, 50588, 50605, 50592, 70744, 14748, 15810, 3176, 53012, 50604, 50602, 41934, 50590, 5280, 4127, 48844, 52833, 38796, 14749, 49630, 39511, 52820, 29032, 46803]"
155,Advert for weather reporting,"[64300, 64295, 64299, 64304, 64302, 64296, 64301, 20528, 8496, 25857, 30233, 46492, 64901, 64298, 69782, 64889, 56037, 29328, 28693, 46768, 28694, 67616, 65451, 35892, 67252, 52738, 37973, 64896, 67620, 64297, 43850]"
246,Settings for network usuage-bahaviour-history,"[5629, 66490, 22820, 18607, 11874, 11871, 54608, 61366, 71194, 53005, 53013, 49664, 22816, 18432, 7226, 15421, 6578, 38511, 35566, 34410, 15416, 15995, 11870, 7245, 15420, 52264, 15989, 64028, 22786, 34414, 19860]"
373,camera purchase reviews for beginners,"[3515, 40061, 3502, 3513, 3500, 3514, 3512, 27131, 3499, 31173, 21950, 40065, 31771, 13183, 33372, 34187, 44825, 44840, 44536, 40876, 68670, 3508, 56736, 33086, 56667, 52284, 13140, 39401, 10601, 9732, 8601]"
3,list of data with image and details,"[67187, 67164, 33635, 33637, 5850, 62041, 14968, 21146, 66980, 48414, 66986, 10825, 14589, 14585, 69247, 2706, 65494, 44292, 10802, 10813, 29868, 3066, 38898, 41764, 56042, 65148, 16529, 21643, 33540, 10203, 25117]"
305,search bar with various categories of GIFs,"[69657, 41261, 53941, 6979, 12384, 2474, 2471, 4205, 69659, 6294, 49639, 6293, 70500, 18218, 62654, 57329, 18219, 21770, 71177, 34836, 70498, 38355, 82, 15495, 6977, 6975, 55110, 24319, 35349, 47772, 57835]"
441,search for works in  a map,"[3876, 65720, 14986, 57934, 6923, 68903, 16658, 26765, 26768, 2418, 66555, 65117, 60544, 60543, 1208, 28540, 11625, 52816, 66563, 2416, 14984, 3864, 70779, 70781, 3880, 70772, 36506, 3877, 38189, 60540, 39682]"
31,search bar with  list of application with its image,"[18491, 21770, 28177, 22109, 21772, 35109, 17489, 18218, 18219, 47772, 22334, 18215, 33757, 48966, 28161, 27187, 57572, 69265, 69261, 18224, 56834, 69278, 39485, 49254, 19233, 17333, 23399, 6636, 68434, 54277, 61954]"
65,blood glucose tracker side bar,"[47500, 47501, 47505, 47499, 47502, 47504, 47503, 47498, 57507, 8520, 34125, 71582, 71580, 5816, 16315, 44202, 16323, 48543, 56467, 29386, 5523, 64342, 31875, 64343, 27083, 13697, 52220, 70155, 52214, 43567, 47499]"
48,Post results with postings,"[68044, 68048, 68050, 17180, 68039, 43933, 47315, 11129, 7197, 55948, 55951, 12457, 12447, 12451, 61212, 61208, 55955, 7198, 35447, 42816, 25662, 7694, 7702, 68229, 12452, 50099, 41213, 70053, 56618, 1588, 29061]"
41,sharing hair care tips through various mediums,"[71286, 71287, 34700, 28739, 4205, 555, 28737, 34690, 4539, 6724, 70956, 6722, 554, 54219, 20167, 6720, 5504, 20158, 65519, 28733, 25413, 25412, 4544, 70959, 20072, 70957, 4535, 13716, 55986, 61714, 71288]"
198,Close Button and Image Grid with Image card and Plus Icon overlay,"[43989, 49973, 49962, 62683, 40692, 44250, 44254, 44255, 55316, 55312, 57393, 3341, 4548, 28359, 44251, 64430, 56487, 2739, 33166, 30117, 3736, 64434, 34352, 3734, 4547, 25275, 28667, 4903, 1189, 64441, 41568]"
137,"Setting of notification with label, time, when and days","[22867, 60660, 36176, 37550, 51263, 35074, 24478, 52329, 37808, 53969, 4847, 53970, 37807, 49496, 49495, 24942, 49497, 11644, 49493, 60082, 37135, 51276, 54841, 46068, 36181, 68664, 66659, 48673, 65797, 54300, 22867]"
224,veggie medley salad recipe with nutrition and serving information,"[70042, 5255, 30136, 5258, 6394, 37164, 38680, 37170, 38678, 38674, 15261, 37163, 10366, 34646, 25186, 37167, 34643, 52071, 45732, 52088, 37166, 52078, 30127, 6391, 14107, 38676, 59929, 30133, 59837, 13726, 70042]"
450,four tabs with calander,"[57334, 2390, 59078, 50318, 2465, 5977, 1693, 1862, 1839, 2391, 2470, 59241, 27366, 27369, 37415, 1861, 1833, 1842, 1855, 1840, 1844, 1846, 1848, 1834, 1843, 16445, 60158, 60166, 38908, 60162, 15688]"
190,Registration for the services,"[2960, 70874, 8544, 41242, 49281, 8555, 30984, 11918, 47312, 8761, 70151, 68057, 58764, 70147, 70154, 59799, 70142, 70150, 33560, 70144, 70146, 38653, 71588, 43084, 70153, 38656, 10594, 28211, 65499, 40918, 11918]"
215,share prompt  for a fitness app,"[43801, 43747, 19456, 23301, 23814, 17724, 15139, 13176, 64344, 4776, 28567, 8002, 17726, 57917, 15614, 4842, 19453, 49606, 4834, 4833, 47383, 30289, 52993, 52982, 12143, 3496, 23823, 8005, 42591, 27999, 53967]"
