id,query,ranked_guis
99,Sign-in with Facebook data in which name or email address included,"[29607, 50091, 53687, 55575, 38578, 58477, 55571, 33548, 45119, 8660, 64586, 8655, 25119, 46503, 46509, 55577, 10945, 65669, 246, 7794, 45118, 52256, 7795, 45546, 58204, 52260, 57913, 50072, 15671, 36900, 36127]"
314,old facebook sign up page,"[47884, 26268, 45552, 45557, 45555, 16355, 40122, 25596, 49403, 20515, 25306, 58377, 35995, 15869, 20107, 13707, 13705, 61301, 20102, 11842, 38923, 9259, 7505, 18133, 41217, 65007, 50769, 38821, 40172, 637, 50769]"
285,Text insert with keyboard,"[32634, 32633, 53720, 54504, 53721, 51162, 40917, 51163, 19767, 21789, 34261, 35658, 16919, 10149, 10154, 12532, 18567, 40907, 10143, 2176, 58594, 10159, 51571, 41887, 10138, 68757, 40448, 30925, 21136, 20858, 33506]"
154,Settings with regionbnews,"[9236, 9231, 1380, 13555, 51265, 36132, 41183, 1354, 33395, 9222, 9221, 9224, 9241, 9229, 58835, 43302, 48984, 9230, 24757, 26763, 58926, 48391, 17774, 6836, 54070, 56259, 64169, 27506, 27115, 23768, 49255]"
134,start screen,"[60573, 28368, 35798, 54359, 6686, 13103, 13114, 18143, 39040, 56805, 4527, 18161, 71119, 22168, 63910, 11757, 61547, 28891, 53435, 3758, 47317, 5518, 4470, 19271, 46957, 58941, 46955, 28668, 64142, 12692, 39774]"
353,Search icon with Menu and Chat Icon and advertisement,"[6210, 16050, 58968, 16047, 10164, 58969, 16045, 58970, 62683, 27704, 52282, 64833, 68128, 49905, 34999, 19303, 36557, 15657, 62522, 63048, 63085, 52778, 12422, 28421, 45902, 48542, 57752, 420, 5931, 59520, 30371]"
82,sign up with email,"[47884, 26268, 20107, 28252, 23275, 35995, 65962, 20432, 40122, 20102, 20515, 24155, 3730, 64349, 58377, 38923, 59844, 41217, 39856, 64348, 18963, 54269, 12826, 20429, 25306, 45555, 22352, 54850, 45557, 8161, 31541]"
109,sign up with welcome Bonus,"[53432, 53421, 46962, 36003, 36001, 34729, 34716, 63918, 41205, 15879, 37905, 13705, 13707, 25830, 34739, 10119, 53258, 42979, 43632, 60114, 54324, 19723, 63920, 19726, 12635, 63931, 12637, 69674, 33139, 16345, 34735]"
16,It display the Map with search bar,"[52816, 25788, 60991, 58552, 46881, 60544, 9978, 9970, 14689, 60543, 62605, 61019, 70756, 7084, 61024, 881, 2754, 13259, 24475, 49502, 13160, 61043, 70772, 48325, 2757, 24472, 49500, 70776, 70782, 70779, 61599]"
115,page contaion the current and saved location,"[30041, 51326, 65207, 65199, 70406, 70417, 64982, 64992, 52470, 56462, 65198, 57775, 65007, 840, 25846, 28541, 49233, 17167, 70543, 57777, 20252, 16129, 49229, 37281, 44355, 28770, 25898, 16120, 17141, 43248, 58357]"
295,Details about cards and numbers,"[3769, 58203, 3813, 31170, 62634, 63748, 22557, 49888, 20802, 33315, 37505, 68164, 55317, 27104, 56664, 20850, 49259, 64846, 4820, 28141, 42783, 49263, 15038, 15043, 59626, 46272, 53134, 10935, 65976, 53129, 43707]"
65,App for jokes and funny image posting,"[19736, 49054, 28424, 28425, 53352, 6579, 22469, 29408, 50890, 56286, 13754, 29410, 17201, 53353, 54575, 57367, 22465, 19735, 57373, 33897, 29407, 17135, 50764, 41774, 57844, 6193, 6194, 36495, 36496, 57366, 53353]"
5,screen with select single answer,"[66898, 66894, 62431, 68953, 47588, 30052, 30051, 68951, 68952, 66895, 68441, 47587, 68950, 2983, 64202, 19921, 52305, 68949, 23167, 23172, 30329, 19577, 30058, 11918, 2989, 20786, 2992, 26157, 26145, 9961, 37856]"
379,terms of chocoapp,"[45906, 4060, 10815, 31617, 17719, 8548, 7934, 56918, 42708, 23699, 44953, 19564, 35974, 3525, 55808, 27108, 37511, 2498, 38284, 15303, 66056, 38282, 8291, 16899, 55254, 26282, 11822, 39283, 38285, 59131, 45906]"
234,a sreen to enter the personal details,"[49365, 2783, 57264, 32392, 20780, 15665, 20785, 23654, 46223, 58266, 20850, 18910, 49259, 64846, 35072, 4820, 49263, 15038, 15043, 59626, 53134, 10935, 15800, 36297, 65976, 53129, 62856, 32637, 69145, 49261, 27474]"
3,Price comparison application showing discounts and chash back,"[59094, 34863, 51615, 49676, 53767, 64451, 11088, 61377, 60875, 68456, 26930, 61750, 23394, 17349, 19229, 39488, 54278, 4752, 63443, 20739, 68217, 65694, 61376, 15955, 67497, 1550, 61913, 68568, 65389, 22627, 6928]"
237,Account creation with selection menu,"[1765, 12179, 6792, 13200, 45730, 7146, 40250, 17225, 27091, 44732, 33768, 69913, 14662, 28214, 33161, 69327, 2433, 45925, 2742, 40309, 13780, 59685, 17656, 37176, 18504, 18235, 31145, 58885, 20034, 9449, 23798]"
18,alarm,"[70077, 70076, 37140, 20279, 7397, 1869, 1877, 61405, 66744, 61409, 4399, 16065, 39501, 56055, 63252, 56069, 33936, 58608, 35931, 13428, 1873, 45208, 57386, 45211, 62778, 16064, 66743, 37793, 20325, 56063, 35918]"
84,RN Mentor Quiz,"[54284, 54288, 54287, 53108, 27630, 27612, 60684, 5465, 60683, 5464, 60686, 41551, 45692, 27621, 60682, 27605, 7288, 5462, 7289, 54283, 41538, 693, 10892, 27607, 71914, 54290, 10898, 53102, 41540, 27624, 54284]"
318,In car USB connection with eService and UVO,"[16457, 21114, 16458, 62519, 62451, 11854, 11855, 8273, 8261, 19564, 13750, 48087, 19643, 8272, 13749, 8262, 37059, 66150, 598, 8276, 65270, 65281, 5989, 11850, 33627, 42621, 71426, 1170, 45903, 39011, 19566]"
144,List of blocked accounts and contacts,"[63860, 35058, 44155, 44157, 66872, 3444, 43092, 43096, 48833, 43097, 35577, 10590, 37277, 52021, 49622, 43089, 20907, 4368, 52589, 70057, 58485, 22775, 26757, 42688, 44194, 41622, 30275, 23501, 38989, 37716, 35058]"
154,menu to choose between different options for organising ebooks,"[19705, 70981, 70976, 39934, 50835, 2274, 2270, 45959, 35887, 8609, 45956, 32998, 32997, 65774, 66489, 18535, 45962, 21302, 55896, 32549, 65542, 51704, 2665, 33003, 22224, 32551, 54292, 71375, 70982, 13255, 5231]"
413,adjust actions in the settings,"[22351, 65783, 11371, 47571, 49765, 62611, 16642, 16647, 68134, 23599, 35066, 37070, 16649, 24375, 35185, 16641, 34236, 9351, 8878, 62923, 11838, 58123, 36988, 9236, 9231, 68798, 2629, 68802, 3929, 62887, 41466]"
159,Country code listing,"[67583, 64212, 37446, 69273, 15952, 1777, 69254, 7952, 69267, 63630, 69258, 7953, 65818, 2967, 63633, 65800, 69277, 70727, 70736, 69265, 69261, 69278, 33194, 69280, 69257, 40943, 67579, 69274, 58653, 51324, 7300]"
94,sign up for baby care,"[37210, 37219, 37230, 5912, 27073, 27081, 41631, 27095, 27090, 36673, 69353, 69944, 41629, 37815, 69942, 57485, 57499, 57486, 41630, 57488, 57484, 36680, 37215, 4447, 264, 69940, 41640, 57501, 40286, 14736, 52122]"
141,Searching Engine with search bar for phrases starting with How to,"[18252, 55433, 18256, 12968, 55690, 31781, 64421, 65467, 60217, 65470, 26139, 65275, 14191, 45543, 18251, 4669, 44899, 56665, 24786, 32767, 36091, 9978, 9970, 33845, 11164, 40970, 2836, 27831, 19113, 12848, 26423]"
81,search location,"[28541, 50622, 50635, 12142, 9133, 9137, 2703, 55489, 28757, 43184, 28543, 11838, 25717, 47609, 48309, 52054, 51084, 67073, 61980, 29737, 42174, 58296, 26020, 43193, 51943, 3739, 64283, 50167, 17101, 28268, 52330]"
316,list with favorite button and Ads bar,"[19113, 63601, 63599, 12865, 61236, 29177, 61167, 65909, 11258, 33, 13489, 42781, 18590, 34482, 6640, 32, 9978, 9970, 13490, 35, 11694, 13496, 11480, 2026, 70185, 51610, 2020, 33358, 25074, 65705, 21912]"
95,weather and forecasting app with weather station selection,"[19805, 29502, 37011, 68875, 50636, 66455, 66586, 41747, 63435, 29800, 70428, 57080, 16846, 41740, 66596, 51159, 68258, 69817, 58168, 58346, 69816, 65693, 53208, 53212, 11621, 10685, 63825, 36651, 63824, 52374, 56692]"
140,video editor,"[64836, 63264, 13339, 37560, 14191, 60347, 53012, 25497, 37568, 56755, 60346, 63717, 67289, 28430, 37740, 37741, 26415, 27482, 71210, 9072, 27478, 29904, 803, 16808, 67288, 20462, 13324, 37498, 30696, 27481, 18234]"
229,"buy item, image recorder, ads","[40672, 40673, 20534, 14408, 52570, 35376, 35378, 40670, 759, 32411, 19720, 54931, 66199, 49463, 56374, 62503, 17261, 66935, 8782, 66940, 66936, 48692, 14414, 33114, 52575, 67090, 33119, 67079, 33112, 33120, 40061]"
80,web advertising for an app with continue and skip button,"[44916, 1942, 63601, 63599, 12865, 61236, 1187, 29177, 61167, 1198, 34244, 65909, 11258, 42781, 69734, 66247, 34482, 18590, 11694, 33, 13489, 2026, 70185, 51610, 2020, 33358, 65705, 291, 7828, 35504, 1942]"
189,Collapsible and Expandable List with Navigation bar and Fix Header,"[30075, 30076, 30078, 22727, 22725, 43045, 24072, 20872, 20873, 20869, 55726, 61447, 55728, 70696, 59605, 55731, 49343, 28359, 71643, 54270, 55729, 19429, 24519, 9978, 9970, 18291, 19422, 18215, 19113, 17810, 3183]"
275,Mobile Bible Reader Application,"[13003, 13010, 12997, 13004, 50327, 61392, 13001, 13012, 55590, 6289, 61822, 2528, 6290, 59341, 6286, 20047, 20051, 6297, 5229, 9919, 52623, 52619, 51615, 63768, 59335, 40172, 61377, 63771, 68456, 25638, 12789]"
333,Japanese anime books and ads,"[24714, 22216, 40153, 57552, 24712, 45340, 25345, 40156, 52517, 24769, 25347, 1616, 25700, 62637, 20355, 22204, 29574, 57209, 57208, 54033, 6968, 10274, 9988, 25346, 53221, 14601, 45365, 40590, 54973, 49720, 50541]"
427,food and restaurants list,"[48955, 48948, 42034, 60609, 60611, 60613, 13727, 69607, 60614, 40847, 13722, 31527, 6730, 42039, 27984, 30368, 44461, 68449, 13726, 42038, 42422, 12778, 9269, 35915, 30295, 23774, 31439, 69605, 24745, 6391, 66329]"
372,downloading the image with brief dscription,"[65502, 22321, 65500, 39244, 68818, 1871, 68811, 68814, 68816, 42715, 49791, 49792, 1203, 43740, 67648, 46770, 63577, 20629, 11061, 56030, 67650, 21297, 16067, 11059, 8950, 32653, 5630, 11065, 71818, 25729, 68091]"
8,top world news,"[54133, 20714, 17024, 71379, 51825, 51821, 68818, 16515, 68765, 29637, 51823, 17016, 51830, 51819, 29643, 38178, 15776, 9537, 15775, 68865, 68874, 67051, 68811, 38172, 1565, 43051, 68814, 28864, 68816, 51815, 5167]"
81,Model Selection,"[24037, 30037, 24048, 45159, 24027, 3856, 68730, 40998, 24042, 13200, 24036, 24038, 45730, 40250, 23601, 17225, 27091, 44732, 33768, 69913, 14662, 28214, 33161, 2433, 45925, 2742, 40309, 13780, 8382, 69327, 4616]"
366,Search with search results,"[42466, 42434, 42455, 42453, 42462, 42463, 42450, 14771, 28539, 28546, 14777, 14775, 14778, 10600, 42451, 42442, 61555, 42458, 14769, 33825, 42447, 20890, 28547, 65192, 14767, 14774, 15336, 44443, 69334, 35178, 52196]"
246,Settings menu,"[9236, 9231, 1380, 13555, 51265, 36132, 41183, 1354, 33395, 9222, 9221, 9224, 9241, 9229, 58835, 43302, 48984, 9230, 48391, 24757, 26763, 58926, 17774, 6836, 54070, 56259, 64169, 27506, 27115, 58804, 1217]"
59,selecting different devices,"[58541, 4934, 65656, 57288, 8749, 10743, 48219, 45139, 42929, 65638, 4162, 4170, 12710, 17674, 69744, 66150, 59461, 54529, 20150, 30316, 36852, 67279, 49632, 43361, 28590, 70032, 55174, 44189, 27592, 9833, 39281]"
57,Microsoft corp with stock,"[23701, 69182, 63167, 5196, 18111, 5192, 18106, 63166, 5194, 5176, 34633, 3172, 34514, 42290, 55064, 3169, 3170, 69183, 16051, 7740, 62675, 58967, 41706, 55062, 36441, 3171, 18714, 36561, 13180, 22432, 30461]"
112,latest keypad themes,"[42980, 54715, 43322, 3441, 12740, 12738, 41268, 41266, 62582, 34258, 70112, 4625, 32389, 8986, 32383, 32384, 42923, 3432, 8977, 43310, 32390, 8976, 20858, 53555, 48368, 8975, 18565, 3431, 35658, 43303, 21480]"
233,PitchLab,"[27642, 27641, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 27641]"
241,feedback bar in PayNearMe,"[53872, 53866, 36415, 59334, 53867, 18829, 44144, 34573, 17063, 10959, 9978, 9970, 56895, 37569, 53376, 13359, 19113, 21770, 50202, 37485, 18224, 52289, 18215, 13485, 22499, 42834, 23265, 35117, 27429, 49670, 53870]"
150,"search bar with results in Science, Textbook Solutions and Online Tuition","[58433, 42111, 58439, 42434, 42466, 42455, 42462, 42463, 42453, 42450, 14553, 9965, 9963, 61555, 9954, 14771, 14794, 42451, 16191, 14775, 14778, 42442, 28539, 42458, 37986, 14777, 20890, 28546, 26314, 63268, 42111]"
76,cheese,"[42425, 34872, 7926, 21276, 65086, 50074, 44867, 21257, 42420, 44455, 23369, 21256, 22985, 43418, 6827, 34583, 23378, 14274, 50481, 50495, 50467, 48383, 26518, 7415, 48390, 50503, 52090, 50501, 50498, 26512, 64438]"
298,cell phone storage structure,"[34809, 34813, 34805, 25318, 45790, 10052, 33942, 8340, 12186, 22240, 2707, 25992, 57678, 57687, 12174, 26909, 10050, 56127, 38042, 56138, 56118, 39097, 56130, 39107, 56119, 56124, 36875, 50041, 56131, 25323, 62027]"
248,"book reader with ""Become a Member"" button","[1078, 52623, 52619, 13003, 13010, 12997, 13004, 50327, 13001, 6289, 13012, 6290, 70606, 50967, 40932, 6286, 6297, 36925, 19702, 2528, 40924, 63601, 59341, 40690, 7891, 24453, 40933, 7894, 63599, 40927, 40696]"
123,weather application screen's side menu,"[22096, 31368, 31373, 58147, 10932, 39604, 31379, 20721, 58146, 39597, 5803, 39599, 68962, 58153, 58148, 39596, 39600, 8684, 39603, 4825, 18891, 52739, 52733, 22104, 62850, 65975, 32053, 65403, 69142, 23928, 51829]"
130,Trivago-Threats of pandemic and climate change an 'opportunity' to enhance local travel,"[31390, 30099, 56158, 37266, 21922, 47837, 61594, 44782, 42925, 44785, 51881, 40104, 38142, 47802, 44791, 57092, 71326, 63057, 61980, 51943, 50167, 44793, 61968, 71334, 38997, 9070, 50168, 42289, 50358, 40343, 33084]"
110,podcast episode screen with download option,"[37186, 37192, 37189, 37193, 37196, 37191, 3560, 3558, 3553, 3568, 47138, 3552, 4313, 67882, 4315, 26032, 37187, 37190, 34363, 37188, 37195, 61731, 488, 37194, 30013, 500, 34366, 29986, 61724, 42842, 47138]"
33,information description with login button,"[63601, 63599, 12865, 61236, 29177, 61167, 61842, 65909, 11258, 33358, 42781, 34482, 18590, 69548, 11694, 48853, 33, 27758, 13489, 2026, 69952, 70185, 51610, 20071, 2020, 65705, 35504, 42005, 1508, 27070, 13352]"
227,Menu for a music player app with ten different buttons,"[13662, 17779, 17777, 17787, 42202, 42193, 55482, 56745, 56743, 56764, 42210, 3970, 54966, 3963, 17776, 3351, 69236, 70544, 58689, 70547, 70539, 70546, 5368, 58956, 17782, 17784, 58691, 70538, 6571, 43239, 71867]"
349,select which sports news to appear,"[57889, 57896, 25066, 8775, 54133, 71379, 68818, 16515, 42717, 43962, 10803, 34174, 36557, 68811, 1565, 43051, 68814, 68816, 18870, 43821, 18687, 5174, 39920, 1570, 1575, 5173, 39919, 68865, 68874, 49896, 18949]"
51,"search bar with shopping categories, discount advertisement and account maintenance","[35904, 51361, 69527, 8170, 55532, 4186, 10423, 64303, 19345, 64305, 4188, 8052, 21282, 17613, 17607, 48464, 4183, 46610, 22645, 30613, 43187, 20519, 53722, 68402, 51364, 54531, 49639, 50083, 9978, 16665, 833]"
64,News with detail,"[25199, 25209, 25205, 25201, 25206, 17803, 34978, 34980, 34982, 34983, 17797, 17805, 22038, 5600, 5595, 19136, 22058, 59966, 23402, 45120, 59947, 30356, 69247, 54133, 22048, 16490, 16492, 51122, 51119, 12011, 39546]"
4,learn english easily,"[7537, 60375, 51295, 36571, 36568, 8116, 54363, 28481, 51148, 23658, 7797, 46605, 20137, 12006, 48519, 11743, 2929, 65231, 18937, 56838, 48513, 30924, 5566, 36337, 45374, 53397, 36567, 59438, 61629, 58678, 23185]"
12,Dropdown options in ascending order,"[19732, 26453, 20776, 48009, 22917, 55037, 46017, 60196, 4065, 56425, 46249, 64632, 67049, 23854, 21544, 42127, 63158, 2274, 67033, 2270, 45079, 67029, 63752, 67044, 56427, 70807, 65335, 35355, 45959, 2149, 71586]"
42,find your life partner,"[46644, 50889, 50879, 50887, 5384, 57681, 5387, 6181, 6172, 60225, 60229, 41132, 60233, 41127, 41131, 23006, 51594, 24653, 6534, 60217, 24655, 44482, 66927, 49919, 45311, 50883, 41126, 38939, 49920, 51595, 24661]"
161,how can i find the best personal servises,"[49365, 2783, 57264, 32392, 33326, 33329, 66927, 12040, 15665, 38939, 27282, 33338, 33328, 33330, 18910, 33318, 1227, 1224, 45287, 33332, 30275, 49886, 33320, 8214, 40793, 20173, 21116, 8847, 66897, 62390, 56562]"
296,photography filter,"[67997, 5130, 18537, 55417, 54263, 54256, 68294, 1938, 1944, 3608, 69391, 1357, 53490, 8880, 42824, 5124, 18538, 18533, 2326, 18524, 55814, 55812, 8883, 56095, 12582, 55813, 39622, 2843, 10992, 50047, 8879]"
146,privacy policy aceptacion,"[68681, 56471, 44388, 37511, 11824, 42361, 48989, 60480, 66512, 20727, 68749, 17729, 57359, 3525, 7049, 5711, 65882, 6268, 40617, 61078, 58620, 54297, 49717, 66441, 43083, 49211, 10838, 56463, 53056, 11497, 2076]"
6,Main screen,"[6156, 63907, 6157, 18902, 23202, 18898, 45674, 18895, 12134, 18821, 21131, 3882, 25322, 7601, 18897, 21133, 18901, 61758, 14728, 61757, 333, 46128, 46137, 45676, 21134, 60550, 69840, 61768, 67072, 70129, 68694]"
443,FAQ YapStone support search button and missing site message,"[35525, 24246, 57102, 24247, 29068, 36063, 1390, 9440, 39980, 39983, 39982, 52708, 9443, 63144, 39754, 30991, 24251, 3918, 16136, 35969, 26826, 58704, 20026, 16138, 11858, 63599, 3908, 63601, 48893, 62509, 36059]"
341,location map window with search bar,"[29111, 19585, 25788, 60991, 58552, 46881, 2757, 24472, 49500, 881, 2754, 13259, 24475, 49502, 13160, 61043, 48325, 52816, 25787, 14494, 14492, 62605, 60544, 36620, 54644, 19113, 46882, 49503, 70756, 877, 25717]"
279,Image editing,"[4885, 7810, 51704, 28277, 28282, 47171, 50598, 24726, 72050, 12304, 72051, 59531, 32308, 54397, 24206, 48076, 64625, 23378, 47174, 10139, 20241, 65066, 32750, 11475, 66037, 20243, 63087, 59521, 31106, 3655, 24881]"
388,JO-ANN GUI interface,"[6140, 70744, 53012, 3176, 50588, 50599, 29033, 46553, 38796, 51078, 38807, 39511, 14748, 46549, 29032, 46535, 57770, 3172, 55618, 22271, 52833, 37285, 53003, 51075, 28604, 5280, 15806, 70754, 49224, 50605, 46803]"
155,Advert for weather reporting,"[64300, 64301, 64299, 64304, 64302, 64295, 64296, 20528, 8496, 64901, 69782, 46492, 29328, 64889, 30233, 64896, 67620, 67252, 56037, 52738, 46768, 19805, 25857, 67616, 69143, 49265, 52745, 64298, 4828, 66041, 43850]"
246,Settings for network usuage-bahaviour-history,"[22820, 34410, 22816, 5629, 34956, 15421, 15420, 15416, 15989, 15995, 7226, 18607, 69631, 34414, 66873, 34955, 46148, 49664, 31853, 34947, 66490, 38511, 10592, 34946, 34954, 59321, 52264, 10585, 31072, 11871, 19860]"
373,camera purchase reviews for beginners,"[4351, 3515, 44825, 40876, 44840, 56736, 68670, 39964, 49136, 31393, 40065, 33086, 40061, 21950, 22353, 13183, 31272, 41182, 10601, 40349, 70961, 31771, 70965, 63250, 63255, 69164, 3502, 3513, 5370, 3500, 8601]"
3,list of data with image and details,"[38578, 45546, 7795, 7794, 46308, 5833, 35126, 40126, 15038, 15043, 57139, 49259, 64846, 48414, 4820, 49263, 20850, 30461, 59626, 62041, 53134, 10935, 65976, 53129, 62856, 14968, 69145, 49261, 36333, 64639, 25117]"
305,search bar with various categories of GIFs,"[64303, 64305, 22645, 4205, 54531, 49639, 9978, 16665, 9970, 49641, 12384, 69659, 41261, 34836, 53941, 69657, 71177, 19113, 21770, 57329, 18224, 62654, 18215, 46156, 23265, 18218, 27429, 33458, 12381, 68271, 57835]"
441,search for works in  a map,"[52816, 68903, 60544, 60543, 62605, 70756, 7084, 881, 2754, 13259, 24475, 49502, 13160, 61043, 70772, 48325, 2757, 24472, 49500, 70776, 70782, 70779, 70781, 66555, 57934, 70763, 1208, 70780, 70770, 230, 39682]"
31,search bar with  list of application with its image,"[51615, 9978, 9970, 61377, 68456, 21770, 26930, 23394, 17349, 19229, 39488, 54278, 4752, 20739, 68217, 63443, 1550, 65694, 65389, 15955, 67497, 37789, 61913, 68568, 72191, 22627, 32929, 61569, 71703, 53215, 61954]"
65,blood glucose tracker side bar,"[47500, 47501, 47505, 5803, 8684, 58148, 58146, 39596, 39600, 39603, 69142, 68962, 52733, 18891, 65975, 67254, 65403, 39604, 20721, 22104, 52739, 62850, 69146, 32053, 31379, 39591, 4821, 4825, 66042, 39599, 47499]"
48,Post results with postings,"[68044, 41172, 1588, 7694, 7702, 26823, 50099, 42434, 42466, 42462, 42455, 63555, 61555, 51282, 40801, 68050, 36426, 50093, 68039, 42463, 42450, 26834, 41222, 41201, 42453, 13641, 13642, 63554, 13643, 41200, 29061]"
41,sharing hair care tips through various mediums,"[71287, 71286, 55986, 57917, 62888, 65519, 50410, 25412, 25413, 35607, 44233, 32489, 35605, 20072, 36879, 4535, 555, 53099, 28739, 52045, 4205, 70956, 20160, 23353, 44229, 32485, 61714, 4447, 67808, 28737, 71288]"
198,Close Button and Image Grid with Image card and Plus Icon overlay,"[657, 6210, 65685, 40055, 59538, 33166, 44767, 2739, 63601, 50792, 34615, 63599, 31982, 7379, 63347, 59797, 51149, 4281, 21830, 62683, 10476, 21828, 4548, 63588, 63349, 53520, 4547, 61236, 16050, 45138, 41568]"
137,"Setting of notification with label, time, when and days","[58560, 54841, 36176, 60660, 22867, 52329, 51276, 36177, 68160, 65308, 65302, 51263, 36181, 24478, 43706, 37135, 20541, 4526, 7570, 8097, 7572, 1086, 37550, 54834, 8239, 12415, 49534, 39131, 54257, 7177, 22867]"
224,veggie medley salad recipe with nutrition and serving information,"[6394, 70042, 5255, 36779, 5258, 36784, 15016, 34646, 37163, 15017, 7770, 37164, 37167, 37166, 12777, 44462, 7771, 5273, 40434, 42424, 59839, 40848, 7776, 11711, 30136, 45966, 62617, 30369, 9266, 7772, 70042]"
450,four tabs with calander,"[59078, 60166, 60162, 60158, 57334, 42245, 66237, 59312, 52136, 51763, 63307, 63312, 52135, 66238, 16553, 58725, 66239, 41701, 16445, 42259, 14401, 66245, 15029, 66244, 42220, 2390, 50848, 51765, 15033, 41704, 15688]"
190,Registration for the services,"[59799, 58764, 2960, 71588, 68057, 880, 2751, 10263, 13165, 19399, 25789, 34649, 49498, 53797, 57744, 70927, 70150, 58517, 60995, 43084, 70147, 10594, 70153, 5905, 70151, 38656, 43765, 65499, 70142, 42709, 11918]"
215,share prompt  for a fitness app,"[15614, 4776, 23814, 8002, 64344, 19453, 23301, 52993, 52982, 19456, 36424, 43801, 61871, 4842, 12956, 41915, 52987, 52978, 20632, 15139, 17724, 45614, 20634, 63573, 4834, 4833, 19980, 16912, 59803, 66143, 53967]"
317,"Filter settings for choosing price range, number of beds and baths","[68029, 63632, 2834, 2843, 71793, 17097, 71794, 64980, 65924, 2832, 65001, 68027, 10690, 64988, 50515, 2839, 71427, 71796, 64989, 3089, 3091, 65000, 27833, 17104, 1944, 67236, 64993, 64996, 18533, 16888, 42503]"
