id,query,ranked_guis
295,Details about cards and numbers,"[3769, 7949, 3813, 28958, 28128, 22557, 62634, 28955, 13556, 50395, 56935, 28148, 71370, 42516, 42508, 42509, 50400, 68164, 52718, 28134, 42506, 71367, 27104, 28147, 49888, 9301, 6919, 13101, 25188, 55317, 43707]"
65,App for jokes and funny image posting,"[19736, 53352, 29408, 6579, 53353, 22468, 29410, 28425, 28424, 22465, 22469, 17201, 13754, 60230, 4292, 12694, 41434, 60212, 28034, 29407, 4294, 978, 64611, 49054, 50890, 56286, 12099, 22467, 60231, 24662, 53353]"
5,screen with select single answer,"[62431, 20786, 66898, 52811, 20787, 17315, 47588, 9961, 68951, 68952, 47587, 21829, 30051, 30052, 11918, 24548, 68953, 54200, 19921, 67064, 42717, 28131, 54066, 64202, 23968, 28132, 33398, 30058, 54063, 54067, 37856]"
379,terms of chocoapp,"[4060, 56918, 10815, 17538, 27108, 42343, 55254, 3525, 32450, 2498, 17720, 7934, 35062, 1472, 31617, 68992, 55808, 70899, 60395, 59131, 17719, 28092, 63868, 26282, 39283, 35974, 61078, 9430, 5659, 23699, 45906]"
234,a sreen to enter the personal details,"[57264, 2783, 20785, 20780, 36539, 49365, 15665, 66701, 65494, 44188, 53041, 37508, 19835, 44187, 19832, 33244, 68242, 38585, 17555, 40887, 26651, 54029, 66504, 7033, 61306, 47051, 11433, 26302, 19839, 55254, 27474]"
3,Price comparison application showing discounts and chash back,"[46610, 7331, 7334, 56556, 69951, 33577, 65916, 46707, 53884, 61750, 56570, 40652, 56464, 33574, 46372, 50504, 48473, 34722, 52134, 36291, 66650, 12970, 63892, 6911, 45595, 63890, 12960, 54822, 61156, 54792, 6928]"
237,Account creation with selection menu,"[13200, 1765, 6792, 45925, 12179, 45730, 58885, 33127, 9449, 45843, 5136, 44354, 29272, 40250, 7146, 30232, 48017, 39148, 20034, 5272, 48027, 48014, 44732, 66306, 63774, 13780, 44727, 48015, 63780, 59804, 23798]"
18,alarm,"[70076, 70077, 37140, 20279, 4399, 66744, 1877, 61405, 1199, 1869, 39501, 61409, 1201, 43218, 7397, 57386, 56055, 10127, 56069, 33936, 16065, 70514, 20325, 16064, 56063, 1873, 20323, 37793, 551, 63252, 35918]"
84,RN Mentor Quiz,"[54284, 59399, 25017, 27630, 45692, 25019, 54288, 27612, 60686, 71914, 61335, 60682, 27607, 27621, 25015, 71915, 5464, 58100, 60683, 60684, 5462, 5465, 27624, 1597, 7537, 19960, 27605, 59398, 24552, 16954, 54284]"
318,In car USB connection with eService and UVO,"[16457, 21114, 16458, 598, 48291, 8470, 43031, 19165, 23257, 23253, 62010, 13749, 13750, 18249, 18257, 5855, 62013, 16054, 16376, 71192, 33920, 601, 16373, 31457, 9346, 62294, 53478, 26087, 8277, 18258, 19566]"
144,List of blocked accounts and contacts,"[35058, 63860, 44157, 44155, 35577, 63748, 3444, 31533, 47738, 2594, 44158, 44159, 19618, 44156, 43096, 43092, 48823, 37277, 10590, 43097, 57178, 28899, 196, 44152, 30868, 14581, 20907, 21189, 70057, 52589, 35058]"
154,menu to choose between different options for organising ebooks,"[67678, 19705, 70982, 39934, 32557, 39687, 49221, 22339, 48731, 32544, 67675, 25700, 32549, 49720, 34695, 49721, 22224, 49723, 52536, 70981, 40835, 1042, 60557, 39288, 67673, 29945, 70976, 16682, 2270, 2274, 5231]"
413,adjust actions in the settings,"[22351, 41466, 32842, 35185, 21592, 11371, 65783, 50593, 15545, 58705, 3534, 65791, 9219, 57362, 69351, 46784, 16041, 49079, 37448, 43302, 58926, 1042, 9231, 30872, 23149, 9222, 20699, 39624, 46543, 55811, 41466]"
159,Country code listing,"[67583, 67579, 63633, 4238, 4243, 2967, 63630, 51324, 20638, 24220, 20640, 69273, 67582, 24219, 40943, 67581, 67577, 37446, 16893, 53874, 11971, 7605, 7613, 5959, 1777, 15952, 42394, 40947, 35221, 15796, 7300]"
94,sign up for baby care,"[37230, 41640, 37210, 37219, 57488, 41630, 57489, 36673, 41631, 69940, 41637, 57499, 37081, 268, 41629, 69942, 57486, 27073, 36348, 57485, 58749, 30427, 69944, 273, 7742, 269, 5912, 38216, 36680, 57482, 52122]"
141,Searching Engine with search bar for phrases starting with How to,"[65470, 2703, 38326, 18256, 10600, 18252, 60217, 36425, 60642, 12448, 12274, 11164, 2836, 27831, 8570, 8906, 65467, 32015, 65492, 36791, 24786, 51331, 62116, 58808, 3622, 12278, 38337, 60643, 8908, 69761, 26423]"
81,search location,"[50622, 50635, 28541, 2703, 28268, 9133, 9137, 55489, 17101, 14772, 48309, 25717, 69761, 26422, 3739, 3742, 17103, 59827, 19134, 17106, 30795, 59828, 60642, 26423, 43184, 9136, 12142, 24472, 49500, 2757, 52330]"
316,list with favorite button and Ads bar,"[61167, 33, 35, 12865, 63601, 63599, 2026, 18590, 6640, 2020, 11258, 32, 13489, 13496, 34, 70185, 17489, 21131, 8847, 13490, 9314, 59581, 6646, 21133, 13500, 13494, 13129, 19113, 42781, 62466, 21912]"
95,weather and forecasting app with weather station selection,"[19805, 50636, 66455, 22854, 66586, 66596, 70428, 41740, 41747, 16846, 57080, 63435, 29800, 36651, 58168, 69816, 69817, 54180, 51159, 37011, 29502, 68438, 58346, 17344, 4748, 19225, 54279, 56943, 39486, 65693, 56692]"
140,video editor,"[64836, 26415, 37560, 34997, 13339, 14191, 27485, 27484, 52864, 60344, 47530, 60347, 3789, 71847, 60427, 41265, 41276, 10295, 71842, 34215, 60409, 63264, 47561, 6877, 60426, 25497, 34994, 37567, 67289, 57367, 18234]"
229,"buy item, image recorder, ads","[20534, 14408, 40672, 40673, 40670, 35375, 28589, 14412, 25601, 56374, 35376, 7074, 7073, 7078, 7079, 7075, 56372, 55270, 65592, 49113, 14411, 52570, 55268, 56381, 56376, 14414, 40671, 14409, 759, 3366, 40061]"
80,web advertising for an app with continue and skip button,"[53920, 16713, 64591, 46524, 5709, 2222, 46520, 14878, 14879, 25615, 22339, 61110, 57846, 32143, 40525, 44985, 1198, 43988, 16571, 25421, 8653, 13546, 53156, 61167, 1187, 65462, 59392, 60650, 18492, 36194, 1942]"
189,Collapsible and Expandable List with Navigation bar and Fix Header,"[30075, 30076, 30078, 22727, 22725, 24722, 4853, 49304, 30834, 30846, 71643, 55728, 28838, 24072, 26304, 55726, 3781, 59605, 15537, 61695, 5408, 62662, 36299, 46896, 43579, 65146, 343, 62876, 58540, 46524, 3183]"
275,Mobile Bible Reader Application,"[61392, 55590, 13003, 59341, 13010, 12997, 13004, 61822, 13012, 13001, 52623, 52619, 6290, 67678, 50327, 9335, 40923, 5229, 6297, 59335, 9336, 6289, 34380, 9317, 11516, 27526, 15499, 25638, 23674, 23664, 12789]"
333,Japanese anime books and ads,"[14601, 14602, 40156, 57208, 40153, 4000, 24769, 6968, 57552, 57209, 24768, 65, 10274, 1616, 39588, 31678, 40152, 58858, 57210, 41986, 25213, 66371, 69658, 26793, 40768, 62637, 6979, 52064, 39799, 40154, 50541]"
427,food and restaurants list,"[20765, 40847, 60614, 60611, 60609, 60613, 20766, 66329, 20423, 24745, 57262, 25113, 11231, 13727, 48955, 31899, 42034, 6730, 35915, 48948, 6391, 11246, 11232, 42422, 31439, 50479, 17082, 13726, 9269, 8365, 66329]"
372,downloading the image with brief dscription,"[22321, 41416, 18687, 26122, 487, 68981, 65681, 51537, 50530, 57436, 57441, 19502, 53701, 49117, 20931, 65502, 65045, 67648, 28741, 57440, 57435, 57437, 5029, 46128, 46137, 63235, 23763, 68995, 65050, 36954, 68091]"
8,top world news,"[68865, 68874, 20714, 54133, 68765, 17024, 24930, 1570, 67051, 68818, 24927, 24925, 51830, 51819, 47131, 51823, 13837, 9788, 39381, 58510, 43051, 51826, 51815, 48404, 16515, 17016, 4264, 1565, 68517, 68519, 5167]"
81,Model Selection,"[24037, 24042, 45159, 24048, 24027, 24036, 24038, 3856, 40998, 30037, 45925, 69325, 69326, 40250, 18248, 68730, 34170, 9449, 44732, 24599, 11849, 59096, 34184, 3294, 13200, 2967, 45593, 45583, 45730, 50481, 4616]"
366,Search with search results,"[14771, 42466, 14777, 42462, 14775, 14778, 61555, 42455, 42434, 42453, 42463, 42450, 14772, 10600, 28539, 28546, 15336, 14767, 14774, 14769, 42451, 9558, 46761, 42442, 42447, 60642, 33825, 28547, 26422, 42458, 52196]"
246,Settings menu,"[9236, 9231, 33395, 27506, 2669, 51265, 36132, 58926, 13555, 48984, 1380, 41183, 12105, 12888, 67382, 45323, 48391, 22638, 24757, 23467, 9230, 9222, 16041, 39378, 1354, 60550, 29778, 25984, 10576, 45997, 1217]"
59,selecting different devices,"[1042, 58541, 60557, 15546, 65638, 20699, 50603, 28569, 43525, 11868, 9833, 41130, 31435, 43361, 44864, 24725, 43047, 69676, 70659, 45304, 27592, 37537, 14756, 23969, 24671, 29438, 12570, 50323, 63621, 67302, 39281]"
57,Microsoft corp with stock,"[58967, 5176, 16051, 34629, 47803, 7740, 34514, 42290, 5185, 16046, 41706, 5196, 18111, 5192, 5183, 40606, 34633, 40264, 63166, 61530, 10685, 16054, 21930, 63167, 51496, 18106, 39401, 32507, 30366, 5186, 30461]"
112,latest keypad themes,"[43322, 3441, 54715, 42980, 12738, 12740, 4625, 41268, 41266, 62582, 35658, 34258, 20858, 16918, 36935, 8986, 5589, 32389, 70112, 2396, 9606, 16919, 32384, 3569, 32383, 18565, 16917, 40447, 50950, 50948, 21480]"
233,PitchLab,"[27641, 27642, 27641]"
241,feedback bar in PayNearMe,"[36415, 18829, 59334, 34573, 10959, 44144, 13359, 56895, 17063, 52289, 53376, 41581, 50202, 39490, 57478, 17343, 37569, 54276, 34575, 56939, 41745, 1025, 56198, 42834, 24266, 47416, 63441, 22625, 32926, 7664, 53870]"
150,"search bar with results in Science, Textbook Solutions and Online Tuition","[42100, 42111, 61910, 9963, 9954, 9434, 1134, 38031, 38040, 61462, 51862, 69160, 9965, 37986, 48794, 22141, 1136, 1124, 48800, 35952, 1131, 35962, 15370, 26318, 35948, 6453, 51724, 26314, 1137, 6735, 42111]"
76,cheese,"[34872, 48383, 42425, 48390, 23369, 24747, 21257, 41641, 48397, 24744, 50501, 41642, 43428, 51041, 34131, 23381, 59011, 34583, 50089, 7924, 50068, 7926, 23375, 65086, 43418, 31440, 23378, 21276, 50074, 7931, 64438]"
298,cell phone storage structure,"[45790, 36577, 2707, 15567, 15569, 57678, 36875, 41963, 57687, 25992, 26909, 12186, 56127, 67746, 56130, 36574, 56138, 56119, 56118, 22240, 56131, 10052, 56124, 56129, 8340, 34809, 12174, 50041, 26910, 41964, 62027]"
248,"book reader with ""Become a Member"" button","[13003, 13010, 12997, 13004, 13012, 40932, 40690, 61392, 55590, 59341, 38057, 7191, 6289, 6286, 13001, 40923, 48153, 48155, 67678, 61822, 47523, 16682, 40929, 52619, 14186, 52623, 40927, 9919, 59335, 40695, 40696]"
123,weather application screen's side menu,"[22096, 31367, 58147, 31368, 31373, 4825, 20721, 39597, 10932, 22104, 69136, 18041, 39599, 22102, 23928, 10931, 18892, 32053, 39604, 66042, 20716, 8684, 62850, 23930, 68962, 67255, 18042, 58153, 69146, 65975, 51829]"
130,Trivago-Threats of pandemic and climate change an 'opportunity' to enhance local travel,"[30099, 53799, 63143, 56168, 30863, 49527, 21013, 32225, 60254, 16661, 42235, 69832, 3308, 26873, 66999, 9235, 9464, 4588, 42370, 30100, 11351, 26447, 57685, 30854, 23106, 19329, 24727, 14241, 33795, 19328, 33084]"
110,podcast episode screen with download option,"[37186, 37192, 37189, 3560, 26032, 5073, 37191, 47142, 3558, 47138, 1556, 495, 61731, 37187, 37190, 4313, 488, 4315, 37188, 3553, 37195, 42842, 37196, 29986, 3568, 37193, 37194, 52628, 1577, 52632, 47138]"
33,information description with login button,"[69952, 30879, 5593, 61528, 7293, 27758, 29481, 19432, 25112, 10894, 49815, 701, 55188, 65674, 37945, 33336, 315, 41554, 31142, 18830, 71940, 54897, 69548, 54430, 47489, 30035, 47741, 140, 22542, 14259, 13352]"
227,Menu for a music player app with ten different buttons,"[65682, 23240, 20499, 61924, 65678, 65680, 17776, 40378, 55665, 28728, 71955, 55482, 67668, 65168, 71958, 49411, 15708, 43238, 15480, 42766, 70553, 43522, 18213, 14672, 27059, 71949, 71939, 50228, 43240, 61921, 71867]"
349,select which sports news to appear,"[7134, 57889, 1565, 1575, 16515, 16512, 1570, 16508, 21243, 16516, 13837, 17576, 68865, 68874, 36557, 42717, 7912, 7903, 28691, 21177, 25859, 65441, 36321, 843, 65442, 36317, 68818, 18948, 65440, 33206, 18949]"
51,"search bar with shopping categories, discount advertisement and account maintenance","[2362, 7334, 42815, 42810, 53884, 56464, 46813, 7331, 6911, 64428, 59841, 34576, 32433, 63779, 59842, 6910, 64425, 12867, 21334, 46815, 34574, 12871, 12858, 12884, 10485, 9509, 63892, 48396, 9505, 65916, 833]"
64,News with detail,"[25199, 25209, 25205, 17803, 34980, 34982, 25201, 34978, 25206, 17797, 22038, 17805, 34983, 22058, 22061, 16495, 20712, 22048, 38389, 22062, 19136, 16492, 16490, 69247, 60612, 22036, 17010, 23402, 60616, 54133, 39546]"
4,learn english easily,"[7537, 8116, 7797, 25018, 3269, 27934, 36571, 62638, 62639, 37602, 54363, 44677, 57058, 48003, 11587, 3754, 60045, 54362, 47658, 39078, 53665, 1108, 25020, 65231, 36337, 17317, 58977, 59306, 17324, 47657, 23185]"
12,Dropdown options in ascending order,"[19732, 48009, 26453, 20776, 22917, 55037, 70807, 13332, 5706, 30021, 43628, 31085, 67049, 63752, 23521, 67033, 67044, 36580, 67029, 70984, 36581, 14756, 5408, 36846, 46017, 33891, 54377, 48729, 55360, 67031, 71586]"
42,find your life partner,"[46644, 50889, 50879, 50887, 57681, 5384, 22644, 48881, 6181, 51595, 41132, 3308, 6172, 60225, 39324, 39323, 70977, 48806, 60217, 51594, 5387, 22642, 60233, 15576, 27617, 68060, 2126, 56168, 30833, 13540, 24661]"
161,how can i find the best personal servises,"[49365, 32392, 2783, 38516, 24523, 57264, 49187, 3308, 39324, 5566, 28566, 63506, 69000, 64463, 52047, 22586, 20544, 6721, 56168, 3302, 70983, 18484, 43737, 60835, 41769, 1102, 41021, 52536, 29818, 22995, 56562]"
296,photography filter,"[1357, 28993, 29005, 30143, 30142, 30145, 54263, 54256, 67997, 8884, 55814, 51378, 48820, 30128, 29003, 55813, 64836, 11987, 55812, 8883, 11219, 8880, 57845, 11222, 68294, 12614, 41787, 51721, 51373, 71471, 8879]"
146,privacy policy aceptacion,"[42361, 48989, 17720, 68681, 24278, 68749, 56471, 60480, 37511, 17719, 17729, 8707, 5458, 44388, 57359, 7049, 66512, 54297, 40617, 5711, 11497, 3525, 2255, 63868, 42374, 49717, 58620, 11824, 9723, 42708, 2076]"
6,Main screen,"[63907, 45674, 49331, 6156, 21131, 21133, 7601, 67072, 18895, 18902, 15769, 8734, 60550, 31436, 6952, 17743, 54513, 35155, 6950, 45676, 20625, 18898, 20623, 20626, 15767, 18897, 20624, 67073, 50477, 67279, 68694]"
443,FAQ YapStone support search button and missing site message,"[39754, 19137, 58550, 29072, 29068, 18933, 65200, 1384, 3603, 15497, 24474, 38220, 45999, 67996, 65208, 37449, 59705, 19400, 53920, 60217, 60123, 62509, 69971, 8493, 24004, 21684, 60126, 19610, 1186, 65209, 36059]"
341,location map window with search bar,"[25192, 29111, 58552, 46881, 25788, 60991, 25181, 44955, 50060, 6191, 68556, 50059, 70967, 31865, 17085, 70969, 9840, 36492, 4419, 53748, 9837, 48325, 41295, 67551, 72178, 67545, 53744, 49597, 24472, 49500, 25717]"
279,Image editing,"[27484, 4885, 13600, 32308, 4285, 7810, 64836, 39619, 59531, 29904, 50598, 51704, 70414, 8884, 24596, 12304, 2948, 51290, 29474, 2412, 1769, 39620, 861, 50665, 19424, 52533, 52542, 62535, 29473, 1763, 24881]"
388,JO-ANN GUI interface,"[70744, 64029, 64031, 45631, 70847, 70750, 29036, 53017, 7653, 64030, 29032, 15808, 15818, 70749, 64028, 38790, 65167, 38791, 70754, 56360, 4631, 64038, 64023, 70851, 29033, 15806, 38796, 71342, 64036, 50588, 46803]"
155,Advert for weather reporting,"[64300, 64299, 64301, 64304, 64302, 64296, 20528, 64295, 69770, 46768, 64896, 14855, 68871, 25857, 64889, 68882, 64901, 3483, 13968, 67252, 22699, 68872, 30176, 43995, 53162, 35533, 13973, 33238, 37131, 22696, 43850]"
246,Settings for network usuage-bahaviour-history,"[5629, 66490, 34410, 56050, 52265, 16391, 69613, 22820, 11874, 11871, 13555, 22816, 34414, 11868, 54608, 10585, 59092, 13703, 39274, 18443, 5952, 11870, 18442, 56053, 1380, 36132, 72209, 35308, 10592, 41539, 19860]"
373,camera purchase reviews for beginners,"[31771, 13183, 51720, 2916, 35030, 50535, 44825, 31173, 13140, 50285, 52536, 28636, 51719, 28635, 3775, 51724, 55655, 16079, 63042, 70961, 24937, 9509, 1281, 4502, 70965, 68967, 1283, 43496, 15247, 33340, 8601]"
3,list of data with image and details,"[38578, 64639, 19446, 25188, 46308, 65494, 40100, 45546, 5833, 69247, 67164, 57139, 38175, 66701, 3145, 20785, 67187, 10097, 3130, 62041, 34141, 6022, 24329, 40126, 30790, 31131, 46697, 58452, 44661, 30461, 25117]"
305,search bar with various categories of GIFs,"[32312, 64305, 32324, 16665, 64303, 3617, 56672, 6132, 23446, 54032, 32308, 26424, 26421, 32326, 62119, 22645, 15876, 60646, 26596, 8999, 19861, 40062, 57643, 19214, 70696, 46836, 55954, 30729, 30443, 40668, 57835]"
441,search for works in  a map,"[52816, 52817, 4218, 56275, 66555, 24475, 881, 13259, 49502, 2754, 13160, 7084, 56256, 25334, 48325, 61043, 12388, 15126, 15129, 48700, 48699, 68089, 41480, 39534, 56274, 17715, 24472, 49500, 2757, 10762, 39682]"
31,search bar with  list of application with its image,"[37789, 64021, 7271, 26930, 62732, 16486, 68436, 61569, 17331, 54561, 6483, 23391, 68456, 21800, 51503, 68217, 17343, 48978, 1029, 56937, 12125, 67952, 17349, 34926, 68429, 10392, 6637, 68433, 21791, 28191, 61954]"
65,blood glucose tracker side bar,"[47500, 71582, 71580, 70705, 4688, 4689, 64939, 51782, 47505, 4503, 37821, 58279, 45127, 1402, 58271, 45134, 37822, 58272, 51779, 31739, 57507, 63965, 39972, 63969, 51400, 47501, 39979, 51402, 27766, 51404, 47499]"
48,Post results with postings,"[68044, 68039, 41172, 20490, 2330, 51282, 43764, 29704, 68050, 3966, 17091, 43793, 43771, 8202, 26834, 5031, 13641, 13642, 13643, 23137, 57329, 13638, 41200, 26831, 13559, 41222, 17152, 21244, 36311, 13644, 29061]"
41,sharing hair care tips through various mediums,"[71286, 71287, 555, 28739, 20072, 54219, 25412, 25413, 65519, 32489, 44233, 28737, 52045, 70956, 4544, 35607, 67808, 20160, 35605, 65530, 20167, 65895, 6721, 5674, 554, 61714, 70959, 3414, 53099, 65536, 71288]"
198,Close Button and Image Grid with Image card and Plus Icon overlay,"[6210, 12865, 11258, 63599, 61164, 2020, 2026, 19303, 63601, 64833, 42781, 50792, 35504, 55046, 70185, 6646, 33166, 34, 62021, 62034, 52282, 58968, 61160, 61167, 56481, 56489, 21677, 28421, 24772, 56809, 41568]"
137,"Setting of notification with label, time, when and days","[51263, 22867, 65308, 65302, 51276, 36176, 24478, 54841, 71513, 49449, 54057, 15362, 7866, 27815, 17326, 37587, 30662, 24942, 58560, 30442, 3659, 15062, 61308, 29627, 36177, 41173, 27821, 54433, 50969, 52329, 22867]"
224,veggie medley salad recipe with nutrition and serving information,"[70042, 14279, 6394, 60443, 59019, 70041, 60972, 59010, 917, 6391, 30369, 25186, 50380, 25194, 68449, 51050, 60444, 12408, 31440, 25399, 70038, 70040, 10366, 10067, 59007, 32475, 10066, 42424, 70037, 919, 70042]"
450,four tabs with calander,"[35130, 35133, 35129, 35128, 15604, 2230, 34139, 57316, 34136, 30723, 27369, 45413, 22585, 59517, 68823, 68834, 12645, 49071, 27366, 20119, 15253, 30443, 29055, 5837, 27372, 55816, 9713, 42245, 37477, 50379, 15688]"
190,Registration for the services,"[2217, 58517, 60995, 49498, 34649, 53797, 2751, 10263, 13165, 25789, 19399, 57744, 880, 70927, 43084, 2960, 38653, 38656, 12308, 42709, 58764, 71588, 70150, 59799, 5905, 68057, 70147, 38658, 10594, 21188, 11918]"
215,share prompt  for a fitness app,"[43801, 40150, 23410, 29021, 18350, 8251, 4776, 61616, 18465, 18460, 63472, 8253, 18464, 45508, 8002, 66143, 40146, 23301, 42591, 18467, 57703, 30838, 66151, 20610, 40147, 36784, 13364, 37646, 18554, 18463, 53967]"
317,"Filter settings for choosing price range, number of beds and baths","[68029, 63632, 2843, 2834, 17097, 3095, 50510, 51323, 71793, 27692, 64980, 65924, 2832, 71794, 65001, 71796, 65000, 64993, 2839, 27833, 68027, 34423, 10690, 61305, 61300, 16888, 51328, 16886, 64983, 27828, 42503]"
