id,query,ranked_guis
177,arabican news overview with articles,"[22059, 68523, 52513, 68520, 36615, 22381, 36610, 36594, 34318, 36559, 12033, 26779, 68527, 38167, 36592, 33029, 19082, 11845, 31334, 42236, 48035, 26869, 32221, 17015, 4590, 48736, 68529, 33717, 10543, 54023, 52520]"
289,Timer with play button,"[8150, 3533, 33084, 60376, 69747, 3535, 33779, 9515, 63069, 37083, 8401, 3532, 42789, 47305, 37071, 63066, 12654, 42781, 54493, 5854, 8499, 3536, 42782, 17469, 8134, 8143, 8145, 17462, 17466, 8139, 32372]"
144,short tutorial and instructions for a game with option to go back to previous menu,"[71255, 48403, 39192, 8143, 10672, 10681, 39196, 65142, 26853, 20422, 26854, 42136, 12228, 71256, 14888, 39132, 18949, 69917, 3828, 50994, 12024, 28029, 71823, 45389, 66487, 14674, 35608, 3826, 66496, 71260, 33529]"
352,calculator,"[20594, 49397, 20602, 67409, 13351, 35283, 46604, 34179, 34181, 8899, 14230, 60470, 16993, 16989, 16992, 16991, 61050, 38846, 16987, 60474, 60468, 143, 16988, 18386, 39794, 63578, 60465, 26083, 60471, 45827, 67804]"
449,starting screen of Amino,"[70183, 28260, 41430, 22505, 20983, 22513, 34169, 47327, 22514, 70178, 70191, 119, 2018, 70181, 30211, 48501, 70190, 2026, 70526, 70185, 70192, 24606, 30214, 53946, 48492, 34186, 70184, 2020, 26586, 10648, 48492]"
272,learning and play piano online,"[32132, 35079, 31170, 32139, 60473, 19219, 28365, 60569, 35826, 35469, 54361, 58940, 21021, 32130, 32135, 24689, 13159, 47213, 32137, 32131, 47225, 47226, 38736, 19210, 11736, 2909, 14881, 33411, 21024, 45867, 47226]"
363,weather notification with toggle button,"[70635, 70626, 61170, 28497, 6423, 71513, 6416, 54841, 57963, 70777, 32, 13490, 6640, 9540, 71033, 9536, 35, 13496, 56571, 57685, 56576, 13500, 6539, 21131, 69742, 61693, 62196, 21133, 55726, 41356, 16844]"
222,settings and options in a Gym App,"[29156, 10615, 62882, 62276, 29162, 1010, 18467, 29160, 54112, 2610, 12166, 46993, 48988, 60413, 48986, 12165, 19859, 12109, 63364, 1007, 39830, 66488, 20949, 27317, 68745, 60424, 68743, 35398, 2601, 51704, 1009]"
79,Buy atlanta falcons jersey,"[23360, 23355, 23362, 23356, 17386, 7591, 17398, 25059, 17522, 17533, 21302, 7593, 43110, 36628, 49903, 23361, 59069, 7590, 25063, 55424, 59823, 43251, 25060, 55425, 7596, 47828, 25058, 5168, 57931, 38236, 23362]"
264,Web ad for an children learning app,"[60469, 39477, 59237, 11416, 31170, 37400, 39478, 41539, 13654, 48783, 28365, 60569, 35469, 35826, 54361, 58940, 7280, 68265, 45923, 54359, 47697, 22110, 9982, 16250, 19210, 13059, 64361, 7284, 67008, 37396, 55867]"
369,my playlist,"[58693, 45113, 50232, 10940, 53826, 53824, 14672, 52900, 2119, 5209, 55481, 3905, 2112, 2113, 3896, 55665, 34334, 61926, 70552, 19603, 50228, 19607, 50233, 19608, 19601, 494, 3903, 3458, 504, 70553, 71956]"
92,show map,"[71036, 70527, 64043, 71034, 16898, 51331, 53159, 1756, 53389, 54541, 65708, 51310, 16880, 4318, 51321, 43027, 16897, 51315, 3740, 51312, 48393, 51317, 16881, 59783, 1190, 43371, 13743, 64042, 1192, 2355, 51065]"
351,snapchat startup interface with login and sign up options,"[16084, 1884, 16202, 40003, 29509, 10624, 69839, 68460, 39920, 39909, 39919, 36266, 18535, 10625, 26857, 18049, 57919, 63045, 57920, 39915, 40782, 9921, 20233, 41109, 10623, 34162, 16079, 34307, 17148, 34308, 16082]"
274,accounting software with excel file output format,"[31179, 51541, 18627, 63716, 43697, 10139, 54509, 54510, 40362, 24766, 20535, 3366, 67898, 24767, 61250, 35898, 35896, 46365, 54511, 12309, 28361, 28360, 70805, 47059, 11476, 54508, 61049, 64857, 64862, 64858, 35396]"
204,Startup screen with login & sign up options and a logo,"[69839, 39909, 36266, 10625, 18535, 41109, 16202, 9921, 29509, 58936, 10624, 20233, 57081, 62828, 31612, 70201, 17302, 35206, 62830, 4451, 47594, 60313, 46558, 26932, 15962, 24885, 48286, 49214, 21562, 57180, 53946]"
250,settings to adjust,"[65783, 549, 35185, 22351, 62611, 12252, 53087, 41138, 11371, 3929, 62887, 65791, 1250, 3026, 56969, 66279, 56957, 50987, 56961, 68134, 64342, 56956, 64343, 3967, 66284, 66283, 45485, 55811, 39624, 32842, 6007]"
300,a panel app window with its points,"[65150, 25088, 59454, 30838, 25086, 25084, 67556, 25089, 36620, 36074, 52283, 56042, 65148, 19585, 3226, 37717, 66048, 29111, 1474, 17541, 17213, 32259, 63647, 15801, 71454, 53258, 7827, 63028, 71462, 34666, 25084]"
197,expense manager,"[67408, 67410, 67397, 67407, 12876, 12883, 67405, 12877, 67404, 12873, 67406, 67409, 12880, 49085, 67394, 67396, 67402, 67403, 49086, 49076, 49074, 67401, 49078, 67400, 67395, 20602, 49079, 67398, 8463, 26054, 48868]"
125,Months of a year from January to November with a radio button to choose,"[28181, 58891, 59581, 54, 42782, 18499, 42781, 9559, 11977, 15356, 57993, 60445, 51056, 25408, 49022, 60976, 1687, 43422, 12409, 59018, 38724, 70036, 45980, 913, 67335, 43854, 14228, 37117, 10069, 71521, 15298]"
88,informative list contents,"[1870, 45105, 65532, 65529, 65528, 65523, 65522, 1867, 49771, 49766, 70936, 60601, 41249, 41244, 21223, 1286, 45108, 21488, 26954, 40935, 60607, 64533, 40431, 31615, 60889, 55590, 11427, 23442, 32251, 60605, 53447]"
417,Gallery app with thumbnails overview,"[57259, 48754, 33717, 24047, 5683, 41796, 6964, 62, 41799, 17806, 24046, 5676, 5907, 17802, 17800, 40704, 33721, 17799, 17807, 28299, 28291, 40703, 17811, 17809, 7525, 48736, 5161, 19104, 8522, 27544, 45705]"
136,A guy picture on a social network,"[18442, 18443, 18432, 34414, 51001, 34410, 3161, 18439, 31184, 31853, 31183, 10592, 34614, 10585, 34619, 70478, 50997, 29902, 44571, 9142, 9293, 7302, 44607, 5027, 32773, 34622, 10601, 34623, 34609, 24661, 46313]"
319,page that display the questions  with options,"[56520, 37796, 64744, 66489, 37795, 30245, 56440, 37797, 71647, 60424, 7292, 43757, 299, 60413, 59457, 33641, 2274, 32998, 45959, 17556, 45996, 316, 12443, 21303, 48155, 37271, 37149, 37133, 37142, 18535, 30849]"
454,Advertisment of FedEx,"[57903, 57899, 57900, 57904, 57897, 57907, 57901, 57898, 39664, 68629, 64610, 14416, 33753, 68224, 45256, 10569, 24190, 24191, 24192, 72218, 24188, 24189, 24194, 24187, 24186, 24185, 24184, 24183, 24182, 24181, 28977]"
47,Fashion dressing ideas with image overview,"[9800, 9797, 9802, 9798, 9799, 15739, 62619, 31044, 56782, 56785, 56781, 48754, 8522, 56784, 4185, 38667, 15263, 48736, 4890, 44253, 44256, 44257, 52950, 34929, 27544, 55542, 742, 743, 739, 740, 9800]"
29,search bar with list of computer accessories categories,"[24158, 38404, 48074, 50895, 15865, 38388, 27118, 22733, 69252, 46361, 40110, 8593, 8599, 53466, 25926, 19421, 25928, 25923, 25929, 42803, 23920, 22726, 69279, 9292, 23921, 9290, 30797, 46360, 36928, 25949, 50895]"
90,Menstrual calendar with body temperature,"[14252, 42316, 22876, 60084, 36575, 22879, 59590, 59134, 69898, 69896, 60076, 14255, 14250, 17362, 59133, 17357, 33201, 23686, 69880, 28330, 33200, 1012, 14253, 16983, 31199, 31198, 18966, 34111, 33640, 34107, 28339]"
26,Genesis + Book + Android,"[62592, 27400, 63039, 29549, 11820, 11815, 34374, 45340, 22319, 4465, 29546, 43288, 4460, 45335, 45333, 34381, 64530, 4454, 5229, 7225, 23959, 40932, 22281, 35989, 7224, 23958, 4464, 4458, 69236, 4463, 32448]"
75,best food recipes,"[29116, 70329, 21272, 14275, 29119, 65091, 68771, 40847, 9271, 31441, 42421, 6391, 9269, 6395, 32480, 32477, 35915, 31439, 42422, 49023, 5254, 38065, 69171, 50999, 62628, 8365, 8346, 62613, 28640, 28638, 45732]"
5,Selection of Doctor's Specialization,"[24069, 24079, 65902, 65898, 65907, 9131, 65904, 51743, 65906, 5775, 60471, 24076, 31803, 55961, 62292, 55978, 23255, 34156, 55970, 23259, 40342, 40250, 62293, 62290, 44732, 13200, 43337, 43349, 13780, 44726, 34401]"
298,music,"[58956, 58945, 15479, 58955, 70533, 53793, 3351, 58946, 70546, 70547, 58954, 66742, 36218, 65894, 53910, 70553, 36221, 36222, 3352, 47865, 21904, 58944, 70539, 70538, 70544, 21909, 10942, 10940, 56744, 56773, 1506]"
384,Product description and shipping information,"[19446, 5128, 4621, 23922, 2097, 61473, 61474, 61475, 55624, 42438, 61478, 15155, 3499, 45733, 33057, 33059, 2099, 25525, 66301, 1143, 15149, 46766, 27267, 6318, 15153, 36855, 36856, 3509, 62761, 45521, 4151]"
63,"option bar, multiple preview of data","[49872, 31125, 36472, 68851, 22561, 34078, 21310, 26938, 21311, 21304, 27146, 49437, 21307, 21303, 68119, 25077, 53340, 64620, 28161, 25103, 46477, 26818, 63042, 44160, 7609, 62837, 22520, 31783, 31134, 28581, 23868]"
179,"tourist app, discover world places, countries and cities","[21671, 26253, 26245, 26257, 44295, 56265, 19259, 10196, 14594, 9717, 54072, 35839, 32249, 45636, 9834, 26247, 10198, 8209, 35850, 46531, 9718, 44296, 59781, 66553, 26242, 61969, 45415, 28623, 57980, 37589, 5728]"
36,bookmark,"[61381, 41408, 57786, 38945, 37308, 2471, 2474, 60130, 54010, 224, 23769, 56739, 63074, 9990, 11951, 41414, 32768, 66750, 12844, 64925, 18448, 12836, 62742, 28617, 28616, 63075, 23669, 22208, 32401, 57413, 9332]"
272,add location by pinning the place,"[53393, 1469, 9914, 43461, 64888, 64897, 64891, 71246, 3920, 9898, 24617, 62872, 28928, 24621, 18975, 1448, 61696, 4809, 41362, 64893, 24612, 66559, 30809, 58770, 48841, 61703, 40686, 18976, 53787, 10610, 17342]"
168,"Expandable List item and Bottom Nav bar with Live, history, Stat, Check No. and More Items","[71973, 39561, 25280, 66671, 58855, 39861, 6005, 12215, 66142, 57289, 26915, 56151, 49543, 71608, 38831, 46466, 33648, 37034, 47989, 5769, 21772, 26913, 47947, 42658, 343, 49726, 47831, 4376, 26914, 21770, 26913]"
80,Information with detailed explanation text of fitness exercises and a corresponding graphic,"[61621, 61607, 9110, 31807, 31810, 26180, 61625, 13178, 8252, 63225, 61619, 9531, 17212, 9529, 9532, 40150, 61620, 63042, 9524, 9533, 40891, 31806, 55881, 17213, 44408, 50741, 31247, 45870, 60764, 42937, 42594]"
21,near  important places,"[12189, 68289, 9834, 3370, 3367, 52949, 15689, 12195, 8575, 12193, 12190, 31685, 12192, 59655, 40947, 62296, 52330, 62895, 66553, 59649, 66552, 38746, 20147, 20146, 47302, 33124, 44269, 12394, 3372, 9909, 33755]"
416,login page,"[29481, 16082, 55885, 17568, 28628, 69952, 28631, 17569, 31153, 42360, 40127, 7809, 65181, 48068, 23490, 17662, 40897, 48343, 59684, 17659, 63414, 34122, 48088, 24350, 48214, 13476, 63415, 67820, 17661, 47206, 54204]"
91,"weather details with temperature, pressure and relative humidity","[58875, 35327, 68010, 25852, 65452, 54919, 36325, 46540, 28349, 26022, 51071, 36332, 58869, 58863, 54533, 28760, 68011, 65446, 34111, 25849, 35320, 34107, 54924, 54538, 36308, 34112, 34110, 2893, 676, 42609, 682]"
164,Overview over own accounts and the amount of money on them,"[31133, 16817, 2180, 2184, 13353, 53604, 70291, 27544, 49408, 31134, 44120, 38960, 13099, 13111, 54943, 16825, 13116, 31125, 49404, 40439, 26056, 42283, 43736, 23608, 51760, 33759, 27549, 44104, 44105, 51762, 13111]"
1,application submission screen for successfully submitted application,"[30983, 44087, 24697, 17348, 65388, 19228, 71687, 31080, 51523, 6243, 57615, 10130, 21791, 32600, 6484, 71159, 59848, 6487, 51503, 6241, 62728, 1034, 10135, 51511, 71166, 59847, 57619, 62729, 7722, 67493, 53044]"
275,summery  of a questionnaire,"[44379, 43243, 43247, 60571, 28366, 35811, 35461, 60569, 28365, 35469, 35826, 54361, 54360, 58942, 35466, 58940, 43249, 28768, 42098, 43248, 43556, 28770, 42112, 2887, 2886, 51784, 60572, 51775, 28367, 35465, 41735]"
117,Media with no search results,"[42462, 42466, 65192, 42434, 42455, 42450, 26744, 42463, 42453, 14775, 14778, 14771, 46601, 42451, 42442, 14769, 42458, 42447, 33825, 14777, 61555, 20890, 28539, 28546, 67287, 28547, 10600, 14767, 14774, 15336, 32286]"
453,turkish car sales website,"[43041, 58048, 4863, 28756, 14026, 15674, 15658, 21118, 15663, 26691, 14023, 16525, 48094, 15681, 15661, 59825, 14019, 26098, 31102, 59842, 14020, 59841, 31097, 42995, 2267, 31095, 34181, 67508, 43501, 48096, 24320]"
8,shopping app with item weight description,"[23925, 941, 47928, 25179, 47934, 19347, 54992, 13407, 47931, 47930, 19348, 52137, 21289, 58709, 59564, 123, 69527, 40291, 40295, 4186, 8049, 23918, 59557, 8476, 4183, 130, 64422, 22528, 135, 47707, 20618]"
305,strike count threshold with disabling  feature and limits ranging from 1 to 50,"[62780, 62782, 62776, 31392, 44053, 37606, 11587, 36235, 38382, 38384, 10821, 59736, 10820, 110, 10227, 109, 68350, 38402, 4653, 34398, 14464, 66812, 31984, 63166, 38395, 46841, 68460, 66177, 66183, 66173, 62782]"
205,choise of interest,"[66440, 41176, 31261, 9290, 9292, 31253, 10113, 1627, 62106, 62104, 31256, 50321, 9281, 9286, 4296, 18566, 47712, 62098, 9398, 42281, 42283, 2194, 31258, 18383, 31271, 58048, 2849, 2853, 57563, 64825, 5725]"
85,open with notification with paly store or browser,"[64065, 37358, 7311, 13381, 11725, 2735, 41314, 57363, 34400, 2591, 39087, 36569, 65098, 30316, 645, 41699, 54318, 21332, 47869, 5895, 60815, 7509, 33643, 62167, 20513, 67739, 63636, 55988, 68645, 43907, 28811]"
152,directory for saving contact information of various establishments,"[30980, 22600, 60425, 19048, 36704, 42402, 68999, 33303, 42407, 64931, 46697, 39024, 25982, 12074, 907, 31116, 37647, 27862, 47304, 8120, 29382, 9517, 908, 4205, 49624, 2639, 34859, 66663, 60244, 49625, 61559]"
260,Chinese salad recipes,"[8047, 70038, 8167, 60444, 6394, 6391, 43427, 25399, 59019, 6395, 43426, 52069, 59930, 70039, 70043, 8056, 70042, 23090, 25194, 10366, 30588, 52103, 4914, 4901, 45965, 52106, 52086, 917, 4910, 23379, 6394]"
116,weight loss foods blog,"[3414, 6048, 6041, 3415, 132, 40229, 68508, 50341, 112, 41577, 135, 53251, 68693, 8339, 20121, 20122, 45548, 119, 34128, 121, 113, 8337, 47382, 122, 118, 125, 44438, 69519, 68691, 136, 68510]"
211,Libary list with the united states of america,"[61139, 70368, 70369, 29333, 30382, 30380, 30381, 9307, 59357, 25055, 70758, 54445, 55643, 27812, 54446, 25057, 39943, 39937, 64837, 27906, 15646, 51608, 40920, 63830, 51606, 67427, 61304, 35165, 11803, 70765, 39940]"
226,pop up ads,"[5883, 62738, 9810, 32771, 72161, 72155, 72168, 52107, 56761, 72152, 40304, 41586, 33223, 14375, 14378, 10281, 14374, 72153, 52070, 52091, 52758, 56436, 52084, 49232, 70403, 72160, 37289, 55622, 37287, 57773, 28890]"
49,Mobile Home Screen Background,"[32130, 15531, 64025, 39093, 35338, 70742, 64414, 38807, 52770, 57349, 43272, 33733, 36103, 32131, 27863, 8484, 15523, 47474, 52036, 9436, 20699, 71415, 54650, 4679, 9892, 50655, 20568, 44478, 48278, 48283, 31772]"
74,"Shop for Men's,Women's and Kids","[53487, 3507, 4326, 25929, 53544, 53540, 53496, 25923, 67659, 22034, 50964, 23941, 479, 3526, 481, 50986, 4558, 53484, 1141, 25962, 4245, 26093, 25928, 9510, 3495, 33297, 1147, 48135, 12421, 12424, 34152]"
24,"create, search or download anime girls images","[57209, 57208, 62, 57210, 53917, 61967, 39116, 25213, 57552, 8860, 28442, 31678, 1616, 41180, 36821, 63, 25266, 41175, 32364, 28445, 31947, 57843, 5872, 24563, 26495, 36828, 66374, 41174, 66376, 36271, 31677]"
54,celebrity news,"[8198, 34949, 64845, 48902, 66386, 50096, 36553, 62454, 62518, 50097, 41590, 50040, 1008, 54133, 16515, 41596, 1570, 43051, 71448, 68811, 68818, 71451, 17565, 68814, 68816, 25205, 43821, 18870, 25199, 25209, 41197]"
285,screen with sample movies and information on recording with SnapMovie,"[19996, 20002, 65045, 65046, 20000, 15199, 65050, 15197, 32983, 32986, 65053, 23149, 67071, 57576, 50604, 50588, 50599, 435, 23297, 27889, 27890, 56358, 29107, 39963, 23150, 18719, 50598, 20162, 50605, 71014, 19996]"
365,Ui for user profile,"[47364, 39606, 67745, 39571, 18857, 40556, 49799, 68081, 18858, 1592, 1583, 2835, 3701, 40818, 60542, 12610, 11861, 37681, 37665, 48355, 15934, 20556, 27614, 21172, 44977, 40348, 34408, 9811, 15042, 68473, 34040]"
109,sports news overview,"[19082, 8775, 52744, 52735, 25066, 48736, 33717, 10803, 20718, 5174, 8522, 27544, 55542, 22100, 60720, 10809, 10428, 5907, 48754, 5172, 55540, 10077, 71727, 5173, 49897, 20720, 4185, 10817, 49896, 18948, 21660]"
3,home appliances,"[30791, 48073, 9286, 9281, 68770, 71129, 67153, 25966, 25962, 17689, 40668, 9285, 13575, 28275, 47441, 28271, 39421, 19677, 40110, 9292, 69954, 52944, 39412, 28269, 21223, 52937, 66645, 44831, 9289, 8599, 53473]"
7,"diaper-magen with style, color and texture","[37086, 28162, 50869, 46105, 56454, 56459, 26005, 34177, 6671, 2434, 63702, 68848, 64681, 20593, 36146, 58692, 22496, 25994, 36147, 36818, 71840, 71831, 34196, 31188, 3331, 2973, 18517, 18522, 19856, 56449, 37086]"
187,File explorer with recently accessed image files sorted chronologically,"[18786, 24563, 15908, 38026, 54739, 60738, 64858, 8855, 47058, 8853, 47059, 27858, 49113, 51541, 47056, 66875, 54738, 54836, 63846, 47054, 56326, 27164, 18784, 65349, 54839, 67973, 65350, 56328, 69964, 72111, 52282]"
324,Sending Email to Selected Recipient's,"[35287, 52796, 35288, 64858, 46655, 35285, 62150, 35286, 38723, 6230, 71721, 28628, 42163, 28631, 29158, 56227, 61680, 61895, 6231, 46081, 6225, 41674, 33534, 64857, 34405, 48806, 61906, 70397, 61893, 20800, 40342]"
54,Information with sharing and saving option,"[36879, 9920, 61684, 31172, 13127, 65304, 42402, 33303, 42407, 25982, 55986, 67440, 23149, 57917, 62888, 50410, 11807, 44857, 32521, 9517, 8018, 35970, 51789, 44850, 35973, 26199, 9253, 3084, 53160, 64695, 53446]"
457,Management,"[1389, 31741, 71743, 10425, 55535, 10430, 55533, 37986, 63783, 8470, 18969, 24167, 24628, 59732, 10222, 98, 63779, 36064, 36069, 6873, 5989, 55783, 1010, 4122, 59228, 18968, 44351, 6210, 43736, 6855, 62831]"
27,Navigation Drawer,"[8594, 21121, 57209, 64440, 33818, 64443, 64438, 44279, 64437, 48305, 64430, 57210, 44264, 13952, 16538, 64434, 55008, 40153, 55010, 16539, 64441, 42589, 42595, 42598, 42593, 42594, 42596, 10656, 52276, 64432, 33826]"
60,page not found report with search bar and recent posts,"[17092, 37760, 64856, 37759, 5501, 28647, 23143, 49884, 61891, 71958, 56624, 10664, 55797, 37348, 23145, 10665, 5012, 25103, 13754, 17201, 8850, 12912, 43019, 43020, 38224, 1587, 71290, 38817, 38822, 7554, 10135]"
126,android news website,"[52188, 16515, 1570, 16512, 16516, 5456, 15497, 71434, 42541, 16508, 11492, 26970, 28756, 28755, 48209, 1575, 57130, 13860, 24926, 7122, 37732, 203, 13073, 46880, 1565, 8198, 3013, 68420, 10670, 37717, 13860]"
198,"SOY LUNA MUSICA-Disney Channel Latin America, all shows and broadcast musical TV series","[37237, 37235, 37236, 37232, 37233, 37238, 31527, 6257, 35694, 26034, 60115, 11383, 61538, 26031, 35701, 59545, 60221, 3989, 42232, 3987, 29141, 60213, 41716, 60240, 59544, 59543, 6032, 28751, 15264, 6027, 37235]"
462,"Menu bar with change platform, home, squad builder, consumables, tax calculator, TOTW and about","[26330, 26337, 26326, 26335, 26333, 26334, 26332, 42168, 26329, 34181, 20594, 20596, 67408, 32400, 67409, 26420, 20599, 67399, 43501, 61833, 64803, 26418, 11985, 26417, 52052, 58048, 70011, 22109, 42169, 18491, 26337]"
32,Pop up share area of an online shop,"[14877, 65101, 48093, 63881, 63891, 20634, 31100, 72152, 1283, 31101, 69954, 20632, 31099, 31098, 6918, 43770, 6938, 52091, 26094, 63893, 56464, 18078, 72168, 52137, 18077, 48091, 52081, 52099, 26100, 52100, 26099]"
19,UI for share and add location screen,"[12355, 59781, 40348, 68076, 66288, 68095, 40346, 40349, 12162, 31522, 54405, 29931, 54388, 54377, 22080, 54394, 69681, 40359, 54385, 6626, 51519, 41625, 9778, 69818, 16613, 38036, 41743, 62726, 38714, 16621, 22076]"
221,pay screen for adding money into a paytm account,"[1102, 49956, 1115, 1111, 69654, 59618, 4219, 53608, 53604, 28533, 999, 64629, 7254, 16826, 53606, 69653, 64004, 64005, 1114, 53605, 51760, 48284, 44468, 28534, 70291, 7251, 44960, 1001, 1113, 40439, 1102]"
68,Healthy Food options to add in daily Plan,"[69523, 13173, 34387, 55222, 30246, 34646, 8328, 19171, 28638, 11698, 57637, 34125, 41582, 13, 34643, 8369, 20422, 41579, 57626, 30242, 9317, 9336, 20166, 9335, 9330, 40229, 13726, 9320, 29391, 13727, 30133]"
141,a screen with information about particular app,"[5674, 51111, 3013, 10622, 31797, 71653, 41306, 56795, 59483, 40420, 3682, 23259, 66025, 66031, 44790, 71655, 42710, 6022, 12573, 49901, 52797, 57466, 50241, 8543, 62560, 44788, 8554, 38506, 13251, 22520, 3951]"
12,Hushed-Login this app......you enter a new world of foods,"[8365, 59825, 8346, 60614, 5147, 8363, 48533, 53883, 28243, 60611, 45636, 23432, 60613, 23431, 8339, 60609, 21435, 28001, 31436, 59519, 49877, 20360, 32764, 31693, 36196, 34390, 28246, 59831, 36195, 28242, 34202]"
375,Using our advanced ovulation calculator online is the most reliable way of knowing your ovulation date,"[16990, 16991, 16982, 16986, 16988, 16989, 16993, 16992, 16983, 1733, 1732, 16987, 61983, 16984, 1729, 22892, 22879, 22891, 16985, 14252, 61118, 61115, 14254, 44016, 61116, 44013, 44014, 11323, 4531, 69900, 16992]"
203,flight preferences San Francisco to New York and search tickets button,"[42153, 21446, 39809, 63123, 21453, 21454, 18640, 18650, 18653, 18652, 3033, 12640, 10993, 18644, 10988, 10986, 3035, 43355, 10987, 12639, 12644, 71014, 12642, 21645, 18654, 54556, 3043, 44406, 29345, 63117, 2720]"
430,Period and fertility forecast with cycle length,"[49455, 15359, 11639, 11644, 15364, 28330, 57145, 865, 20676, 44016, 57138, 44014, 28308, 4522, 7178, 44013, 11318, 60075, 20689, 12730, 22896, 28335, 72043, 1732, 69882, 27331, 11640, 4524, 11642, 34142, 15359]"
299,Map for atms,"[35453, 57046, 13357, 40438, 11933, 11932, 11935, 11934, 11939, 66118, 11938, 68989, 17602, 19692, 5316, 13348, 11937, 49013, 43026, 43023, 19137, 14177, 66258, 8871, 13347, 11936, 52816, 52817, 70772, 70756, 66118]"
